concept_id,concept_text
447479006,Excision of secondary anterior segment membrane by transcleral approach
446507001,Excision of secondary membrane of anterior segment of eye
447429008,Excision of secondary membrane of anterior segment of eye by pars plana approach
297840009,Excision of vitreous opacity by anterior approach
193845004,Excisional biopsy of conjunctiva
7553005,Excisional biopsy of eye
42910002,Exploration of choroid
172400008,Exploration of conjunctiva
172437002,Exploration of cornea
363115007,Exploration of eye
204542000,Exploratory sclerotomy
252833009,Extended tonometry
252836001,Extended tonometry - 24 hours
252835002,Extended tonometry - office hours
426332009,External beam radiation therapy to lesion of retina
13793006,Extracapsular extraction of lens
19740002,Extracapsular extraction of lens by inferior temporal route
67991000,Extracapsular extraction of lens by linear extraction technique
446548003,Extraction of cataract and trabeculectomy
75170007,Extraction of lens of eye
46309001,Extraction of primary membranous cataract by excision
336651000,Extraction of primary membranous cataract by mechanical fragmentation
51839008,Extraction of primary membranous cataract by needling
335636001,Extraction of primary membranous cataract by phacofragmentation
19208002,Extraction of secondary membrane by discission
40163002,Extraction of secondary membrane with capsulectomy
120086003,Eye excision
120085004,Eye incision
241723004,Eye protection using goggles or spectacles
120092009,Eye reconstruction
120095006,Eye transplantation
87639009,Facilitation of intraocular circulation
430110008,Fine needle aspiration biopsy of eye
33095001,Fistulectomy of cornea
59669002,Fistulisation of sclera by trephination
172477005,Fixation of iris
427326007,Fixation of retina
1076511000000103,Fixation of retina using argon laser
428201003,Fixation of retina using mechanical tacks
414273009,Fluorescein staining of eye
397538008,Focal laser photocoagulation of retina
398874009,Focal photocoagulation
172524003,Forceps extraction of lens
294832005,Formation of pupil
45031008,Fulguration of choroid
64971001,Fulguration of retina
425942005,Glueing of cornea
389152008,Goldmann applanation tonometry
404637003,Gonioplasty
265293008,Goniopuncture
76949005,Gonioscopy
91084003,Gonioscopy with evaluation
265292003,Goniotomy
359577008,Goniotomy with goniopuncture
359856000,Goniotomy without goniopuncture
398750002,Grid photocoagulation
397539000,Grid retinal photocoagulation
439269000,Harvesting of conjunctiva for allograft
1279670007,Harvesting of cornea
143821000000109,High intensity focused ultrasound ablation of ciliary body
247042001,Holth iridencleisis
280771000000104,Hydrogel prosthetic keratoplasty
172452009,Imbrication of sclera
397800002,Implantation of inert material in Tenon's capsule with enucleation of eyeball
446565007,Implantation of intravitreal drug delivery system and removal of vitreous
58519008,Implantation of retinal attachment with buckling
89176003,Implantation of vitreous for retinal reattachment with buckling
77772005,Incision and drainage of eyeball
446099001,Incision and drainage of retina
44410008,Incision and expression of conjunctival follicles
42156009,Incision of abscess of sclera
9555008,Incision of chalazion
72713004,Incision of conjunctiva
18551005,Incision of conjunctiva with drainage of cyst
62935003,Incision of cornea
51811007,Incision of hordeolum
112967002,Incision of posterior segment of eye
172460005,Incision of sclera
14480008,Incision of tarsal gland
46697004,Incision of zeisian gland
17868003,Incisional discission of anterior hyaloid
74184007,"Incisional discission of lens capsule, initial"
389154009,Indentation gonioscopy
29137007,Indentation of sclera for buckling
392338001,Indentation tonometry
314972008,Indirect fundoscopy following mydriatic
389153003,Indirect gonioscopy
410451008,Indirect ophthalmoscopy
69235008,Infolding of sclera for buckling
428494000,Injection of filtering bleb following glaucoma surgery
231778007,Injection of gas/air into vitreous
231780001,Injection of perfluorocarbon liquid into vitreous
443891005,Injection of steroid into chalazion
231716002,Insertion of corneal tension suture
206175003,Insertion of orbital implant with synchronous evisceration
439490005,Insertion of subconjunctival retinal prosthesis receiver and pulse generator with vitrectomy
421865005,Interferometric corneal topography
426580006,Internal tamponade of retina
425626001,Internal tamponade of retina using air
426158003,Internal tamponade of retina using gas
427402009,Internal tamponade of retina using liquid
427387001,Internal tamponade of retina using oil
172523009,Intracapsular extraction of lens
66359001,Intracapsular extraction of lens by inferior temporal route
252832004,Intraocular pressure test
414535006,Intraocular refractive surgery
421422004,Intravitreal fluid air exchange
231777002,Intravitreal tamponade
36812006,Iridectomy
82027008,Iridectomy with filtering operation for glaucoma
4516005,Iridencleisis and iridotasis
48507008,Iridesis
231739008,Iridocyclochoroidectomy
231730007,Iridoplasty
57551006,Iridotasis
386607008,Iridotomy
49288009,Irrigation of anterior chamber of eye
49999004,Irrigation of eye
40833009,Keratectomy
397110008,Keratectomy for pterygium
42161006,Keratocentesis
252828005,Keratometry
293820001,Keratoplasty
397523007,Keratoscopy
3047001,Kowa fundus photography
32788008,Lamellar resection of sclera with implant
231748003,Laser capsulotomy of lens capsule
397537003,Laser cycloablation
310662003,Laser destruction of lesion of retina
708857001,Laser goniopuncture
231726009,Laser iridectomy
371345007,Laser iridotomy
399867007,Laser photocoagulation to retina
231718001,Laser sclerostomy
169425004,Laser therapy for retinal lesion
172485001,Laser trabeculoplasty
58889009,Laserpexy
120121008,Lens closure
252831006,Lens implant power determination
404665001,Lens implant power determination following refractive surgery
120122001,Lens reconstruction
397313004,Limbal relaxing incision
854921000000107,Limbal stem cell allograft transplantation
397554006,Limbal stem cell transplantation
427023009,Limited translocation of macula
417586005,Lissamine green B staining of eye
1286871003,Mackay-Marg tonometry
865571000000106,Macular translocation with 360 degree retinotomy
82819003,Manipulation of eyeball
225701002,Massaging of the eye
879785009,Mechanical dilatation of pupil
33481008,Mechanical fragmentation of secondary membrane
172538005,Mechanical lensectomy
60177007,Mechanical vitrectomy
43582002,Mechanical vitrectomy by anterior approach
87021001,Mechanical vitrectomy by pars plana approach
72019009,Mechanical vitrectomy by posterior approach
1004086006,Meibography
410452001,Monocular indirect ophthalmoscopy
172389006,Mucosal graft to conjunctiva
252841009,Mydriatic test
408763006,Needle revision of failed filtering bleb
30104007,Needling of lens capsule
12163000,Needling of secondary cataract
423308005,Neutralisation of retinoscopic reflex
389150000,Non-contact tonometry
287500007,Non-surgical conjunctival biopsy
274316007,Non-surgical eye biopsy
295001,Nonexcisional destruction of cyst of ciliary body
19320007,Nonexcisional destruction of lesion of ciliary body
225687009,Observing eye during eye care
20067007,Ocular fundus photography
1286906008,Ocular response analyser tonometry - corneal compensated
1286913008,Ocular response analyser tonometry - Goldmann-correlated
11819005,Ocular thermography
447304001,One stage extracapsular extraction of lens and insertion of prosthetic intraocular lens
446490007,One stage extracapsular extraction of lens and insertion of prosthetic intraocular lens by inferior temporal route
446590009,One stage intracapsular extraction of lens by inferior temporal route and insertion of prosthetic intraocular lens
446862000,One stage intracapsular extraction of lens with insertion of prosthetic intraocular lens
40485001,Operation on pterygium with corneal graft
61553000,"Ophthalmic biometry by ultrasound echography, A-mode"
41496004,"Ophthalmic echography with amplitude quantitation, A-mode"
113113000,"Ophthalmic echography, A-mode"
54513001,Ophthalmic mucous membrane test
65839000,Ophthalmic ultrasonic foreign body localisation
21593001,Ophthalmodynamography
56204000,Ophthalmodynamometry
53524009,Ophthalmoscopy
18188000,Ophthalmoscopy under general anaesthesia
56072006,"Ophthalmoscopy with medical evaluation, extended, for retinal detachment mapping"
700070005,Optical coherence tomography of retina
397520005,Optical pachymetry
84551008,Overlapping of sclera for buckling
46870009,P32 tracer study of eye
241721002,Padding over eyelid
413180006,Pan retinal photocoagulation for diabetes
283851000000107,Panretinal laser photocoagulation to lesion of retina
312713003,Panretinal photocoagulation
172586003,Panretinal photocoagulation for glaucoma
31222007,Paracentesis of anterior chamber of eye
40395007,Paracentesis of anterior chamber of eye with diagnostic aspiration of aqueous
49181006,Paracentesis of anterior chamber of eye with removal of blood by irrigation
36783002,Paracentesis of anterior chamber of eye with therapeutic release of aqueous
363255004,Paracentesis of eye
415038008,Partial coherence interferometry biometry
231738000,Partial excision of ciliary body
8891002,Partial removal of vitreous by anterior approach
53698007,"Partial removal of vitreous by anterior approach, limbal incision"
241719007,Patient eye protection
236751000000101,Peel of epiretinal fibroglial membrane
226121000000105,Peel of internal limiting membrane
231724007,Peripheral iridectomy
389151001,Perkins applanation tonometry
401306006,Phacoemulsification of lens and insertion of intraocular lens
35137007,Photocoagulation of ciliary body
359957005,Photocoagulation of eye
76458006,Photocoagulation of iris
440578004,Photocoagulation of macular drusen
231762005,Photocoagulation to retina
444247007,Photodynamic therapy of neovascular membrane of choroid
428822001,Photodynamic therapy of subretinal lesion
252842002,Pilocarpine/Phenylephrine test
415106000,Placido disk-based topography
172415009,Plastic operations on cornea
79107000,Pleating of sclera for buckling
231766008,Pneumatic retinopexy
252804008,Pneumatic tonometry
1286918004,Portable electronic applanation tonometry
404627008,Posterior capsulorrhexis
287242008,Posterior eye foreign body removal by incision
13303004,Posterior sclerotomy
120125004,Posterior segment of eye closure
108156003,Posterior segment of eye excision
120126003,Posterior segment of eye reconstruction
120127007,Posterior segment of eye transplantation
91552000,Postoperative revision of scleral fistulisation procedure
231772008,Preretinal membranectomy
310559008,Preretinal membranectomy by delamination
310561004,Preretinal membranectomy by hydrodelamination
310558000,Preretinal membranectomy by peeling
310560003,Preretinal membranectomy by segmentation
415170005,Presbyopic refractive lensectomy
252844001,Prone provocative test
252838000,Provocative outflow facility test
252840005,Provocative pupil block test
48696000,Provocative test for increased intraocular pressure for glaucoma
1222582007,PTK - phototherapeutic keratectomy
172445007,Punch resection of sclera
231703002,Radial conjunctival incision
51683002,Radial keratotomy
8693001,Radionuclide identification of eye tumour
172386004,Radiotherapy of conjunctival lesion
172408001,Radiotherapy of corneal lesion
231737005,Radiotherapy to ciliary body
231764006,Radiotherapy to retina
421483006,Raster photogrammetry corneal topography
57103007,Reattachment of retina by diathermy
68999001,Reattachment of retina by electrocoagulation
1286870002,Rebound tonometry
39153002,Reconstruction of conjunctival cul-de-sac
112960000,Reconstruction of conjunctival cul-de-sac with graft
22623003,Reconstruction of cornea
3605001,Reduction of ciliary body
1187011002,Reformation of anterior chamber by injection
172517004,Reformation of anterior chamber of eye
43334009,Reformation of chamber of eye
252887003,Refraction assessment - distance
252889000,Refraction assessment - intermediate distance
252888008,Refraction assessment - near
252890009,Refraction assessment - referred to cornea
314125009,Refraction under general anaesthetic
17179006,Refractive keratoplasty
415281000,Refractive lensectomy
415282007,Refractive lensectomy with intraocular lens implantation
84077007,Reinforcement of sclera
61779007,Reinsertion of implant of eyeball with conjunctival graft
68366009,Release of encircling material of posterior segment of eye
231715003,Relieving incision of cornea
312714009,Relocation of intraocular lens from vitreous cavity
1019009,Removal of corneal epithelium
223217009,Removal of embedded foreign body from conjunctiva by incision
1004036000,Removal of filament of anterior surface of cornea
75734004,Removal of foreign body from choroid by incision
45817009,Removal of foreign body from retina by incision
72199008,Removal of foreign body from vitreous by incision
30113009,Removal of foreign body of anterior chamber of eye by incision
84542000,Removal of foreign body of anterior chamber of eye by incision with use of magnet
54085006,Removal of foreign body of ciliary body by incision
21491001,Removal of foreign body of ciliary body without use of magnet
85145001,Removal of foreign body of cornea with slit lamp
89942008,Removal of foreign body of iris by incision
360405005,Removal of foreign body of lens by incision
37958004,Removal of foreign body of sclera by incision
312712008,Removal of internal limiting membrane
282445003,Removal of lesion of conjunctiva
445023004,Removal of penetrating foreign body from eye by incision
312705004,Removal of retained lens matter
312706003,Removal of retained lens nucleus
65812008,Removal of secondary membranous cataract with iridectomy
312707007,Removal of soft lens matter
18274005,Reopening of iris in anterior chamber of eye
30931009,Repair of choroid
83202004,Repair of ciliary body
76135002,Repair of conjunctiva
76824005,Repair of conjunctiva for late effect of trachoma
59959006,Repair of eye
37256008,Repair of eye for eyeball rupture
203952001,"Repair of eye, multiple structures"
34854007,Repair of filtering bleb
8255002,Repair of filtering bleb by suture
10529001,Repair of filtering bleb by suture with conjunctival flap
700373001,Repair of hole of macula lutea
7663009,Repair of injury of eyeball
295850006,Repair of iris
58388006,Repair of laceration of conjunctiva
736531000,Repair of laceration of cornea
27998005,Repair of laceration of sclera by application of tissue glue
9754005,Repair of laceration of sclera with synchronous repair of conjunctiva
35552007,Repair of nonperforating laceration of cornea with removal of foreign body
70107009,Repair of ocular lens
763097008,Repair of penetrating eye injury
112962008,Repair of perforating laceration of cornea not involving uveal tissue
88044000,Repair of perforating laceration of sclera not involving uveal tissue
231728005,Repair of prolapsed iris
450698009,Repair of retina
8920006,Repair of retina for retinal detachment
77950003,Repair of retina for retinal detachment by cryotherapy
709085009,Repair of retina for retinal detachment using diode laser
709088006,Repair of retina for retinal detachment using indirect binocular laser ophthalmoscope
66241002,Repair of retina for retinal tear or defect
3664004,Repair of scleral fistula
85645002,Repair of scleral staphyloma
70202005,Repair of scleral staphyloma with graft
21596009,Repair of uveal hernia
172574001,Reposition plombage for detachment
231752003,Repositioning of intraocular lens
422246005,Resection of conjunctiva
1753001,Resection of uveal tissue
314133005,Resuturing of trabeculectomy
282096008,Retinal photography
417587001,Retinal thickness analyser scanning
429546007,Retinal vascular sheathotomy
231775005,Retinectomy
428435002,Retinopexy using cryotherapy
428560004,Retinopexy using tissue adhesive
397524001,Retinoscopy
231774009,Retinotomy
231741009,Revision of anterior chamber
90854001,Revision of filtering bleb
172542008,Revision of intraocular lens
12868007,Revision of operative wound of anterior segment of eye
314117007,Revision of trabeculectomy
385441004,Rodding of conjunctiva
225704005,Rodding of palpebral conjunctiva
20019002,Rolling of conjunctiva
415349007,Rose bengal staining of eye
252846004,Scanning laser ophthalmoscopy
234481000000105,Scanning laser ophthalmoscopy evaluation of retina
392005004,Scanning laser polarimetry
27695006,Scarification of conjunctiva
389149000,Schiotz tonometry
26786002,Scleral buckling
80806006,Scleral buckling with air tamponade
1746005,Scleral buckling with implant
50141002,Scleral buckling with vitreous implant
789687002,Scleral depression
10807008,Scleral reinforcement with graft
419866008,Scleral spacing procedure
231767004,Scleral thinning procedure
17606004,Sclerectomy
72710001,Scleroplasty
203644001,Sclerostomy
447099007,Scraping of conjunctiva
259222004,Scraping of corneal epithelium
11912002,Scraping of trachoma follicles
314233004,Second stage Dacron mesh keratoprosthesis
172429005,Section of cornea
231727000,Sector iridectomy
397574004,Sector retinal photocoagulation
398952004,Sectoral photocoagulation
392028003,Selective laser trabeculoplasty
75985002,Serial tonometry-tonography with evaluation
6889000,Shortening of sclera by scleral buckling
47470009,Shortening of sclera for repair of retinal detachment
397112000,Simple excision of pterygium
265295001,Simple linear extraction of lens
410455004,Slit lamp fundus examination
386608003,Sphincterotomy of iris
172499002,Stretching of iris
165012008,Subconjunct. allergy challenge
231773003,Subretinal membranectomy
82382005,Subtotal removal of vitreous by anterior approach with mechanical vitrectomy
172405003,Superficial keratectomy
252839008,Supine provocative test
274337004,Surgical biopsy of cornea
274336008,Surgical biopsy of eye
231747008,Surgical capsulotomy of lens capsule
373359009,Surgical closure of eye structure
265289002,Surgical iridectomy
265294002,Surgical iridotomy
231725008,Surgical peripheral iridectomy
45102007,Surgical repair of posterior segment of eye
231704008,Surgical superficial keratectomy
231735002,Surgical trabeculoplasty
82643002,Suture of conjunctiva
62428002,Suture of cornea
346742000,Suture of cornea with conjunctival flap
66960000,Suture of corneal laceration
373358001,Suture of eye proper
75318004,Suture of laceration of sclera
22768003,Suture of retina for reattachment
172469006,Suture of sclera
241720001,Taping of eyelid
421022008,Tear film evaluation
880071007,Thermal pulsation treatment of meibomian gland
39195006,Thermokeratoplasty
38616001,Thermosclerectomy
236791000000109,Tomography evaluation of retina
252837005,Tonography
14881004,Tonography with provocative tests
63913004,Tonography with water provocation
164729009,Tonometry
108246006,Tonometry AND/OR tonography procedure
1286917009,Tonometry by palpation
35317000,Tonometry-tonography with evaluation
231734003,Trabeculoplasty
82736000,Trabeculotomy
44703001,Trabeculotomy ab externo
841021000000107,Trabeculotomy ab interno
412733003,Transcleral diode laser cycloablation
421239004,Transillumination of eye
428917000,Translocation of pigment epithelium of retina
425806003,Translocation of retina
438490000,Transluminal dilation of aqueous outflow canal
439751005,Transluminal dilation of aqueous outflow canal using stent
785831002,Transplant of cornea of left eye
785830001,Transplant of cornea of right eye
426926007,Transplantation of conjunctiva
24670001,Transplantation of conjunctiva for pterygium
75792002,Transplantation of vitreous
6005008,Transplantation of vitreous by anterior approach
84072001,Transposition of pterygium
415745004,Transverse keratotomy
231771001,Transvitreal membranectomy
172430000,Trephine of cornea
61732007,Trephine sclerectomy
40997008,Trephine sclerectomy with implant
425816006,Ultrasonic evaluation of retina
397521009,Ultrasound biomicroscopy
231736001,Ultrasound destruction of ciliary body
19731001,Ultrasound study of eye
75732000,Vitrectomy
74220006,"Vitrectomy, complex"
80632003,"Vitrectomy, complex, multiple procedures"
231756000,Vitreous base vitrectomy
231714004,Wedge excision of cornea
241037002,X-ray of eye for foreign body
404629006,YAG laser anterior capsulotomy
172532006,YAG laser capsulotomy of lens
371346008,YAG laser iridotomy
309556000,YAG laser posterior capsulotomy
418170009,Yag laser trabeculotomy
66542005,Zonulolysis with lens extraction
