,concept_code_y,concept_name_y,opcs
4898,H20.1,Fibreoptic endoscopic snare resection of lesion of colon,H201
4910,H20.2,Fibreoptic endoscopic cauterisation of lesion of colon,H202
4922,H20.3,Fibreoptic endoscopic laser destruction of lesion of colon,H203
4932,H21.1,Fibreoptic endoscopic dilation of colon,H211
4944,H21.2,Fibreoptic endoscopic coagulation of blood vessel of colon,H212
4958,H26.1,Endoscopic snare resection of lesion of sigmoid colon using rigid sigmoidoscope,H261
4971,H26.2,Endoscopic cauterisation of lesion of sigmoid colon using rigid sigmoidoscope,H262
4985,H26.3,Endoscopic laser destruction of lesion of sigmoid colon using rigid sigmoidoscope,H263
4998,H26.4,Endoscopic cryotherapy to lesion of sigmoid colon using rigid sigmoidoscope,H264
5009,H27.1,Endoscopic dilation of sigmoid colon using rigid sigmoidoscope,H271
5022,H30.5,Irrigation of colon,H305
5036,H33.2,Proctectomy and anastomosis of colon to anus,H332
5045,H33.3,Anterior resection of rectum and anastomosis of colon to rectum using staples,H333
5056,H34.1,Open excision of lesion of rectum,H341
5066,H34.2,Open cauterisation of lesion of rectum,H342
5075,H34.3,Open cryotherapy to lesion of rectum,H343
5086,H34.4,Open laser destruction of lesion of rectum,H344
5096,H40.1,Trans-sphincteric excision of mucosa of rectum,H401
5106,H40.3,Trans-sphincteric destruction of lesion of rectum,H403
5117,H40.4,Trans-sphincteric anastomosis of colon to anus,H404
5144,H42.6,Perineal repair of prolapse of rectum NEC,H426
5145,H42.8,Other specified perineal operations for prolapse of rectum,H428
5146,H42.9,Unspecified perineal operations for prolapse of rectum,H429
5159,H42.2,Perineal plication of levator ani muscles and anal sphincters,H422
5179,H42.3,Insertion of supralevator sling,H423
5189,H44.4,Examination of rectum under anaesthetic,H444
5198,H44.5,Massage of rectum,H445
5218,H46.1,Radiological reduction of intussusception of rectum using barium enema,H461
5233,H46.2,Hydrostatic reduction of intussusception of rectum,H462
5314,H50.4,Reanastomosis of rectum to anal canal for correction of congenital atresia of rectum,H504
5323,H16.2,Caecotomy,H162
5571,G73.4,Resection of ileocolic anastomosis,G734
6067,X65.8,Other specified radiotherapy delivery,X658
6068,X65.9,Unspecified radiotherapy delivery,X659
6077,X65,Radiotherapy delivery,X65
6140,H29.3,Subtotal excision of colon and creation of colonic pouch and anastomosis of colon to rectum,H293
6200,X73.8,Other specified delivery of oral chemotherapy for neoplasm,X738
6201,X73.9,Unspecified delivery of oral chemotherapy for neoplasm,X739
6206,X73,Delivery of oral chemotherapy for neoplasm,X73
6269,H20.4,Fibreoptic endoscopic destruction of lesion of colon NEC,H204
6365,H35.1,Anterior fixation of rectum NEC,H351
6378,H35.3,Posterior fixation of rectum NEC,H353
6420,M62.4,Repair of rectoprostatic fistula,M624
6426,X72.8,Other specified delivery of chemotherapy for neoplasm,X728
6427,X72.9,Unspecified delivery of chemotherapy for neoplasm,X729
6436,X72,Delivery of chemotherapy for neoplasm,X72
6511,G71.5,Bypass of ileum by anastomosis of ileum to colon NEC,G715
6512,G72.3,Anastomosis of ileum to colon NEC,G723
6525,X65.1,Delivery of a fraction of total body irradiation,X651
6535,X65.2,Delivery of a fraction of intracavitary radiotherapy,X652
6545,Y91.3,Superficial or orthovoltage treatment for radiotherapy,Y913
6565,X65.3,Delivery of a fraction of interstitial radiotherapy,X653
6598,X73.1,Delivery of exclusively oral chemotherapy for neoplasm,X731
6609,X72.1,Delivery of complex chemotherapy for neoplasm including prolonged infusional treatment at first attendance,X721
6620,X72.2,Delivery of complex parenteral chemotherapy for neoplasm at first attendance,X722
6631,X72.3,Delivery of simple parenteral chemotherapy for neoplasm at first attendance,X723
6642,X72.4,Delivery of subsequent element of cycle of chemotherapy for neoplasm,X724
6704,H11.1,Colectomy and end to end anastomosis of colon to colon NEC,H111
6705,H11.3,Colectomy and anastomosis NEC,H113
6706,H11.4,Colectomy and ileostomy NEC,H114
6707,H11.5,Colectomy and exteriorisation of bowel NEC,H115
6708,H11.8,Other specified other excision of colon,H118
6709,H11.9,Unspecified other excision of colon,H119
6712,H11,Other excision of colon,H11
6957,H05.8,Other specified total excision of colon,H058
6958,H05.9,Unspecified total excision of colon,H059
6961,H05,Total excision of colon,H05
7023,G61.3,Bypass of jejunum by anastomosis of jejunum to colon,G613
7038,H20.8,Other specified endoscopic extirpation of lesion of colon,H208
7039,H20.9,Unspecified endoscopic extirpation of lesion of colon,H209
7040,H20,Endoscopic extirpation of lesion of colon,H20
7049,H37,Other endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H37
7050,H37.8,Other specified other endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H378
7051,H37.9,Unspecified other endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H379
7068,H26.5,Endoscopic destruction of lesion of sigmoid colon using rigid sigmoidoscope NEC,H265
7069,H26.7,Endoscopic resection of lesion of sigmoid colon using rigid sigmoidoscope NEC,H267
7070,H26.8,Other specified endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H268
7071,H26.9,Unspecified endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H269
7072,H26,Endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H26
7129,H33.1,Abdominoperineal excision of rectum and end colostomy,H331
7150,H34.8,Other specified open extirpation of lesion of rectum,H348
7151,H34.9,Unspecified open extirpation of lesion of rectum,H349
7152,H34,Open extirpation of lesion of rectum,H34
7161,H35.2,Posterior fixation of rectum using prosthetic material,H352
7172,H35.4,Fixation of rectum using fascia lata,H354
7205,H40.2,Trans-sphincteric excision of lesion of rectum,H402
7206,H41.2,Peranal excision of lesion of rectum,H412
7221,H41.3,Peranal destruction of lesion of rectum,H413
7239,X35.2,Intravenous chemotherapy,X352
7253,X37.3,Intramuscular chemotherapy,X373
7265,X38.4,Subcutaneous chemotherapy,X384
7336,H08.8,Other specified excision of transverse colon,H088
7337,H08.9,Unspecified excision of transverse colon,H089
7340,H08,Excision of transverse colon,H08
7644,H18.8,Other specified open endoscopic operations on colon,H188
7645,H18.9,Unspecified open endoscopic operations on colon,H189
7646,H18,Open endoscopic operations on colon,H18
7806,H41.4,Peranal mucosal proctectomy and endoanal anastomosis,H414
7900,X65.5,Oral delivery of radiotherapy for thyroid ablation,X655
8033,H42,Perineal operations for prolapse of rectum,H42
8127,H04.2,Panproctocolectomy and anastomosis of ileum to anus and creation of pouch HFQ,H042
8343,H06.4,Extended right hemicolectomy and ileostomy HFQ,H064
8430,G02.5,Total oesophagectomy and interposition of colon NEC,G025
8431,G03.6,Partial oesophagectomy and interposition of colon NEC,G036
8647,H08.4,Transverse colectomy and ileostomy HFQ,H084
8659,H08.5,Transverse colectomy and exteriorisation of bowel NEC,H085
8669,H10.4,Sigmoid colectomy and ileostomy HFQ,H104
8727,H09.5,Left hemicolectomy and exteriorisation of bowel NEC,H095
8797,H05.3,Total colectomy and ileostomy NEC,H053
8814,H05.2,Total colectomy and ileostomy and creation of rectal fistula HFQ,H052
8881,H04.1,Panproctocolectomy and ileostomy,H041
8882,H04.3,Panproctocolectomy and anastomosis of ileum to anus NEC,H043
9126,H08.3,Transverse colectomy and anastomosis NEC,H083
9143,H09.3,Left hemicolectomy and anastomosis NEC,H093
9161,H09.4,Left hemicolectomy and ileostomy HFQ,H094
9175,H10.3,Sigmoid colectomy and anastomosis NEC,H103
9204,H33.4,Anterior resection of rectum and anastomosis NEC,H334
9265,H15.4,Closure of colostomy,H154
9930,Y91,External beam radiotherapy,Y91
10083,H07.3,Right hemicolectomy and anastomosis NEC,H073
10084,H07.8,Other specified other excision of right hemicolon,H078
10085,H07.9,Unspecified other excision of right hemicolon,H079
10089,H07,Other excision of right hemicolon,H07
10237,H05.1,Total colectomy and anastomosis of ileum to rectum,H051
10585,Y91.4,Megavoltage treatment for adaptive radiotherapy,Y914
10596,Y91.2,Megavoltage treatment for simple radiotherapy,Y912
10607,Y91.1,Megavoltage treatment for complex radiotherapy,Y911
10618,Y92.1,Technical support for preparation for radiotherapy,Y921
10629,Y92.8,Other specified support for preparation for radiotherapy,Y928
10630,Y92.9,Unspecified support for preparation for radiotherapy,Y929
10634,Y92,Support for preparation for radiotherapy,Y92
10701,X65.6,Delivery of a fraction of intraluminal brachytherapy,X656
10756,H12.1,Excision of diverticulum of colon,H121
10768,H42.5,Excision of mucosal prolapse of rectum NEC,H425
11391,H14.8,Other specified exteriorisation of caecum,H148
11392,H14.9,Unspecified exteriorisation of caecum,H149
11393,H14,Exteriorisation of caecum,H14
11419,H30.1,Radiological reduction of intussusception of colon using barium enema,H301
11455,H15.8,Other specified other exteriorisation of colon,H158
11456,H15.9,Unspecified other exteriorisation of colon,H159
11457,H32.8,Other specified exteriorisation of colon,H328
11458,H32.9,Unspecified exteriorisation of colon,H329
11459,H15,Other exteriorisation of colon,H15
11460,H32,Exteriorisation of colon,H32
11556,J48.7,Percutaneous brachytherapy of lesion of bile duct,J487
11557,X65.7,Delivery of radionuclide therapy NEC,X657
11558,Y89.8,Other specified brachytherapy,Y898
11559,Y89.9,Unspecified brachytherapy,Y899
11560,Y90.2,Radiotherapy NEC,Y902
11892,U17.5,Computed tomography of colon,U175
11921,M70.6,Radioactive seed implantation into prostate,M706
11937,H20.5,Fibreoptic endoscopic submucosal resection of lesion of colon,H205
11954,C82.3,External beam radiotherapy to lesion of retina,C823
11970,H26.6,Endoscopic submucosal resection of lesion of sigmoid colon using rigid sigmoidoscope,H266
12018,H29.1,Subtotal excision of colon and rectum and creation of colonic pouch and anastomosis of colon to anus,H291
12128,C82.4,Plaque radiotherapy to lesion of retina,C824
12158,A10.7,Stereotactic radiosurgery on tissue of brain,A107
12245,H29.8,Other specified subtotal excision of colon,H298
12246,H29.9,Unspecified subtotal excision of colon,H299
12249,H29,Subtotal excision of colon,H29
12261,H41.5,Peranal resection of rectum using staples,H415
12667,H44.2,Manual reduction of prolapse of rectum,H442
12680,R32.5,Repair of obstetric laceration of perineum and sphincter and mucosa of anus,R325
12804,H33.7,Perineal resection of rectum HFQ,H337
12872,H24.8,Other specified other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope,H248
12873,H24.9,Unspecified other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope,H249
12874,H25.8,Other specified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,H258
12875,H25.9,Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,H259
12876,H25,Diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,H25
12877,H27,Other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope,H27
13168,H07.4,Right hemicolectomy and ileostomy HFQ,H074
13214,H11.2,Colectomy and side to side anastomosis of ileum to colon NEC,H112
13537,H29.4,Subtotal excision of colon and creation of colonic pouch NEC,H294
13551,H29.2,Subtotal excision of colon and rectum and creation of colonic pouch NEC,H292
13775,H14.4,Appendicocaecostomy,H144
13936,H34.5,Open destruction of lesion of rectum NEC,H345
13997,M37.2,Repair of vesicocolic fistula,M372
14141,H14.3,Closure of caecostomy,H143
14223,H19.2,Fixation of colon,H192
14328,P25.3,Repair of rectovaginal fistula,P253
15364,H44.8,Other specified manipulation of rectum,H448
15365,H44.9,Unspecified manipulation of rectum,H449
15366,H44,Manipulation of rectum,H44
15377,H36.8,Other specified other abdominal operations for prolapse of rectum,H368
15378,H36.9,Unspecified other abdominal operations for prolapse of rectum,H369
15575,H20.7,Fibreoptic endoscopic mucosal resection of lesion of colon,H207
15859,H70.2,Diagnostic endoscopic examination of colonic pouch using rigid sigmoidoscope NEC,H702
16030,G72.4,Anastomosis of ileum to rectum,G724
16075,H09.8,Other specified excision of left hemicolon,H098
16076,H09.9,Unspecified excision of left hemicolon,H099
16079,H09,Excision of left hemicolon,H09
16517,Y12.3,Electrochemotherapy to lesion of organ NOC,Y123
16566,H10.5,Sigmoid colectomy and exteriorisation of bowel NEC,H105
16567,H10.8,Other specified excision of sigmoid colon,H108
16568,H10.9,Unspecified excision of sigmoid colon,H109
16572,H10,Excision of sigmoid colon,H10
16768,H12.2,Excision of lesion of colon NEC,H122
16851,H33.8,Other specified excision of rectum,H338
16852,H33.9,Unspecified excision of rectum,H339
16855,H33,Excision of rectum,H33
16957,H06.1,Extended right hemicolectomy and end to end anastomosis,H061
16958,H06.5,Extended right hemicolectomy and end to side anastomosis,H065
16972,H07.5,Right hemicolectomy and end to side anastomosis,H075
16985,H08.6,Transverse colectomy and end to side anastomosis,H086
17013,H09.6,Left hemicolectomy and end to side anastomosis,H096
17026,H10.6,Sigmoid colectomy and end to side anastomosis,H106
17041,H11.6,Colectomy and end to side anastomosis NEC,H116
17065,Y91.5,Megavoltage treatment for hypofractionated stereotactic radiotherapy,Y915
17097,H33.6,Anterior resection of rectum and exteriorisation of bowel,H336
17117,H32.1,Resiting of colostomy,H321
17196,H16.3,Colotomy,H163
17197,H16.8,Other specified incision of colon,H168
17198,H16.9,Unspecified incision of colon,H169
17199,H16,Incision of colon,H16
