,concept_code_y,concept_name_y,opcs
13037,A12.5,Creation of subcutaneous cerebrospinal fluid reservoir,A125
13061,A20.2,Ventriculography of brain,A202
13071,A25.1,Intracranial transection of optic nerve (ii),A251
13082,A29.1,Excision of lesion of optic nerve (ii),A291
13095,A30.1,Repair of optic nerve (ii),A301
13107,A31.1,Intracranial stereotactic neurolysis of optic nerve (ii),A311
13119,A32.1,Decompression of optic nerve (ii),A321
13129,A34.1,Exploration of optic nerve (ii),A341
13156,A38.8,Other specified extirpation of lesion of meninges of brain,A388
13157,A38.9,Unspecified extirpation of lesion of meninges of brain,A389
13158,A43.8,Other specified other extirpation of lesion of meninges of brain,A438
13159,A43.9,Unspecified other extirpation of lesion of meninges of brain,A439
13160,A38,Extirpation of lesion of meninges of brain,A38
13175,A38.1,Extirpation of lesion of meninges of cortex of brain,A381
13185,A38.2,Extirpation of lesion of meninges of sphenoidal ridge of cranium,A382
13194,A38.3,Extirpation of lesion of meninges of subfrontal region of brain,A383
13203,A38.4,Extirpation of lesion of meninges of parasagittal region of brain,A384
13213,A38.5,Extirpation of lesion of falx cerebri,A385
13222,A38.6,Extirpation of lesion of tentorium cerebelli,A386
13231,A39.2,Repair of dura of anterior fossa of cranium,A392
13239,A39.3,Repair of dura of middle fossa of cranium,A393
13247,A39.4,Repair of dura of posterior fossa of cranium,A394
13255,A39.5,Repair of dura of vault of cranium,A395
13285,A42.1,Creation of anastomosis of dura,A421
13303,A44.8,Other specified partial extirpation of spinal cord,A448
13304,A44.9,Unspecified partial extirpation of spinal cord,A449
13305,A44,Partial extirpation of spinal cord,A44
13314,A44.1,Chordectomy of spinal cord,A441
13327,A45.4,Open biopsy of lesion of spinal cord,A454
13338,A51.1,Extirpation of lesion of meninges of spinal cord,A511
13349,A53.1,Cerebrospinal syringostomy,A531
13360,A55.3,Spinal manometry,A553
13370,A47.2,Radiofrequency controlled thermal destruction of spinothalamic tract,A472
13389,C46.1,Refractive keratoplasty,C461
13398,B01.1,Transethmoidal hypophysectomy,B011
13407,B01.3,Trans-septal hypophysectomy,B013
13423,B01.4,Transcranial hypophysectomy,B014
13440,B01.2,Trans-sphenoidal hypophysectomy,B012
13453,B02.1,Cryotherapy to pituitary gland,B021
13469,B04.1,Excision of lesion of pituitary gland,B041
13478,B04.2,Biopsy of lesion of pituitary gland,B042
13490,B04.3,Decompression of pituitary gland,B043
13501,B04.4,Exploration of pituitary gland,B044
13522,B06.1,Excision of pineal gland,B061
13532,B18.1,Trans-sternal thymectomy,B181
13543,B18.2,Transcervical thymectomy,B182
13553,B20.1,Biopsy of lesion of thymus gland,B201
13566,B20.2,Exploration of thymus gland,B202
13576,B23.1,Excision of lesion of aberrant adrenal tissue,B231
13589,B23.2,Exploration of aberrant adrenal tissue,B232
13614,B25.2,Biopsy of lesion of adrenal gland NEC,B252
13624,B25.3,Embolisation of adrenal gland,B253
13674,C01.2,Enucleation of eye,C012
13711,C02.2,Destruction of lesion of orbit,C022
13712,C02.8,Other specified extirpation of lesion of orbit,C028
13713,C02.9,Unspecified extirpation of lesion of orbit,C029
13743,C04.1,Revision of prosthetic replacement for orbit,C041
13753,C04.2,Revision of prosthetic replacement for eyeball,C042
13853,C06.1,Biopsy of lesion of orbit,C061
13862,C08.1,Transposition of ligament of orbit,C081
13881,C10.2,Hair bearing flap to eyebrow,C102
13890,C10.5,Incision of lesion of eyebrow,C105
13903,C11.1,Excision of lesion of canthus,C111
13918,C11.2,Destruction of lesion of canthus,C112
13979,C12.8,Other specified extirpation of lesion of eyelid,C128
13980,C12.9,Unspecified extirpation of lesion of eyelid,C129
13981,C12,Extirpation of lesion of eyelid,C12
14002,C12.1,Excision of lesion of eyelid NEC,C121
14014,C12.2,Cauterisation of lesion of eyelid,C122
14026,C12.3,Cryotherapy to lesion of eyelid,C123
14038,C12.4,Curettage of lesion of eyelid,C124
14101,C15.8,Other specified correction of deformity of eyelid,C158
14102,C15.9,Unspecified correction of deformity of eyelid,C159
14103,C15,Correction of deformity of eyelid,C15
14112,C16.2,Lateral tarsorrhaphy,C162
14121,C16.3,Medial tarsorrhaphy,C163
14131,C16.5,Revision of tarsorrhaphy,C165
14150,C18.2,Correction of ptosis of eyelid using frontalis muscle technique,C182
14161,C18.6,Correction of ptosis of eyelid using aponeurosis technique,C186
14195,C19.8,Other specified incision of eyelid,C198
14196,C19.9,Unspecified incision of eyelid,C199
14197,C19,Incision of eyelid,C19
14216,C20.8,Other specified protective suture of eyelid,C208
14217,C20.9,Unspecified protective suture of eyelid,C209
14218,C20,Protective suture of eyelid,C20
14227,C20.1,Complete protective suture of eyelid,C201
14236,C20.2,Central protective suture of eyelid,C202
14245,C20.3,Lateral protective suture of eyelid,C203
14254,C20.4,Medial protective suture of eyelid,C204
14276,C22.2,Biopsy of lesion of eyelid,C222
14298,C24.2,Radiotherapy to lacrimal gland,C242
14309,C24.4,Biopsy of lesion of lacrimal gland,C244
14319,C25.5,Revision of anastomosis between lacrimal apparatus and nose,C255
14328,C26.3,Biopsy of lesion of lacrimal sac,C263
14338,C29.2,Enlargement of lacrimal punctum,C292
14350,C29.3,Occlusion of lacrimal punctum,C293
14375,C31.8,Other specified combined operations on muscles of eye,C318
14376,C31.9,Unspecified combined operations on muscles of eye,C319
14377,C31,Combined operations on muscles of eye,C31
14388,C32.3,Recession of superior rectus muscle of eye,C323
14399,C32.4,Recession of inferior rectus muscle of eye,C324
14408,C32.5,Recession of superior oblique muscle of eye,C325
14417,C32.6,Recession of inferior oblique muscle of eye,C326
14425,C32.7,Recession of combinations of muscles of eye,C327
14436,C33.3,Resection of superior rectus muscle of eye,C333
14447,C33.4,Resection of inferior rectus muscle of eye,C334
14457,C33.5,Resection of superior oblique muscle of eye,C335
14475,C33.7,Resection of combinations of muscles of eye,C337
14484,C34.1,Tenotomy of medial rectus muscle of eye,C341
14493,C34.2,Tenotomy of lateral rectus muscle of eye,C342
14502,C34.3,Tenotomy of superior rectus muscle of eye,C343
14511,C34.4,Tenotomy of inferior rectus muscle of eye,C344
14521,C34.5,Tenotomy of superior oblique muscle of eye,C345
14530,C34.6,Tenotomy of inferior oblique muscle of eye,C346
14539,C35.2,Lengthening of muscle of eye by muscle slide,C352
14550,C37.3,Biopsy of lesion of muscle of eye,C373
14560,C39.3,Cryotherapy to lesion of conjunctiva,C393
14572,C39.4,Curettage of lesion of conjunctiva,C394
14581,C39.5,Radiotherapy to lesion of conjunctiva,C395
14589,C40.1,Mucosal graft to conjunctiva,C401
14597,C40.2,Amniotic graft to conjunctiva,C402
14608,C43.2,Biopsy of lesion of conjunctiva,C432
14619,C43.5,Exploration of conjunctiva,C435
14631,C43.6,Creation of hood of conjunctiva,C436
14645,C45.1,Superficial keratectomy,C451
14662,C45.3,Cauterisation of lesion of cornea,C453
14674,C45.5,Radiotherapy to lesion of cornea,C455
14684,C45.7,Debridement of lesion of cornea,C457
14700,C44.8,Other specified other plastic operations on cornea,C448
14701,C44.9,Unspecified other plastic operations on cornea,C449
14702,C44,Other plastic operations on cornea,C44
14703,C46,Plastic operations on cornea,C46
14711,C49.1,Section of cornea,C491
14722,C49.2,Trephine of cornea,C492
14732,C51.1,Biopsy of lesion of cornea,C511
14741,C51.3,Exploration of cornea,C513
14751,C53.1,Punch resection of sclera,C531
14761,C53.3,Cauterisation of lesion of sclera,C533
14782,C54.2,Imbrication of sclera,C542
14817,C55.8,Other specified incision of sclera,C558
14818,C55.9,Unspecified incision of sclera,C559
14819,C60.2,Inclusion of iris,C602
14820,C55,Incision of sclera,C55
14830,C57.1,Biopsy of lesion of sclera,C571
14843,C57.4,Suture of sclera,C574
14853,C60.3,Fixation of iris,C603
14869,C61.1,Laser trabeculoplasty,C611
14889,C64.4,Biopsy of lesion of iris,C644
14901,C64.6,Stretching of iris,C646
14930,C66.5,Destruction of ciliary body NEC,C665
14931,C66.8,Other specified extirpation of ciliary body,C668
14932,C66.9,Unspecified extirpation of ciliary body,C669
14933,C66,Extirpation of ciliary body,C66
14942,C66.2,Cauterisation of ciliary body,C662
14951,C69.1,Reformation of anterior chamber of eye,C691
14976,C72.8,Other specified intracapsular extraction of lens,C728
14977,C72.9,Unspecified intracapsular extraction of lens,C729
14978,C72,Intracapsular extraction of lens,C72
14992,C72.1,Forceps extraction of lens,C721
15006,C72.3,Cryoextraction of lens,C723
15017,C73.2,Capsulotomy of anterior lens capsule,C732
15027,C73.3,Capsulotomy of posterior lens capsule,C733
15050,C74.3,Mechanical lensectomy,C743
15063,C75.2,Revision of prosthetic replacement for lens,C752
15073,C77.3,Biopsy of lesion of lens,C773
15094,C79.1,Vitrectomy using anterior approach,C791
15104,C82.2,Cryotherapy to lesion of retina,C822
15113,C84.1,Epiretinal dissection,C841
15128,C84.2,Excision of lesion of retina NEC,C842
15138,C84.3,Biopsy of lesion of retina,C843
15163,C86.5,Fluorescein angiography of eye,C865
15197,D02.8,Other specified extirpation of lesion of external ear,D028
15198,D02.9,Unspecified extirpation of lesion of external ear,D029
15199,D02,Extirpation of lesion of external ear,D02
15238,D03.4,Meatoplasty of external ear,D034
15247,D06.1,Biopsy of lesion of external ear,D061
15257,D06.2,Repair of lobe of external ear,D062
15275,D07.1,Irrigation of external auditory canal for removal of wax,D071
15285,D08.1,Extirpation of lesion of external auditory canal,D081
15295,D10.4,Simple mastoidectomy,D104
15314,D12.3,Biopsy of mastoid,D123
15424,D14.1,Tympanoplasty using graft,D141
15436,D14.3,Revision of tympanoplasty,D143
15447,D19.2,Destruction of lesion of middle ear,D192
15456,D20.1,Biopsy of lesion of middle ear,D201
15468,D15.2,Suction clearance of middle ear,D152
15487,D19.8,Other specified extirpation of lesion of middle ear,D198
15488,D19.9,Unspecified extirpation of lesion of middle ear,D199
15489,D19,Extirpation of lesion of middle ear,D19
15526,D22.1,Graft to eustachian canal,D221
15537,D24.4,Neurectomy of cochlea,D244
15556,D26.4,Neurectomy of vestibular apparatus,D264
15565,D28.2,Examination of ear under anaesthetic,D282
15590,E02.1,Total reconstruction of nose,E021
15608,E02.5,Reduction rhinoplasty,E025
15665,E09.1,Excision of lesion of external nose,E091
15680,E09.2,Destruction of lesion of external nose NEC,E092
15690,E09.3,Suture of external nose,E093
15708,E09.5,Biopsy of lesion of external nose,E095
15743,E03.3,Biopsy of lesion of septum of nose,E033
15775,E04.5,Biopsy of lesion of turbinate of nose,E045
15791,E05.1,Cauterisation of internal nose,E051
15811,E05.3,Embolisation of artery of internal nose,E053
15838,E08.1,Polypectomy of internal nose,E081
15895,E12.1,Ligation of maxillary artery using sublabial approach,E121
15904,E12.4,Transantral neurectomy of vidian nerve using sublabial approach,E124
15935,E13.4,Biopsy of lesion of maxillary antrum,E134
15987,E14.2,Intranasal ethmoidectomy,E142
16004,E14.3,External ethmoidectomy,E143
16022,E17.4,Lateral rhinotomy into nasal sinus NEC,E174
16128,E23.1,Open excision of lesion of pharynx,E231
16140,E24.1,Endoscopic extirpation of lesion of nasopharynx,E241
16196,E30.8,Other specified open extirpation of lesion of larynx,E308
16197,E30.9,Unspecified open extirpation of lesion of larynx,E309
16198,E30,Open extirpation of lesion of larynx,E30
16207,E30.1,Excision of lesion of larynx using thyrotomy as approach,E301
16217,E30.2,Excision of lesion of larynx using lateral pharyngotomy as approach,E302
16231,E30.3,Open destruction of lesion of larynx,E303
16243,E33.4,Open biopsy of lesion of larynx,E334
16278,E34.2,Microtherapeutic endoscopic resection of lesion of larynx NEC,E342
16279,E34.3,Microtherapeutic endoscopic destruction of lesion of larynx NEC,E343
16280,E34.8,Other specified microtherapeutic endoscopic operations on larynx,E348
16281,E34.9,Unspecified microtherapeutic endoscopic operations on larynx,E349
16282,E34,Microtherapeutic endoscopic operations on larynx,E34
16294,E34.1,Microtherapeutic endoscopic extirpation of lesion of larynx using laser,E341
16308,E35.2,Endoscopic resection of lesion of larynx,E352
16335,E35.3,Endoscopic destruction of lesion of larynx,E353
16354,E37.9,Unspecified diagnostic microendoscopic examination of larynx,E379
16355,E37,Diagnostic microendoscopic examination of larynx,E37
16368,E39.8,Other specified partial excision of trachea,E398
16369,E39.9,Unspecified partial excision of trachea,E399
16370,E39,Partial excision of trachea,E39
16382,E39.1,Open excision of lesion of trachea,E391
16401,E42.2,Cricothyroidostomy,E422
16417,E43.1,Open destruction of lesion of trachea,E431
16452,E43.3,Tracheopexy,E433
16466,E43.4,Open biopsy of lesion of trachea,E434
16488,E44.3,Open biopsy of lesion of carina,E443
16505,E46.8,Other specified partial extirpation of bronchus,E468
16506,E46.9,Unspecified partial extirpation of bronchus,E469
16507,E46,Partial extirpation of bronchus,E46
16535,E46.4,Open destruction of lesion of bronchus,E464
16577,E48.5,Fibreoptic endoscopic removal of foreign body from lower respiratory tract,E485
16585,E54.2,Bilobectomy of lung,E542
16626,E54.3,Lobectomy of lung,E543
16651,E54.4,Excision of segment of lung,E544
16671,E55.8,Other specified open extirpation of lesion of lung,E558
16672,E55.9,Unspecified open extirpation of lesion of lung,E559
16673,E55,Open extirpation of lesion of lung,E55
16685,E55.1,Open decortication of lesion of lung,E551
16696,E55.2,Open excision of lesion of lung,E552
16706,E55.3,Open cauterisation of lesion of lung,E553
16718,E57.2,Ligation of bulla of lung,E572
16728,E57.3,Deflation of bulla of lung,E573
16739,E59.1,Needle biopsy of lesion of lung,E591
16751,E59.2,Aspiration biopsy of lesion of lung,E592
16770,F01.8,Other specified partial excision of lip,F018
16771,F01.9,Unspecified partial excision of lip,F019
16772,F01,Partial excision of lip,F01
16780,F01.1,Excision of vermilion border of lip and advancement of mucosa of lip,F011
16800,F02.8,Other specified extirpation of lesion of lip,F028
16801,F02.9,Unspecified extirpation of lesion of lip,F029
16823,F03.2,Revision of primary closure of cleft lip,F032
16909,F05.1,Excision of excess mucosa from lip,F051
16920,F06.2,Biopsy of lesion of lip,F062
16932,F08.1,Allotransplantation of tooth,F081
16946,F08.2,Autotransplantation of tooth,F082
16967,F08.3,Replantation of tooth,F083
16977,F08.4,Repositioning of tooth,F084
16990,F09.1,Surgical removal of impacted wisdom tooth,F091
17007,F10.8,Other specified simple extraction of tooth,F108
17008,F10.9,Unspecified simple extraction of tooth,F109
17009,F10,Simple extraction of tooth,F10
17050,F13.3,Restoration of crown of tooth NEC,F133
17051,F13.4,Restoration of part of tooth using inlay NEC,F134
17052,F13.8,Other specified restoration of tooth,F138
17053,F13.9,Unspecified restoration of tooth,F139
17054,F13,Restoration of tooth,F13
17064,F13.1,Full restoration of crown of tooth,F131
17072,F13.2,Partial restoration of crown of tooth,F132
17089,F14.5,Surgical exposure of tooth,F145
17115,F16.2,Surgical arrest of postoperative bleeding from tooth socket,F162
17132,F18.8,Other specified excision of dental lesion of jaw,F188
17133,F18.9,Unspecified excision of dental lesion of jaw,F189
17135,F18,Excision of dental lesion of jaw,F18
17147,F18.1,Enucleation of dental cyst of jaw,F181
17159,F18.2,Marsupialisation of dental lesion of jaw,F182
17172,F20.2,Excision of lesion of gingiva,F202
17184,F20.3,Biopsy of lesion of gingiva,F203
17197,F20.4,Gingivoplasty,F204
17212,F20.5,Suture of gingiva,F205
17231,F23.8,Other specified extirpation of lesion of tongue,F238
17232,F23.9,Unspecified extirpation of lesion of tongue,F239
17233,F23,Extirpation of lesion of tongue,F23
17249,F23.1,Excision of lesion of tongue,F231
17278,F24.1,Biopsy of lesion of tongue,F241
17286,F26.1,Commissurectomy of tongue,F261
17341,F28.8,Other specified extirpation of lesion of palate,F288
17342,F28.9,Unspecified extirpation of lesion of palate,F289
17343,F28,Extirpation of lesion of palate,F28
17359,F28.1,Excision of lesion of palate,F281
17374,F28.2,Destruction of lesion of palate,F282
17409,F29.2,Revision of repair of cleft palate,F292
17455,F30.2,Plastic repair of palate using flap of skin,F302
17470,F30.5,Plastic repair of palate using flap of mucosa,F305
17491,F32.1,Biopsy of lesion of palate,F321
17561,F34.4,Bilateral excision of tonsil NEC,F344
17562,F34.8,Other specified excision of tonsil,F348
17563,F34.9,Unspecified excision of tonsil,F349
17566,F34,Excision of tonsil,F34
17589,F36.2,Biopsy of lesion of tonsil,F362
17611,F38.3,Destruction of lesion of floor of mouth,F383
17704,F45.2,Excision of lesion of submandibular gland,F452
17716,F45.3,Excision of lesion of sublingual gland,F453
17725,F46.1,Incision of parotid gland,F461
17734,F46.2,Incision of submandibular gland,F462
17744,F46.3,Incision of sublingual gland,F463
17755,F48.1,Biopsy of lesion of salivary gland,F481
17790,F50.2,Transposition of submandibular duct,F502
17800,F52.2,Ligation of submandibular duct,F522
17819,G04.8,Other specified open extirpation of lesion of oesophagus,G048
17820,G04.9,Unspecified open extirpation of lesion of oesophagus,G049
17821,G04,Open extirpation of lesion of oesophagus,G04
17833,G04.2,Open laser destruction of lesion of oesophagus,G042
17845,G05.1,Bypass of oesophagus by anastomosis of oesophagus to oesophagus,G051
17855,G06.1,Revision of interposition anastomosis of oesophagus,G061
17864,G06.0,Conversion from previous direct anastomosis of oesophagus,G060
17873,G07.4,Repair of rupture of oesophagus,G074
17883,G10.2,Transection of oesophagus using staple gun,G102
17893,G13.1,Open biopsy of lesion of oesophagus,G131
17896,G12,Other fibreoptic endoscopic extirpation of lesion of oesophagus,G12
17897,G12.8,Other specified other fibreoptic endoscopic extirpation of lesion of oesophagus,G128
17898,G12.9,Unspecified other fibreoptic endoscopic extirpation of lesion of oesophagus,G129
17899,G20,Therapeutic fibreoptic endoscopic operations on oesophagus,G20
17900,G20.8,Other specified therapeutic fibreoptic endoscopic operations on oesophagus,G208
17901,G20.9,Unspecified therapeutic fibreoptic endoscopic operations on oesophagus,G209
17916,G14.5,Fibreoptic endoscopic destruction of lesion of oesophagus NEC,G145
17917,G14.8,Other specified fibreoptic endoscopic extirpation of lesion of oesophagus,G148
17918,G14.9,Unspecified fibreoptic endoscopic extirpation of lesion of oesophagus,G149
17919,G14,Fibreoptic endoscopic extirpation of lesion of oesophagus,G14
17935,G14.4,Fibreoptic endoscopic injection sclerotherapy to varices of oesophagus,G144
17950,G15.1,Fibreoptic endoscopic removal of foreign body from oesophagus,G151
17976,G17.8,Other specified endoscopic extirpation of lesion of oesophagus using rigid oesophagoscope,G178
17977,G17.9,Unspecified endoscopic extirpation of lesion of oesophagus using rigid oesophagoscope,G179
17978,G17,Endoscopic extirpation of lesion of oesophagus using rigid oesophagoscope,G17
17994,G17.4,Endoscopic injection sclerotherapy to varices of oesophagus using rigid oesophagoscope,G174
18025,G18.1,Endoscopic removal of foreign body from oesophagus using rigid oesophagoscope,G181
18049,G23.3,Repair of oesophageal hiatus using abdominal approach,G233
18068,G25.1,Revision of fundoplication of stomach,G251
18076,G27.1,Total gastrectomy and excision of surrounding tissue,G271
18102,G29.8,Other specified open extirpation of lesion of stomach,G298
18103,G29.9,Unspecified open extirpation of lesion of stomach,G299
18104,G29,Open extirpation of lesion of stomach,G29
18114,G29.1,Open excision of polyp of stomach,G291
18125,G29.3,Open laser destruction of lesion of stomach,G293
18136,G29.5,Cryotherapy to lesion of stomach,G295
18156,G30.8,Other specified plastic operations on stomach,G308
18157,G30.9,Unspecified plastic operations on stomach,G309
18158,G30,Plastic operations on stomach,G30
18197,G38.1,Open biopsy of lesion of stomach,G381
18222,G40.1,Pyloromyotomy,G401
18223,G40.8,Other specified incision of pylorus,G408
18224,G40.9,Unspecified incision of pylorus,G409
18225,G40,Incision of pylorus,G40
18237,G40.2,Repair of congenital atresia of pylorus,G402
18259,G40.5,Closure of pyloroplasty,G405
18270,G40.6,Open dilation of pylorus,G406
18282,G41.1,Open biopsy of lesion of pylorus,G411
18293,G41.2,Repair of perforation of pylorus,G412
18312,G47.3,Irrigation of stomach,G473
18325,G35.1,Closure of perforated ulcer of stomach,G351
18338,G49.2,Total excision of duodenum,G492
18347,G49.3,Partial excision of duodenum,G493
