,concept_code_y,concept_name_y,icd
17027,23.4,Other dental restoration,23.4
17028,23.49,Other dental restoration,23.49
17075,24.6,Exposure of tooth,24.6
17120,24.4,Excision of dental lesion of jaw,24.4
17162,24.31,Excision of lesion or tissue of gum,24.31
17187,24.2,Gingivoplasty,24.2
17346,27.3,Excision of lesion or tissue of bony palate,27.3
17399,27.63,Revision of cleft palate repair,27.63
17513,28.2,Tonsillectomy without adenoidectomy,28.2
18205,43.3,Pyloromyotomy,43.3
18296,96.33,Gastric lavage,96.33
20410,48.72,Closure of proctostomy,48.72
20498,50.51,Auxiliary liver transplant,50.51
20548,50.21,Marsupialization of lesion of liver,50.21
20749,46.41,Revision of stoma of small intestine,46.41
20774,14.41,Scleral buckling with implant,14.41
20851,52.13,Endoscopic retrograde pancreatography [ERP],52.13
20962,52.51,Proximal pancreatectomy,52.51
21188,41.5,Total splenectomy,41.5
21805,35.00,"Closed heart valvotomy, unspecified valve",35.00
22477,88.55,Coronary arteriography using a single catheter,88.55
22637,55.61,Renal autotransplantation,55.61
22683,55.5,Complete nephrectomy,55.5
22865,87.75,Percutaneous pyelogram,87.75
22914,48.74,Rectorectostomy,48.74
23121,57.34,Open biopsy of bladder,57.34
23353,68.3,Subtotal abdominal hysterectomy,68.3
23354,68.39,Other and unspecified subtotal abdominal hysterectomy,68.39
23385,69.5,Aspiration curettage of uterus,69.5
23386,69.52,Aspiration curettage following delivery or abortion,69.52
23387,69.59,Other aspiration curettage of uterus,69.59
23388,69.6,Menstrual extraction or regulation,69.6
23779,94.24,Chemical shock therapy,94.24
23794,25.01,Closed [needle] biopsy of tongue,25.01
23841,75.93,Surgical correction of inverted uterus,75.93
23944,18.5,Surgical correction of prominent ear,18.5
24025,34.51,Decortication of lung,34.51
24026,34.52,Thoracoscopic decortication of lung,34.52
24840,76.93,Closed reduction of temporomandibular dislocation,76.93
24928,09.7,Repair of canaliculus and punctum,09.7
24971,50.5,Liver transplant,50.5
24972,50.59,Other transplant of liver,50.59
25105,46.74,"Closure of fistula of small intestine, except duodenum",46.74
25217,20.21,Incision of mastoid,20.21
25237,42.39,Other destruction of lesion or tissue of esophagus,42.39
25292,96.31,Gastric cooling,96.31
25357,74.91,Hysterotomy to terminate pregnancy,74.91
25435,96.47,Irrigation of cystostomy,96.47
25457,21.1,Incision of nose,21.1
25531,72.0,Low forceps operation,72.0
25572,46.7,Other repair of intestine,46.7
25573,46.79,Other repair of intestine,46.79
25607,36.91,Repair of aneurysm of coronary vessel,36.91
25820,33.92,Ligation of bronchus,33.92
25911,13.64,Discission of secondary membrane [after cataract],13.64
25964,51.81,Dilation of sphincter of Oddi,51.81
26006,12.43,"Destruction of lesion of ciliary body, nonexcisional",12.43
26028,27.71,Incision of uvula,27.71
26106,42.92,Dilation of esophagus,42.92
26211,08.71,"Reconstruction of eyelid involving lid margin, partial-thickness",08.71
26219,08.11,Biopsy of eyelid,08.11
26321,37.25,Biopsy of heart,37.25
26405,95.13,Ultrasound study of eye,95.13
26437,09.11,Biopsy of lacrimal gland,09.11
26554,76.7,Reduction of facial fracture,76.7
26555,76.70,"Reduction of facial fracture, not otherwise specified",76.70
26556,76.71,Closed reduction of malar and zygomatic fracture,76.71
26557,76.72,Open reduction of malar and zygomatic fracture,76.72
26558,76.78,Other closed reduction of facial fracture,76.78
26559,76.79,Other open reduction of facial fracture,76.79
26594,95.11,Fundus photography,95.11
26846,07.52,Incision of pineal gland,07.52
26985,46.6,Fixation of intestine,46.6
26986,46.60,"Fixation of intestine, not otherwise specified",46.60
26987,46.62,Other fixation of small intestine,46.62
26988,46.64,Other fixation of large intestine,46.64
27020,09.12,Biopsy of lacrimal sac,09.12
27167,03.2,Chordotomy,03.2
27168,03.29,Other chordotomy,03.29
27202,15.21,Lengthening procedure on one extraocular muscle,15.21
27265,15.22,Shortening procedure on one extraocular muscle,15.22
27311,89.32,Esophageal manometry,89.32
27634,87.65,Other x-ray of intestine,87.65
27678,16.64,Other revision of enucleation socket,16.64
27726,01.15,Biopsy of skull,01.15
27821,35.61,Repair of atrial septal defect with tissue graft,35.61
27885,57.92,Dilation of bladder neck,57.92
27936,28.4,Excision of tonsil tag,28.4
27949,48.73,Closure of other rectal fistula,48.73
27990,34.82,Suture of laceration of diaphragm,34.82
28028,19.0,Stapes mobilization,19.0
28085,10.0,Removal of embedded foreign body from conjunctiva by incision,10.0
28140,08.7,Other reconstruction of eyelid,08.7
28141,08.70,"Reconstruction of eyelid, not otherwise specified",08.70
28142,08.72,"Other reconstruction of eyelid, partial-thickness",08.72
28143,08.74,"Other reconstruction of eyelid, full-thickness",08.74
28662,31.64,Repair of laryngeal fracture,31.64
28818,87.12,Other dental x-ray,87.12
28847,08.5,Other adjustment of lid position,08.5
28848,08.59,Other adjustment of lid position,08.59
28985,35.70,Other and unspecified repair of unspecified septal defect of heart,35.70
29058,42.8,Other repair of esophagus,42.8
29059,42.89,Other repair of esophagus,42.89
29272,16.66,Other revision of exenteration cavity,16.66
29317,01.13,Closed [percutaneous] [needle] biopsy of brain,01.13
29742,00.62,Percutaneous angioplasty of intracranial vessel(s),00.62
30181,48.31,Radical electrocoagulation of rectal lesion or tissue,48.31
30182,48.32,Other electrocoagulation of rectal lesion or tissue,48.32
30567,08.20,"Removal of lesion of eyelid, not otherwise specified",08.20
30766,09.23,Total dacryoadenectomy,09.23
31310,12.39,Other iridoplasty,12.39
31739,18.21,Excision of preauricular sinus,18.21
32046,21.87,Other rhinoplasty,21.87
32412,29.32,Pharyngeal diverticulectomy,29.32
32841,96.55,Tracheostomy toilette,96.55
33137,33.28,Open biopsy of lung,33.28
33388,33.51,Unilateral lung transplantation,33.51
33504,96.56,Other lavage of bronchus and trachea,96.56
35573,35.34,Infundibulectomy,35.34
36192,38.31,"Resection of vessel with anastomosis, intracranial vessels",38.31
36240,68.11,Digital examination of uterus,68.11
36241,68.12,Hysteroscopy,68.12
36372,41.42,Excision of lesion or tissue of spleen,41.42
36465,27.54,Repair of cleft lip,27.54
37255,46.81,Intra-abdominal manipulation of small intestine,46.81
37316,25.4,Radical glossectomy,25.4
37330,27.62,Correction of cleft palate,27.62
37805,45.13,Other endoscopy of small intestine,45.13
38014,42.7,Esophagomyotomy,42.7
39004,48.65,Duhamel resection of rectum,48.65
39095,45.9,Intestinal anastomosis,45.9
39096,45.90,"Intestinal anastomosis, not otherwise specified",45.90
39097,45.93,Other small-to-large intestinal anastomosis,45.93
39524,51.85,Endoscopic sphincterotomy and papillotomy,51.85
40106,27.92,"Incision of mouth, unspecified structure",27.92
40130,07.62,"Partial excision of pituitary gland, transsphenoidal approach",07.62
40219,68.9,Other and unspecified hysterectomy,68.9
40586,07.81,Other partial excision of thymus,07.81
40587,07.83,Thoracoscopic partial excision of thymus,07.83
40778,94.27,Other electroshock therapy,94.27
40861,08.83,"Other repair of laceration of eyelid, partial-thickness",08.83
40947,25.92,Lingual frenectomy,25.92
41369,34.5,Pleurectomy,34.5
41371,34.59,Other excision of pleura,34.59
41476,08.85,"Other repair of laceration of eyelid, full-thickness",08.85
43809,56.5,Cutaneous uretero-ileostomy,56.5
43810,56.51,Formation of cutaneous uretero-ileostomy,56.51
43822,35.96,Percutaneous balloon valvuloplasty,35.96
43878,09.52,Incision of lacrimal canaliculi,09.52
43913,06.4,Complete thyroidectomy,06.4
43957,76.42,Other total mandibulectomy,76.42
43993,31.61,Suture of laceration of larynx,31.61
44131,76.75,Closed reduction of mandibular fracture,76.75
44230,21.71,Closed reduction of nasal fracture,21.71
44316,20.62,Revision of fenestration of inner ear,20.62
44418,08.02,Severing of blepharorrhaphy,08.02
44429,35.28,Open and other replacement of tricuspid valve,35.28
45789,12.22,Biopsy of iris,12.22
45818,24.5,Alveoloplasty,24.5
45872,01.24,Other craniotomy,01.24
45950,55.91,Decapsulation of kidney,55.91
46010,57.88,Other anastomosis of bladder,57.88
46107,21.21,Rhinoscopy,21.21
46231,11.21,Scraping of cornea for smear or culture,11.21
46838,23.01,Extraction of deciduous tooth,23.01
46963,35.22,Open and other replacement of aortic valve,35.22
46988,35.06,Transapical replacement of aortic valve,35.06
47051,45.8,Total intra-abdominal colectomy,45.8
47052,45.81,Laparoscopic total intra-abdominal colectomy,45.81
47053,45.82,Open total intra-abdominal colectomy,45.82
47054,45.83,Other and unspecified total intra-abdominal colectomy,45.83
47101,87.81,X-ray of gravid uterus,87.81
47126,43.9,Total gastrectomy,43.9
47127,43.99,Other total gastrectomy,43.99
47285,68.5,Vaginal hysterectomy,68.5
47286,68.59,Other and unspecified vaginal hysterectomy,68.59
47351,68.23,Endometrial ablation,68.23
47608,18.6,Reconstruction of external auditory canal,18.6
48149,48.5,Abdominoperineal resection of rectum,48.5
48150,48.50,"Abdominoperineal resection of the rectum, not otherwise specified",48.50
48151,48.51,Laparoscopic abdominoperineal resection of the rectum,48.51
48152,48.52,Open abdominoperineal resection of the rectum,48.52
48153,48.59,Other abdominoperineal resection of the rectum,48.59
48582,67.51,Transabdominal cerclage of cervix,67.51
48774,44.62,Closure of gastrostomy,44.62
48803,76.68,Augmentation genioplasty,76.68
48821,09.42,Probing of lacrimal canaliculi,09.42
48907,14.49,Other scleral buckling,14.49
49027,87.15,Contrast radiogram of sinus,87.15
49174,45.74,Open and other resection of transverse colon,45.74
49241,17.3,Laparoscopic partial excision of large intestine,17.3
49242,17.39,Other laparoscopic partial excision of large intestine,17.39
49243,45.79,Other and unspecified partial excision of large intestine,45.79
49974,51.91,Repair of laceration of gallbladder,51.91
49984,27.42,Wide excision of lesion of lip,27.42
50093,01.0,Cranial puncture,01.0
50094,01.02,Ventriculopuncture through previously implanted catheter,01.02
50095,01.09,Other cranial puncture,01.09
50361,48.36,[Endoscopic] polypectomy of rectum,48.36
50472,48.24,Closed [endoscopic] biopsy of rectum,48.24
50512,55.23,Closed [percutaneous] [needle] biopsy of kidney,55.23
50847,07.11,Closed [percutaneous] [needle] biopsy of adrenal gland,07.11
51052,21.2,Diagnostic procedures on nose,21.2
51053,21.29,Other diagnostic procedures on nose,21.29
51198,69.2,Repair of uterine supporting structures,69.2
51199,69.22,Other uterine suspension,69.22
51200,69.29,Other repair of uterus and supporting structures,69.29
51751,55.22,Pyeloscopy,55.22
51832,27.6,Palatoplasty,27.6
51833,27.64,Insertion of palatal implant,27.64
51834,27.69,Other plastic repair of palate,27.69
51858,48.7,Repair of rectum,48.7
51861,48.79,Other repair of rectum,48.79
51927,31.62,Closure of fistula of larynx,31.62
52176,03.31,Spinal tap,03.31
52204,89.19,Video and radio-telemetered electroencephalographic monitoring,89.19
52661,99.62,Other electric countershock of heart,99.62
52703,96.37,Proctoclysis,96.37
53086,20.01,Myringotomy with insertion of tube,20.01
53150,07.54,Total excision of pineal gland,07.54
53257,87.72,Other nephrotomogram,87.72
53395,07.94,Transplantation of thymus,07.94
53529,33.91,Bronchial dilation,33.91
53700,41.1,Puncture of spleen,41.1
54007,32.0,Local excision or destruction of lesion or tissue of bronchus,32.0
54009,32.2,Local excision or destruction of lesion or tissue of lung,32.2
54018,32,Excision of lung and bronchus,32
54053,30.4,Radical laryngectomy,30.4
54181,33.26,Closed [percutaneous] [needle] biopsy of lung,33.26
54327,50.11,Closed (percutaneous) [needle] biopsy of liver,50.11
54480,33.21,Bronchoscopy through artificial stoma,33.21
54507,31.41,Tracheoscopy through artificial stoma,31.41
54787,57.87,Reconstruction of urinary bladder,57.87
55016,44.5,Revision of gastric anastomosis,44.5
55198,52.5,Partial pancreatectomy,52.5
55199,52.59,Other partial pancreatectomy,52.59
55457,55.86,Anastomosis of kidney,55.86
55572,22.3,External maxillary antrotomy,22.3
55573,22.39,Other external maxillary antrotomy,22.39
55599,45.42,Endoscopic polypectomy of large intestine,45.42
55683,01.21,Incision and drainage of cranial sinus,01.21
55722,11.5,Repair of cornea,11.5
55723,11.59,Other repair of cornea,11.59
55832,89.52,Electrocardiogram,89.52
56167,31.73,Closure of other fistula of trachea,31.73
56183,11.7,Other reconstructive and refractive surgery on cornea,11.7
56184,11.79,Other reconstructive and refractive surgery on cornea,11.79
56268,16.63,Revision of enucleation socket with graft,16.63
56286,88.91,Magnetic resonance imaging of brain and brain stem,88.91
56327,48.21,Transabdominal proctosigmoidoscopy,48.21
56336,67.62,Repair of fistula of cervix,67.62
56365,08.23,"Excision of major lesion of eyelid, partial-thickness",08.23
56413,16.31,Removal of ocular contents with synchronous implant into scleral shell,16.31
56458,27.43,Other excision of lesion or tissue of lip,27.43
56714,66.4,Total unilateral salpingectomy,66.4
56815,44.21,Dilation of pylorus by incision,44.21
56898,35.52,"Repair of atrial septal defect with prosthesis, closed technique",35.52
57072,42.84,"Repair of esophageal fistula, not elsewhere classified",42.84
57095,29.33,Pharyngectomy (partial),29.33
57114,01.11,Closed [percutaneous] [needle] biopsy of cerebral meninges,01.11
57115,01.12,Open biopsy of cerebral meninges,01.12
57372,34.27,Biopsy of diaphragm,34.27
57403,21.7,Reduction of nasal fracture,21.7
57697,10.21,Biopsy of conjunctiva,10.21
57768,87.04,Other tomography of head,87.04
57861,27.72,Excision of uvula,27.72
57955,87.66,Contrast pancreatogram,87.66
58223,95.14,X-ray study of eye,95.14
58325,44.6,Other repair of stomach,44.6
58326,44.69,Other repair of stomach,44.69
58439,26.11,Closed [needle] biopsy of salivary gland or duct,26.11
58440,27.24,"Biopsy of mouth, unspecified structure",27.24
58468,35.1,Open heart valvuloplasty without replacement,35.1
58469,35.10,"Open heart valvuloplasty without replacement, unspecified valve",35.10
58575,07.92,Other incision of thymus,07.92
58576,07.95,Thoracoscopic incision of thymus,07.95
58588,96.21,Dilation of frontonasal duct,96.21
58684,44.12,Gastroscopy through artificial stoma,44.12
58715,45.43,Endoscopic destruction of other lesion or tissue of large intestine,45.43
58802,27.1,Incision of palate,27.1
58927,45.02,Other incision of small intestine,45.02
59086,44.41,Suture of gastric ulcer site,44.41
59107,44.42,Suture of duodenal ulcer site,44.42
59146,76.3,Partial ostectomy of facial bone,76.3
59147,76.39,Partial ostectomy of other facial bone,76.39
59199,56.1,Ureteral meatotomy,56.1
59212,76.74,Open reduction of maxillary fracture,76.74
59234,76.73,Closed reduction of maxillary fracture,76.73
59257,76.76,Open reduction of mandibular fracture,76.76
59609,17.32,Laparoscopic cecectomy,17.32
59610,45.72,Open and other cecectomy,45.72
59818,31.44,Closed [endoscopic] biopsy of trachea,31.44
59891,55.82,Closure of nephrostomy and pyelostomy,55.82
60045,35.25,Open and other replacement of pulmonary valve with tissue graft,35.25
60527,33.43,Closure of laceration of lung,33.43
60937,48.34,Destruction of rectal lesion or tissue by cryosurgery,48.34
61670,22.63,Ethmoidectomy,22.63
61828,45.95,Anastomosis to anus,45.95
61891,26.42,Closure of salivary fistula,26.42
61928,16.02,Orbitotomy with insertion of orbital implant,16.02
62026,07.22,Unilateral adrenalectomy,07.22
62077,75.51,Repair of current obstetric laceration of cervix,75.51
62078,75.6,Repair of other current obstetric laceration,75.6
62312,43.42,Local excision of other lesion or tissue of stomach,43.42
62370,37.51,Heart transplantation,37.51
62436,08.22,Excision of other minor lesion of eyelid,08.22
62466,02.0,Cranioplasty,02.0
62467,02.06,Other cranial osteoplasty,02.06
62576,08.73,"Reconstruction of eyelid involving lid margin, full-thickness",08.73
62584,41.32,Closed [aspiration] [percutaneous] biopsy of spleen,41.32
62650,88.41,Arteriography of cerebral arteries,88.41
62686,39.28,Extracranial-intracranial (EC-IC) vascular bypass,39.28
62775,42.5,Intrathoracic anastomosis of esophagus,42.5
62776,42.54,Other intrathoracic esophagoenterostomy,42.54
62777,42.56,Other intrathoracic esophagocolostomy,42.56
62778,42.58,Intrathoracic esophageal anastomosis with other interposition,42.58
62779,42.59,Other intrathoracic anastomosis of esophagus,42.59
62898,42.0,Esophagotomy,42.0
62899,42.09,Other incision of esophagus,42.09
62977,00.24,Intravascular imaging of coronary vessels,00.24
62978,88.57,Other and unspecified coronary arteriography,88.57
63074,13.66,Mechanical fragmentation of secondary membrane [after cataract],13.66
63153,46.63,Fixation of large intestine to abdominal wall,46.63
63204,07.2,Partial adrenalectomy,07.2
63206,07.29,Other partial adrenalectomy,07.29
63279,18.7,Other plastic repair of external ear,18.7
63280,18.79,Other plastic repair of external ear,18.79
63364,09.41,Probing of lacrimal punctum,09.41
63377,22.2,Intranasal antrotomy,22.2
63410,89.31,Dental examination,89.31
63447,35.2,Open and other replacement of heart valve,35.2
63448,35.20,Open and other replacement of unspecified heart valve,35.20
63471,35.09,Endovascular replacement of unspecified heart valve,35.09
63489,37.10,"Incision of heart, not otherwise specified",37.10
63490,37.11,Cardiotomy,37.11
63554,87.03,Computerized axial tomography of head,87.03
63583,55.8,Other repair of kidney,55.8
63584,55.89,Other repair of kidney,55.89
63650,68.13,Open biopsy of uterus,68.13
63719,48.0,Proctotomy,48.0
63747,76.63,Osteoplasty [osteotomy] of body of mandible,76.63
63775,10.44,Other free graft to conjunctiva,10.44
63849,25.51,Suture of laceration of tongue,25.51
64021,07.65,"Total excision of pituitary gland, transsphenoidal approach",07.65
64105,12.73,Cyclophotocoagulation,12.73
64135,55.01,Nephrotomy,55.01
64186,51.03,Other cholecystostomy,51.03
64292,01.01,Cisternal puncture,01.01
64436,21.0,Control of epistaxis,21.0
64437,21.00,"Control of epistaxis, not otherwise specified",21.00
64438,21.01,Control of epistaxis by anterior nasal packing,21.01
64439,21.03,Control of epistaxis by cauterization (and packing),21.03
64441,21.05,Control of epistaxis by (transantral) ligation of the maxillary artery,21.05
64442,21.09,Control of epistaxis by other means,21.09
64497,35.11,Open heart valvuloplasty of aortic valve without replacement,35.11
64588,45.15,Open biopsy of small intestine,45.15
64674,45.73,Open and other right hemicolectomy,45.73
64735,12.53,Goniotomy with goniopuncture,12.53
64802,46.71,Suture of laceration of duodenum,46.71
64835,36.15,Single internal mammary-coronary artery bypass,36.15
64945,08.33,Repair of blepharoptosis by resection or advancement of levator muscle or aponeurosis,08.33
65011,20.2,Incision of mastoid and middle ear,20.2
65102,25.3,Complete glossectomy,25.3
65121,07.68,"Total excision of pituitary gland, other specified approach",07.68
65122,07.69,"Total excision of pituitary gland, unspecified approach",07.69
65162,12.52,Goniotomy without goniopuncture,12.52
65292,12.71,Cyclodiathermy,12.71
65467,44.61,Suture of laceration of stomach,44.61
65525,12.74,"Diminution of ciliary body, not otherwise specified",12.74
65605,46.43,Other revision of stoma of large intestine,46.43
65669,08.82,"Repair of laceration involving lid margin, partial-thickness",08.82
65691,08.84,"Repair of laceration involving lid margin, full-thickness",08.84
65764,69.3,Paracervical uterine denervation,69.3
65837,08.25,Destruction of lesion of eyelid,08.25
66064,44.2,Pyloroplasty,44.2
66066,44.29,Other pyloroplasty,44.29
66131,21.72,Open reduction of nasal fracture,21.72
66214,20.6,Fenestration of inner ear,20.6
66229,22.7,Repair of nasal sinus,22.7
66230,22.79,Other repair of nasal sinus,22.79
66275,12.82,Repair of scleral fistula,12.82
66345,31.7,Repair and plastic operations on trachea,31.7
66348,31.79,Other repair and plastic operations on trachea,31.79
66421,88.58,Negative-contrast cardiac roentgenography,88.58
66517,12.91,Therapeutic evacuation of anterior chamber,12.91
66563,12.14,Other iridectomy,12.14
66623,44.64,Gastropexy,44.64
66687,01.25,Other craniectomy,01.25
66806,42.01,Incision of esophageal web,42.01
67168,16.82,Repair of rupture of eyeball,16.82
67204,59.3,Plication of urethrovesical junction,59.3
67292,16.3,Evisceration of eyeball,16.3
67293,16.39,Other evisceration of eyeball,16.39
67311,16.93,"Excision of lesion of eye, unspecified structure",16.93
67510,35.13,Open heart valvuloplasty of pulmonary valve without replacement,35.13
67577,12.40,"Removal of lesion of anterior segment of eye, not otherwise specified",12.40
67616,34.93,Repair of pleura,34.93
67790,51.2,Cholecystectomy,51.2
67791,51.21,Other partial cholecystectomy,51.21
67792,51.22,Cholecystectomy,51.22
67850,07.13,"Biopsy of pituitary gland, transfrontal approach",07.13
67862,65.0,Oophorotomy,65.0
67863,65.09,Other oophorotomy,65.09
67986,22.53,Incision of multiple nasal sinuses,22.53
68080,35.97,Percutaneous mitral valve repair with implant,35.97
68268,92.03,Renal scan and radioisotope function study,92.03
68342,92.02,Liver scan and radioisotope function study,92.02
68369,42.32,Local excision of other lesion or tissue of esophagus,42.32
68419,12.12,Other iridotomy,12.12
