,concept_code_y,concept_name_y,opcs
1483,C79.1,Vitrectomy using anterior approach,C791
1493,C82.2,Cryotherapy to lesion of retina,C822
1502,C84.1,Epiretinal dissection,C841
1517,C84.2,Excision of lesion of retina NEC,C842
1527,C84.3,Biopsy of lesion of retina,C843
1562,C54.3,Buckling of sclera and implant HFQ,C543
1604,C52.8,Other specified excision of sclera,C528
1605,C52.9,Unspecified excision of sclera,C529
1606,C52,Excision of sclera,C52
1823,C59.1,Iridocyclectomy,C591
2021,C80.2,Peel of internal limiting membrane,C802
2270,C62.4,Correction iridodialysis NEC,C624
2504,C81.8,Other specified photocoagulation of retina for detachment,C818
2505,C81.9,Unspecified photocoagulation of retina for detachment,C819
2584,C80.6,Removal of subretinal membrane NEC,C806
2596,C84.6,Retinotomy NEC,C846
2696,C87.5,Scanning laser ophthalmoscopy evaluation of retina,C875
2723,C80.1,Peel of epiretinal fibroglial membrane,C801
2733,C87.3,Tomography evaluation of retina,C873
3188,C45.6,Destruction of lesion of cornea NEC,C456
3189,C45,Extirpation of lesion of cornea,C45
3234,C59.2,Surgical iridectomy,C592
3251,C61.3,Goniotomy,C613
3265,C61.4,Goniopuncture,C614
3276,C62.2,Surgical iridotomy,C622
3285,C71.1,Simple linear extraction of lens,C711
3297,C82.1,Cauterisation of lesion of retina,C821
3333,C54.5,Buckling of sclera NEC,C545
3334,C54.8,Other specified buckling operations for attachment of retina,C548
3335,C54.9,Unspecified buckling operations for attachment of retina,C549
3336,C54,Buckling operations for attachment of retina,C54
3467,C44.1,Hydrogel prosthetic keratoplasty,C441
3522,C82.5,Panretinal laser photocoagulation to lesion of retina,C825
3614,C44.3,Endothelial graft to cornea,C443
3665,C60.4,Iridoplasty NEC,C604
3928,C54.4,Buckling of sclera and local or encircling explant HFQ,C544
3954,C80.3,Delamination of epiretinal fibrovascular membrane,C803
3970,C80.4,Segmentation of epiretinal fibrovascular membrane,C804
4013,C69.2,Paracentesis of anterior chamber of eye,C692
4103,C44.2,Laser in situ keratomileusis,C442
4407,C82.8,Other specified destruction of lesion of retina,C828
4408,C82.9,Unspecified destruction of lesion of retina,C829
4409,C82,Destruction of lesion of retina,C82
4420,C66.4,Laser photocoagulation of ciliary body,C664
4694,C59.8,Other specified excision of iris,C598
4695,C59.9,Unspecified excision of iris,C599
4696,C59,Excision of iris,C59
4718,C72.2,Suction extraction of lens,C722
4744,C62.3,Laser iridotomy,C623
4825,C01.3,Evisceration of eye,C013
4863,C86.3,Suture of eye NEC,C863
4993,C62.8,Other specified incision of iris,C628
4994,C62.9,Unspecified incision of iris,C629
4995,C62,Incision of iris,C62
5238,C39.1,Excision of lesion of conjunctiva,C391
5351,C44.4,Photorefractive keratectomy,C444
5458,C46.7,Transplant of corneal limbal cells,C467
5635,C82.6,Laser photocoagulation to lesion of retina NEC,C826
6146,C44.5,Laser subepithelial keratomileusis,C445
6481,C46.5,Deep lamellar graft to cornea,C465
6606,C46.3,Penetrating graft to cornea,C463
6815,C88.8,Other specified destruction of subretinal lesion,C888
6816,C88.9,Unspecified destruction of subretinal lesion,C889
6817,C88,Destruction of subretinal lesion,C88
6848,C83.8,Other specified translocation of retina,C838
6849,C83.9,Unspecified translocation of retina,C839
6851,C83,Translocation of retina,C83
6862,C87.4,Ultrasonic evaluation of retina,C874
6877,C47.4,Gluing of cornea,C474
6887,C52.2,Deep sclerectomy without spacer,C522
6902,C79.5,Internal tamponade of retina using gas,C795
6919,C82.3,External beam radiotherapy to lesion of retina,C823
6950,C87.1,Digital imaging of retina,C871
6966,C43.7,Transplantation of conjunctiva,C437
6978,C52.1,Deep sclerectomy with spacer,C521
6988,C83.3,Limited macular translocation,C833
7014,C85.5,Retinopexy NEC,C855
7015,C85.8,Other specified fixation of retina,C858
7016,C85.9,Unspecified fixation of retina,C859
7019,C85,Fixation of retina,C85
7048,C79.6,Internal tamponade of retina using liquid,C796
7070,C87.8,Other specified evaluation of retina,C878
7071,C87.9,Unspecified evaluation of retina,C879
7074,C87,Evaluation of retina,C87
7097,C85.3,Retinopexy using mechanical tacks,C853
7112,C85.1,Retinopexy using cryotherapy,C851
7128,C65.2,Injection of bleb,C652
7140,C85.4,Retinopexy using tissue adhesive,C854
7153,C88.2,Photodynamic therapy to subretinal lesion,C882
7165,C83.1,Pigment epithelium translocation of retina,C831
7188,C84.4,Retinal vascular sheathotomy,C844
7230,C53.4,Destruction of lesion of sclera NEC,C534
7231,C53,Extirpation of lesion of sclera,C53
7362,C64.1,Excision of prolapsed iris,C641
7603,C86.1,Biopsy of lesion of eye NEC,C861
7916,C64.2,Excision of lesion of iris,C642
7984,C69.4,Irrigation of anterior chamber of eye,C694
8086,C49.3,Radial keratotomy,C493
8116,C55.2,Corneoscleral trephine,C552
8471,C86.2,Repair of globe,C862
8503,C39.2,Cauterisation of lesion of conjunctiva,C392
8560,C53.2,Excision of lesion of sclera NEC,C532
8561,C53.8,Other specified extirpation of lesion of sclera,C538
8562,C53.9,Unspecified extirpation of lesion of sclera,C539
8660,C47.1,Suture of cornea,C471
8684,C49.8,Other specified incision of cornea,C498
8685,C49.9,Unspecified incision of cornea,C499
8686,C49,Incision of cornea,C49
8712,C73.1,Membranectomy of lens,C731
8713,C77.1,Capsulectomy,C771
8736,C41.1,Peritomy,C411
8803,C71.3,Aspiration of lens,C713
8881,A84.5,Electroretinography NEC,A845
9109,C85.2,Retinopexy using diathermy,C852
9183,C66.3,Cryotherapy to ciliary body,C663
9305,C57.2,Repair of sclera,C572
9332,C41.8,Other specified incision of conjunctiva,C418
9333,C41.9,Unspecified incision of conjunctiva,C419
9334,C41,Incision of conjunctiva,C41
9383,C64.3,Destruction of lesion of iris,C643
9393,C73,Incision of capsule of lens,C73
9442,C74.8,Other specified other extraction of lens,C748
9443,C74.9,Unspecified other extraction of lens,C749
9444,C74,Other extraction of lens,C74
9515,C45.2,Excision of lesion of cornea NEC,C452
9516,C45.8,Other specified extirpation of lesion of cornea,C458
9517,C45.9,Unspecified extirpation of lesion of cornea,C459
9634,C40.8,Other specified repair of conjunctiva,C408
9635,C40.9,Unspecified repair of conjunctiva,C409
9636,C40,Repair of conjunctiva,C40
9846,C81,Photocoagulation of retina for detachment,C81
9902,C25.2,Conjunctivodacryocystorhinostomy,C252
10049,C40.5,Suture of conjunctiva,C405
10063,C61.2,Trabeculotomy,C612
10129,C46.2,Lamellar graft to cornea NEC,C462
10249,C81.2,Laser photocoagulation of retina for detachment,C812
10319,C73.4,Capsulotomy of lens NEC,C734
10320,C73.8,Other specified incision of capsule of lens,C738
10321,C73.9,Unspecified incision of capsule of lens,C739
10328,C83.2,Macular translocation three hundred and sixty degrees,C832
10406,C79.2,Vitrectomy using pars plana approach,C792
10451,C62.1,Iridosclerotomy,C621
10492,C67.1,Separation of ciliary body,C671
10629,C65.3,Revision of bleb NEC,C653
