,concept_code_y,concept_name_y,opcs
3357,C80.4,Segmentation of epiretinal fibrovascular membrane,C804
3400,C69.2,Paracentesis of anterior chamber of eye,C692
3711,C82.8,Other specified destruction of lesion of retina,C828
3712,C82.9,Unspecified destruction of lesion of retina,C829
3713,C82,Destruction of lesion of retina,C82
3724,C66.4,Laser photocoagulation of ciliary body,C664
3998,C59.8,Other specified excision of iris,C598
3999,C59.9,Unspecified excision of iris,C599
4000,C59,Excision of iris,C59
4011,C72.2,Suction extraction of lens,C722
4025,C62.3,Laser iridotomy,C623
4095,C01.3,Evisceration of eye,C013
4133,C86.3,Suture of eye NEC,C863
4237,C62.8,Other specified incision of iris,C628
4238,C62.9,Unspecified incision of iris,C629
4239,C62,Incision of iris,C62
4435,C39.1,Excision of lesion of conjunctiva,C391
4583,C46.7,Transplant of corneal limbal cells,C467
4696,C82.6,Laser photocoagulation to lesion of retina NEC,C826
5388,C88.8,Other specified destruction of subretinal lesion,C888
5389,C88.9,Unspecified destruction of subretinal lesion,C889
5390,C88,Destruction of subretinal lesion,C88
5421,C83.8,Other specified translocation of retina,C838
5422,C83.9,Unspecified translocation of retina,C839
5424,C83,Translocation of retina,C83
5435,C87.4,Ultrasonic evaluation of retina,C874
5450,C47.4,Gluing of cornea,C474
5460,C52.2,Deep sclerectomy without spacer,C522
5475,C79.5,Internal tamponade of retina using gas,C795
5492,C82.3,External beam radiotherapy to lesion of retina,C823
5523,C87.1,Digital imaging of retina,C871
5539,C43.7,Transplantation of conjunctiva,C437
5551,C52.1,Deep sclerectomy with spacer,C521
5561,C83.3,Limited macular translocation,C833
5587,C85.5,Retinopexy NEC,C855
5588,C85.8,Other specified fixation of retina,C858
5589,C85.9,Unspecified fixation of retina,C859
5592,C85,Fixation of retina,C85
5621,C79.6,Internal tamponade of retina using liquid,C796
5643,C87.8,Other specified evaluation of retina,C878
5644,C87.9,Unspecified evaluation of retina,C879
5647,C87,Evaluation of retina,C87
5670,C85.3,Retinopexy using mechanical tacks,C853
5685,C85.1,Retinopexy using cryotherapy,C851
5701,C65.2,Injection of bleb,C652
5713,C85.4,Retinopexy using tissue adhesive,C854
5726,C88.2,Photodynamic therapy to subretinal lesion,C882
5738,C83.1,Pigment epithelium translocation of retina,C831
5761,C84.4,Retinal vascular sheathotomy,C844
5787,C53.4,Destruction of lesion of sclera NEC,C534
5788,C53,Extirpation of lesion of sclera,C53
6071,C86.1,Biopsy of lesion of eye NEC,C861
6318,C64.2,Excision of lesion of iris,C642
6358,C69.4,Irrigation of anterior chamber of eye,C694
6439,C49.3,Radial keratotomy,C493
6674,C86.2,Repair of globe,C862
6706,C39.2,Cauterisation of lesion of conjunctiva,C392
6763,C53.2,Excision of lesion of sclera NEC,C532
6764,C53.8,Other specified extirpation of lesion of sclera,C538
6765,C53.9,Unspecified extirpation of lesion of sclera,C539
6842,C47.1,Suture of cornea,C471
6866,C49.8,Other specified incision of cornea,C498
6867,C49.9,Unspecified incision of cornea,C499
6868,C49,Incision of cornea,C49
6884,C73.1,Membranectomy of lens,C731
6885,C77.1,Capsulectomy,C771
7151,C66.3,Cryotherapy to ciliary body,C663
7221,C57.2,Repair of sclera,C572
7248,C41.8,Other specified incision of conjunctiva,C418
7249,C41.9,Unspecified incision of conjunctiva,C419
7250,C41,Incision of conjunctiva,C41
7286,C64.3,Destruction of lesion of iris,C643
7296,C73,Incision of capsule of lens,C73
7335,C74.8,Other specified other extraction of lens,C748
7336,C74.9,Unspecified other extraction of lens,C749
7337,C74,Other extraction of lens,C74
7408,C45.2,Excision of lesion of cornea NEC,C452
7409,C45.8,Other specified extirpation of lesion of cornea,C458
7410,C45.9,Unspecified extirpation of lesion of cornea,C459
7518,C40.8,Other specified repair of conjunctiva,C408
7519,C40.9,Unspecified repair of conjunctiva,C409
7520,C40,Repair of conjunctiva,C40
7813,C40.5,Suture of conjunctiva,C405
7827,C61.2,Trabeculotomy,C612
7975,C73.4,Capsulotomy of lens NEC,C734
7976,C73.8,Other specified incision of capsule of lens,C738
7977,C73.9,Unspecified incision of capsule of lens,C739
7984,C83.2,Macular translocation three hundred and sixty degrees,C832
8054,C79.2,Vitrectomy using pars plana approach,C792
8193,C65.3,Revision of bleb NEC,C653
