,concept_code_y,concept_name_y,opcs
5548,H20.4,Fibreoptic endoscopic destruction of lesion of colon NEC,H204
5630,H35.1,Anterior fixation of rectum NEC,H351
5643,H35.3,Posterior fixation of rectum NEC,H353
5665,X72.8,Other specified delivery of chemotherapy for neoplasm,X728
5666,X72.9,Unspecified delivery of chemotherapy for neoplasm,X729
5675,X72,Delivery of chemotherapy for neoplasm,X72
5697,X65.1,Delivery of a fraction of total body irradiation,X651
5707,X65.2,Delivery of a fraction of intracavitary radiotherapy,X652
5717,Y91.3,Superficial or orthovoltage treatment for radiotherapy,Y913
5737,X65.3,Delivery of a fraction of interstitial radiotherapy,X653
5770,X73.1,Delivery of exclusively oral chemotherapy for neoplasm,X731
5781,X72.1,Delivery of complex chemotherapy for neoplasm including prolonged infusional treatment at first attendance,X721
5792,X72.2,Delivery of complex parenteral chemotherapy for neoplasm at first attendance,X722
5803,X72.3,Delivery of simple parenteral chemotherapy for neoplasm at first attendance,X723
5814,X72.4,Delivery of subsequent element of cycle of chemotherapy for neoplasm,X724
5876,H11.1,Colectomy and end to end anastomosis of colon to colon NEC,H111
5877,H11.3,Colectomy and anastomosis NEC,H113
5878,H11.4,Colectomy and ileostomy NEC,H114
5879,H11.5,Colectomy and exteriorisation of bowel NEC,H115
5880,H11.8,Other specified other excision of colon,H118
5881,H11.9,Unspecified other excision of colon,H119
5884,H11,Other excision of colon,H11
6080,H05.8,Other specified total excision of colon,H058
6081,H05.9,Unspecified total excision of colon,H059
6084,H05,Total excision of colon,H05
6100,H20.8,Other specified endoscopic extirpation of lesion of colon,H208
6101,H20.9,Unspecified endoscopic extirpation of lesion of colon,H209
6102,H20,Endoscopic extirpation of lesion of colon,H20
6111,H37,Other endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H37
6112,H37.8,Other specified other endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H378
6113,H37.9,Unspecified other endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H379
6130,H26.5,Endoscopic destruction of lesion of sigmoid colon using rigid sigmoidoscope NEC,H265
6131,H26.7,Endoscopic resection of lesion of sigmoid colon using rigid sigmoidoscope NEC,H267
6132,H26.8,Other specified endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H268
6133,H26.9,Unspecified endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H269
6134,H26,Endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H26
6164,H33.1,Abdominoperineal excision of rectum and end colostomy,H331
6185,H34.8,Other specified open extirpation of lesion of rectum,H348
6186,H34.9,Unspecified open extirpation of lesion of rectum,H349
6187,H34,Open extirpation of lesion of rectum,H34
6196,H35.2,Posterior fixation of rectum using prosthetic material,H352
6207,H35.4,Fixation of rectum using fascia lata,H354
6240,H40.2,Trans-sphincteric excision of lesion of rectum,H402
6241,H41.2,Peranal excision of lesion of rectum,H412
6256,H41.3,Peranal destruction of lesion of rectum,H413
6274,X35.2,Intravenous chemotherapy,X352
6288,X37.3,Intramuscular chemotherapy,X373
6300,X38.4,Subcutaneous chemotherapy,X384
6358,H08.8,Other specified excision of transverse colon,H088
6359,H08.9,Unspecified excision of transverse colon,H089
6362,H08,Excision of transverse colon,H08
6666,H18.8,Other specified open endoscopic operations on colon,H188
6667,H18.9,Unspecified open endoscopic operations on colon,H189
6668,H18,Open endoscopic operations on colon,H18
6883,X65.5,Oral delivery of radiotherapy for thyroid ablation,X655
6978,H42,Perineal operations for prolapse of rectum,H42
7247,H06.4,Extended right hemicolectomy and ileostomy HFQ,H064
7392,H08.4,Transverse colectomy and ileostomy HFQ,H084
7404,H08.5,Transverse colectomy and exteriorisation of bowel NEC,H085
7414,H10.4,Sigmoid colectomy and ileostomy HFQ,H104
7426,H09.5,Left hemicolectomy and exteriorisation of bowel NEC,H095
7472,H05.3,Total colectomy and ileostomy NEC,H053
7713,H09.4,Left hemicolectomy and ileostomy HFQ,H094
7741,H33.4,Anterior resection of rectum and anastomosis NEC,H334
7794,H15.4,Closure of colostomy,H154
8459,Y91,External beam radiotherapy,Y91
8576,H07.3,Right hemicolectomy and anastomosis NEC,H073
8577,H07.8,Other specified other excision of right hemicolon,H078
8578,H07.9,Unspecified other excision of right hemicolon,H079
8582,H07,Other excision of right hemicolon,H07
8988,Y91.4,Megavoltage treatment for adaptive radiotherapy,Y914
8999,Y91.2,Megavoltage treatment for simple radiotherapy,Y912
9010,Y91.1,Megavoltage treatment for complex radiotherapy,Y911
9021,Y92.1,Technical support for preparation for radiotherapy,Y921
9032,Y92.8,Other specified support for preparation for radiotherapy,Y928
9033,Y92.9,Unspecified support for preparation for radiotherapy,Y929
9037,Y92,Support for preparation for radiotherapy,Y92
9104,X65.6,Delivery of a fraction of intraluminal brachytherapy,X656
9159,H12.1,Excision of diverticulum of colon,H121
9171,H42.5,Excision of mucosal prolapse of rectum NEC,H425
9747,H14.8,Other specified exteriorisation of caecum,H148
9748,H14.9,Unspecified exteriorisation of caecum,H149
9749,H14,Exteriorisation of caecum,H14
9775,H30.1,Radiological reduction of intussusception of colon using barium enema,H301
9811,H15.8,Other specified other exteriorisation of colon,H158
9812,H15.9,Unspecified other exteriorisation of colon,H159
9813,H32.8,Other specified exteriorisation of colon,H328
9814,H32.9,Unspecified exteriorisation of colon,H329
9815,H15,Other exteriorisation of colon,H15
9816,H32,Exteriorisation of colon,H32
9912,J48.7,Percutaneous brachytherapy of lesion of bile duct,J487
9913,X65.7,Delivery of radionuclide therapy NEC,X657
9914,Y89.8,Other specified brachytherapy,Y898
9915,Y89.9,Unspecified brachytherapy,Y899
9916,Y90.2,Radiotherapy NEC,Y902
10168,M70.6,Radioactive seed implantation into prostate,M706
10184,H20.5,Fibreoptic endoscopic submucosal resection of lesion of colon,H205
10201,C82.3,External beam radiotherapy to lesion of retina,C823
10217,H26.6,Endoscopic submucosal resection of lesion of sigmoid colon using rigid sigmoidoscope,H266
10359,C82.4,Plaque radiotherapy to lesion of retina,C824
10389,A10.7,Stereotactic radiosurgery on tissue of brain,A107
10476,H29.8,Other specified subtotal excision of colon,H298
10477,H29.9,Unspecified subtotal excision of colon,H299
10480,H29,Subtotal excision of colon,H29
10492,H41.5,Peranal resection of rectum using staples,H415
10807,H44.2,Manual reduction of prolapse of rectum,H442
10871,H33.7,Perineal resection of rectum HFQ,H337
10904,H24.8,Other specified other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope,H248
10905,H24.9,Unspecified other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope,H249
10906,H25.8,Other specified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,H258
10907,H25.9,Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,H259
10908,H25,Diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,H25
10909,H27,Other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope,H27
11136,H07.4,Right hemicolectomy and ileostomy HFQ,H074
11464,H29.4,Subtotal excision of colon and creation of colonic pouch NEC,H294
11752,H34.5,Open destruction of lesion of rectum NEC,H345
11871,H14.3,Closure of caecostomy,H143
11913,H19.2,Fixation of colon,H192
12806,H44.8,Other specified manipulation of rectum,H448
12807,H44.9,Unspecified manipulation of rectum,H449
12808,H44,Manipulation of rectum,H44
12819,H36.8,Other specified other abdominal operations for prolapse of rectum,H368
12820,H36.9,Unspecified other abdominal operations for prolapse of rectum,H369
12966,H20.7,Fibreoptic endoscopic mucosal resection of lesion of colon,H207
13197,H70.2,Diagnostic endoscopic examination of colonic pouch using rigid sigmoidoscope NEC,H702
13323,H09.8,Other specified excision of left hemicolon,H098
13324,H09.9,Unspecified excision of left hemicolon,H099
13327,H09,Excision of left hemicolon,H09
13682,Y12.3,Electrochemotherapy to lesion of organ NOC,Y123
13731,H10.5,Sigmoid colectomy and exteriorisation of bowel NEC,H105
13732,H10.8,Other specified excision of sigmoid colon,H108
13733,H10.9,Unspecified excision of sigmoid colon,H109
13737,H10,Excision of sigmoid colon,H10
13882,H12.2,Excision of lesion of colon NEC,H122
13953,H33.8,Other specified excision of rectum,H338
13954,H33.9,Unspecified excision of rectum,H339
13957,H33,Excision of rectum,H33
14002,Y91.5,Megavoltage treatment for hypofractionated stereotactic radiotherapy,Y915
14034,H33.6,Anterior resection of rectum and exteriorisation of bowel,H336
14054,H32.1,Resiting of colostomy,H321
14117,H16.3,Colotomy,H163
14118,H16.8,Other specified incision of colon,H168
14119,H16.9,Unspecified incision of colon,H169
14120,H16,Incision of colon,H16
