,concept_code_y,concept_name_y,opcs
3376,H11.4,Colectomy and ileostomy NEC,H114
3377,H11.5,Colectomy and exteriorisation of bowel NEC,H115
3378,H11.8,Other specified other excision of colon,H118
3379,H11.9,Unspecified other excision of colon,H119
3382,H11,Other excision of colon,H11
3550,H05.8,Other specified total excision of colon,H058
3551,H05.9,Unspecified total excision of colon,H059
3554,H05,Total excision of colon,H05
3570,H20.8,Other specified endoscopic extirpation of lesion of colon,H208
3571,H20.9,Unspecified endoscopic extirpation of lesion of colon,H209
3572,H20,Endoscopic extirpation of lesion of colon,H20
3581,H37,Other endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H37
3582,H37.8,Other specified other endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H378
3583,H37.9,Unspecified other endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H379
3600,H26.5,Endoscopic destruction of lesion of sigmoid colon using rigid sigmoidoscope NEC,H265
3601,H26.7,Endoscopic resection of lesion of sigmoid colon using rigid sigmoidoscope NEC,H267
3602,H26.8,Other specified endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H268
3603,H26.9,Unspecified endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H269
3604,H26,Endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H26
3625,H34.8,Other specified open extirpation of lesion of rectum,H348
3626,H34.9,Unspecified open extirpation of lesion of rectum,H349
3627,H34,Open extirpation of lesion of rectum,H34
3636,H35.2,Posterior fixation of rectum using prosthetic material,H352
3647,H35.4,Fixation of rectum using fascia lata,H354
3680,H40.2,Trans-sphincteric excision of lesion of rectum,H402
3681,H41.2,Peranal excision of lesion of rectum,H412
3696,H41.3,Peranal destruction of lesion of rectum,H413
3710,X37.3,Intramuscular chemotherapy,X373
3750,H08.8,Other specified excision of transverse colon,H088
3751,H08.9,Unspecified excision of transverse colon,H089
3754,H08,Excision of transverse colon,H08
4032,H18.8,Other specified open endoscopic operations on colon,H188
4033,H18.9,Unspecified open endoscopic operations on colon,H189
4034,H18,Open endoscopic operations on colon,H18
4305,H42,Perineal operations for prolapse of rectum,H42
4489,H10.4,Sigmoid colectomy and ileostomy HFQ,H104
4674,H33.4,Anterior resection of rectum and anastomosis NEC,H334
4727,H15.4,Closure of colostomy,H154
5392,Y91,External beam radiotherapy,Y91
5509,H07.3,Right hemicolectomy and anastomosis NEC,H073
5510,H07.8,Other specified other excision of right hemicolon,H078
5511,H07.9,Unspecified other excision of right hemicolon,H079
5515,H07,Other excision of right hemicolon,H07
5963,H12.1,Excision of diverticulum of colon,H121
5975,H42.5,Excision of mucosal prolapse of rectum NEC,H425
6110,H14.8,Other specified exteriorisation of caecum,H148
6111,H14.9,Unspecified exteriorisation of caecum,H149
6112,H14,Exteriorisation of caecum,H14
6138,H30.1,Radiological reduction of intussusception of colon using barium enema,H301
6174,H15.8,Other specified other exteriorisation of colon,H158
6175,H15.9,Unspecified other exteriorisation of colon,H159
6176,H32.8,Other specified exteriorisation of colon,H328
6177,H32.9,Unspecified exteriorisation of colon,H329
6178,H15,Other exteriorisation of colon,H15
6179,H32,Exteriorisation of colon,H32
6300,H20.5,Fibreoptic endoscopic submucosal resection of lesion of colon,H205
6317,C82.3,External beam radiotherapy to lesion of retina,C823
6333,H26.6,Endoscopic submucosal resection of lesion of sigmoid colon using rigid sigmoidoscope,H266
6488,A10.7,Stereotactic radiosurgery on tissue of brain,A107
6575,H29.8,Other specified subtotal excision of colon,H298
6576,H29.9,Unspecified subtotal excision of colon,H299
6579,H29,Subtotal excision of colon,H29
6591,H41.5,Peranal resection of rectum using staples,H415
6719,H44.2,Manual reduction of prolapse of rectum,H442
6769,H33.7,Perineal resection of rectum HFQ,H337
6802,H24.8,Other specified other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope,H248
6803,H24.9,Unspecified other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope,H249
6804,H25.8,Other specified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,H258
6805,H25.9,Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,H259
6806,H25,Diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,H25
6807,H27,Other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope,H27
7134,H29.4,Subtotal excision of colon and creation of colonic pouch NEC,H294
7361,H34.5,Open destruction of lesion of rectum NEC,H345
7480,H14.3,Closure of caecostomy,H143
7522,H19.2,Fixation of colon,H192
8326,H44.8,Other specified manipulation of rectum,H448
8327,H44.9,Unspecified manipulation of rectum,H449
8328,H44,Manipulation of rectum,H44
8339,H36.8,Other specified other abdominal operations for prolapse of rectum,H368
8340,H36.9,Unspecified other abdominal operations for prolapse of rectum,H369
8452,H20.7,Fibreoptic endoscopic mucosal resection of lesion of colon,H207
8673,H09.8,Other specified excision of left hemicolon,H098
8674,H09.9,Unspecified excision of left hemicolon,H099
8677,H09,Excision of left hemicolon,H09
8775,H10.5,Sigmoid colectomy and exteriorisation of bowel NEC,H105
8776,H10.8,Other specified excision of sigmoid colon,H108
8777,H10.9,Unspecified excision of sigmoid colon,H109
8781,H10,Excision of sigmoid colon,H10
8869,H12.2,Excision of lesion of colon NEC,H122
8940,H33.8,Other specified excision of rectum,H338
8941,H33.9,Unspecified excision of rectum,H339
8944,H33,Excision of rectum,H33
9041,H16.3,Colotomy,H163
9042,H16.8,Other specified incision of colon,H168
9043,H16.9,Unspecified incision of colon,H169
9044,H16,Incision of colon,H16
