,concept_code_y,concept_name_y,opcs
3126,H18.1,Open colonoscopy,H181
3136,H19.1,Open biopsy of lesion of colon,H191
3144,H19.3,Enterorrhaphy of colon,H193
3156,H19.4,Open removal of foreign body from colon,H194
3169,H20.1,Fibreoptic endoscopic snare resection of lesion of colon,H201
3181,H20.2,Fibreoptic endoscopic cauterisation of lesion of colon,H202
3193,H20.3,Fibreoptic endoscopic laser destruction of lesion of colon,H203
3203,H21.1,Fibreoptic endoscopic dilation of colon,H211
3215,H21.2,Fibreoptic endoscopic coagulation of blood vessel of colon,H212
3226,H21.3,Fibreoptic endoscopic removal of foreign body from colon,H213
3240,H26.1,Endoscopic snare resection of lesion of sigmoid colon using rigid sigmoidoscope,H261
3253,H26.2,Endoscopic cauterisation of lesion of sigmoid colon using rigid sigmoidoscope,H262
3267,H26.3,Endoscopic laser destruction of lesion of sigmoid colon using rigid sigmoidoscope,H263
3280,H26.4,Endoscopic cryotherapy to lesion of sigmoid colon using rigid sigmoidoscope,H264
3291,H27.1,Endoscopic dilation of sigmoid colon using rigid sigmoidoscope,H271
3302,H27.2,Endoscopic removal of foreign body from sigmoid colon using rigid sigmoidoscope,H272
3315,H27.3,Endoscopic insertion of tubal prosthesis into sigmoid colon using rigid sigmoidoscope,H273
3326,H30.2,Intubation of colon for pressure manometry,H302
3338,H30.3,Passage of flatus tube to reduce volvulus of sigmoid colon,H303
3351,H30.5,Irrigation of colon,H305
3365,H33.2,Proctectomy and anastomosis of colon to anus,H332
3374,H33.3,Anterior resection of rectum and anastomosis of colon to rectum using staples,H333
3385,H34.1,Open excision of lesion of rectum,H341
3395,H34.2,Open cauterisation of lesion of rectum,H342
3404,H34.3,Open cryotherapy to lesion of rectum,H343
3415,H34.4,Open laser destruction of lesion of rectum,H344
3433,H40.8,Other specified operations on rectum through anal sphincter,H408
3434,H40.9,Unspecified operations on rectum through anal sphincter,H409
3435,H41.8,Other specified other operations on rectum through anus,H418
3436,H41.9,Unspecified other operations on rectum through anus,H419
3437,H40,Operations on rectum through anal sphincter,H40
3438,H41,Other operations on rectum through anus,H41
3448,H40.1,Trans-sphincteric excision of mucosa of rectum,H401
3458,H40.3,Trans-sphincteric destruction of lesion of rectum,H403
3469,H40.4,Trans-sphincteric anastomosis of colon to anus,H404
3496,H42.6,Perineal repair of prolapse of rectum NEC,H426
3497,H42.8,Other specified perineal operations for prolapse of rectum,H428
3498,H42.9,Unspecified perineal operations for prolapse of rectum,H429
3511,H42.2,Perineal plication of levator ani muscles and anal sphincters,H422
3531,H42.3,Insertion of supralevator sling,H423
3544,H42.4,Removal of encircling suture from around perianal sphincter,H424
3553,H44.1,Manual removal of foreign body from rectum,H441
3570,H44.4,Examination of rectum under anaesthetic,H444
3579,H44.5,Massage of rectum,H445
3599,H46.1,Radiological reduction of intussusception of rectum using barium enema,H461
3614,H46.2,Hydrostatic reduction of intussusception of rectum,H462
3624,H46.3,Intubation of rectum for pressure manometry,H463
3705,H50.4,Reanastomosis of rectum to anal canal for correction of congenital atresia of rectum,H504
3714,H16.2,Caecotomy,H162
3877,H14.1,Tube caecostomy,H141
4378,H20.4,Fibreoptic endoscopic destruction of lesion of colon NEC,H204
4474,H35.1,Anterior fixation of rectum NEC,H351
4487,H35.3,Posterior fixation of rectum NEC,H353
4529,M62.4,Repair of rectoprostatic fistula,M624
4604,G71.5,Bypass of ileum by anastomosis of ileum to colon NEC,G715
4605,G72.3,Anastomosis of ileum to colon NEC,G723
4729,H11.1,Colectomy and end to end anastomosis of colon to colon NEC,H111
4730,H11.3,Colectomy and anastomosis NEC,H113
4731,H11.4,Colectomy and ileostomy NEC,H114
4732,H11.5,Colectomy and exteriorisation of bowel NEC,H115
4733,H11.8,Other specified other excision of colon,H118
4734,H11.9,Unspecified other excision of colon,H119
4737,H11,Other excision of colon,H11
4974,H05.8,Other specified total excision of colon,H058
4975,H05.9,Unspecified total excision of colon,H059
4978,H05,Total excision of colon,H05
5040,G61.3,Bypass of jejunum by anastomosis of jejunum to colon,G613
5112,H16.1,Drainage of colon,H161
5127,H20.8,Other specified endoscopic extirpation of lesion of colon,H208
5128,H20.9,Unspecified endoscopic extirpation of lesion of colon,H209
5129,H20,Endoscopic extirpation of lesion of colon,H20
5138,H37,Other endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H37
5139,H37.8,Other specified other endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H378
5140,H37.9,Unspecified other endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H379
5157,H26.5,Endoscopic destruction of lesion of sigmoid colon using rigid sigmoidoscope NEC,H265
5158,H26.7,Endoscopic resection of lesion of sigmoid colon using rigid sigmoidoscope NEC,H267
5159,H26.8,Other specified endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H268
5160,H26.9,Unspecified endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H269
5161,H26,Endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H26
5209,H34.8,Other specified open extirpation of lesion of rectum,H348
5210,H34.9,Unspecified open extirpation of lesion of rectum,H349
5211,H34,Open extirpation of lesion of rectum,H34
5220,H35.2,Posterior fixation of rectum using prosthetic material,H352
5231,H35.4,Fixation of rectum using fascia lata,H354
5264,H40.2,Trans-sphincteric excision of lesion of rectum,H402
5265,H41.2,Peranal excision of lesion of rectum,H412
5280,H41.3,Peranal destruction of lesion of rectum,H413
5294,X37.3,Intramuscular chemotherapy,X373
5359,H08.8,Other specified excision of transverse colon,H088
5360,H08.9,Unspecified excision of transverse colon,H089
5363,H08,Excision of transverse colon,H08
5641,H18.8,Other specified open endoscopic operations on colon,H188
5642,H18.9,Unspecified open endoscopic operations on colon,H189
5643,H18,Open endoscopic operations on colon,H18
5814,H41.4,Peranal mucosal proctectomy and endoanal anastomosis,H414
6048,H42,Perineal operations for prolapse of rectum,H42
6166,H04.2,Panproctocolectomy and anastomosis of ileum to anus and creation of pouch HFQ,H042
6225,H06.4,Extended right hemicolectomy and ileostomy HFQ,H064
6337,G02.5,Total oesophagectomy and interposition of colon NEC,G025
6338,G03.6,Partial oesophagectomy and interposition of colon NEC,G036
6573,H08.4,Transverse colectomy and ileostomy HFQ,H084
6585,H08.5,Transverse colectomy and exteriorisation of bowel NEC,H085
6595,H10.4,Sigmoid colectomy and ileostomy HFQ,H104
6653,H09.5,Left hemicolectomy and exteriorisation of bowel NEC,H095
6723,H05.3,Total colectomy and ileostomy NEC,H053
6740,H05.2,Total colectomy and ileostomy and creation of rectal fistula HFQ,H052
6807,H04.1,Panproctocolectomy and ileostomy,H041
6808,H04.3,Panproctocolectomy and anastomosis of ileum to anus NEC,H043
6979,H08.3,Transverse colectomy and anastomosis NEC,H083
6996,H09.3,Left hemicolectomy and anastomosis NEC,H093
7014,H09.4,Left hemicolectomy and ileostomy HFQ,H094
7028,H10.3,Sigmoid colectomy and anastomosis NEC,H103
7057,H33.4,Anterior resection of rectum and anastomosis NEC,H334
7118,H15.4,Closure of colostomy,H154
7783,Y91,External beam radiotherapy,Y91
7945,H07.3,Right hemicolectomy and anastomosis NEC,H073
7946,H07.8,Other specified other excision of right hemicolon,H078
7947,H07.9,Unspecified other excision of right hemicolon,H079
7951,H07,Other excision of right hemicolon,H07
8099,H05.1,Total colectomy and anastomosis of ileum to rectum,H051
8548,H12.1,Excision of diverticulum of colon,H121
8607,H15.2,End colostomy,H152
8608,H33.1,Abdominoperineal excision of rectum and end colostomy,H331
8620,H42.5,Excision of mucosal prolapse of rectum NEC,H425
8688,H27.8,Other specified other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope,H278
8689,H27.9,Unspecified other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope,H279
8994,H14.8,Other specified exteriorisation of caecum,H148
8995,H14.9,Unspecified exteriorisation of caecum,H149
8996,H14,Exteriorisation of caecum,H14
9096,H30.1,Radiological reduction of intussusception of colon using barium enema,H301
9132,H15.8,Other specified other exteriorisation of colon,H158
9133,H15.9,Unspecified other exteriorisation of colon,H159
9134,H32.8,Other specified exteriorisation of colon,H328
9135,H32.9,Unspecified exteriorisation of colon,H329
9136,H15,Other exteriorisation of colon,H15
9137,H32,Exteriorisation of colon,H32
9382,U17.5,Computed tomography of colon,U175
9398,H20.5,Fibreoptic endoscopic submucosal resection of lesion of colon,H205
9415,C82.3,External beam radiotherapy to lesion of retina,C823
9435,H21.4,Fibreoptic endoscopic insertion of expanding metal stent into colon,H214
9451,H26.6,Endoscopic submucosal resection of lesion of sigmoid colon using rigid sigmoidoscope,H266
9468,H27.4,Endoscopic insertion of expanding metal stent into sigmoid colon using rigid sigmoidoscope,H274
9516,H29.1,Subtotal excision of colon and rectum and creation of colonic pouch and anastomosis of colon to anus,H291
9602,H15.7,Percutaneous endoscopic sigmoid colostomy,H157
9658,A10.7,Stereotactic radiosurgery on tissue of brain,A107
9745,H29.8,Other specified subtotal excision of colon,H298
9746,H29.9,Unspecified subtotal excision of colon,H299
9749,H29,Subtotal excision of colon,H29
9761,H41.5,Peranal resection of rectum using staples,H415
9994,H44.2,Manual reduction of prolapse of rectum,H442
10007,R32.5,Repair of obstetric laceration of perineum and sphincter and mucosa of anus,R325
10131,H33.7,Perineal resection of rectum HFQ,H337
10199,H24.8,Other specified other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope,H248
10200,H24.9,Unspecified other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope,H249
10201,H25.8,Other specified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,H258
10202,H25.9,Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,H259
10203,H25,Diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,H25
10204,H27,Other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope,H27
10482,H07.4,Right hemicolectomy and ileostomy HFQ,H074
10528,H11.2,Colectomy and side to side anastomosis of ileum to colon NEC,H112
10731,H29.4,Subtotal excision of colon and creation of colonic pouch NEC,H294
10745,H29.2,Subtotal excision of colon and rectum and creation of colonic pouch NEC,H292
10880,H15.3,Refashioning of colostomy,H153
11054,H14.4,Appendicocaecostomy,H144
11241,H34.5,Open destruction of lesion of rectum NEC,H345
11302,M37.2,Repair of vesicocolic fistula,M372
11454,H14.3,Closure of caecostomy,H143
11545,H19.2,Fixation of colon,H192
11657,P25.3,Repair of rectovaginal fistula,P253
12712,H44.8,Other specified manipulation of rectum,H448
12713,H44.9,Unspecified manipulation of rectum,H449
12714,H44,Manipulation of rectum,H44
12725,H36.8,Other specified other abdominal operations for prolapse of rectum,H368
12726,H36.9,Unspecified other abdominal operations for prolapse of rectum,H369
12844,H46.8,Other specified other operations on rectum,H468
12845,H46.9,Unspecified other operations on rectum,H469
12847,H46,Other operations on rectum,H46
12990,H20.7,Fibreoptic endoscopic mucosal resection of lesion of colon,H207
13308,H46.4,Intubation of rectum NEC,H464
13441,G72.4,Anastomosis of ileum to rectum,G724
13479,H09.8,Other specified excision of left hemicolon,H098
13480,H09.9,Unspecified excision of left hemicolon,H099
13483,H09,Excision of left hemicolon,H09
13576,H19.8,Other specified other open operations on colon,H198
13577,H19.9,Unspecified other open operations on colon,H199
13578,H21.8,Other specified other therapeutic endoscopic operations on colon,H218
13579,H21.9,Unspecified other therapeutic endoscopic operations on colon,H219
13580,H30.8,Other specified other operations on colon,H308
13581,H30.9,Unspecified other operations on colon,H309
13582,H19,Other open operations on colon,H19
13583,H21,Other therapeutic endoscopic operations on colon,H21
13584,H30,Other operations on colon,H30
13698,H30.4,Intubation of colon NEC,H304
13741,H10.5,Sigmoid colectomy and exteriorisation of bowel NEC,H105
13742,H10.8,Other specified excision of sigmoid colon,H108
13743,H10.9,Unspecified excision of sigmoid colon,H109
13747,H10,Excision of sigmoid colon,H10
13881,H12.2,Excision of lesion of colon NEC,H122
13964,H33.8,Other specified excision of rectum,H338
13965,H33.9,Unspecified excision of rectum,H339
13968,H33,Excision of rectum,H33
14115,H33.6,Anterior resection of rectum and exteriorisation of bowel,H336
14190,H16.3,Colotomy,H163
14191,H16.8,Other specified incision of colon,H168
14192,H16.9,Unspecified incision of colon,H169
14193,H16,Incision of colon,H16
14280,H15.1,Loop colostomy,H151
