,concept_code_y,concept_name_y,opcs
1086,C66.8,Other specified extirpation of ciliary body,C668
1087,C66.9,Unspecified extirpation of ciliary body,C669
1088,C66,Extirpation of ciliary body,C66
1097,C66.2,Cauterisation of ciliary body,C662
1106,C69.1,Reformation of anterior chamber of eye,C691
1131,C72.8,Other specified intracapsular extraction of lens,C728
1132,C72.9,Unspecified intracapsular extraction of lens,C729
1133,C72,Intracapsular extraction of lens,C72
1147,C72.1,Forceps extraction of lens,C721
1161,C72.3,Cryoextraction of lens,C723
1172,C73.2,Capsulotomy of anterior lens capsule,C732
1182,C73.3,Capsulotomy of posterior lens capsule,C733
1205,C74.3,Mechanical lensectomy,C743
1218,C75.2,Revision of prosthetic replacement for lens,C752
1228,C77.3,Biopsy of lesion of lens,C773
1249,C79.1,Vitrectomy using anterior approach,C791
1259,C82.2,Cryotherapy to lesion of retina,C822
1268,C84.1,Epiretinal dissection,C841
1283,C84.2,Excision of lesion of retina NEC,C842
1293,C84.3,Biopsy of lesion of retina,C843
1328,C54.3,Buckling of sclera and implant HFQ,C543
1370,C52.8,Other specified excision of sclera,C528
1371,C52.9,Unspecified excision of sclera,C529
1372,C52,Excision of sclera,C52
2063,C81.8,Other specified photocoagulation of retina for detachment,C818
2064,C81.9,Unspecified photocoagulation of retina for detachment,C819
2143,C80.6,Removal of subretinal membrane NEC,C806
2155,C84.6,Retinotomy NEC,C846
2539,C45.6,Destruction of lesion of cornea NEC,C456
2540,C45,Extirpation of lesion of cornea,C45
2573,C59.2,Surgical iridectomy,C592
2590,C61.3,Goniotomy,C613
2604,C61.4,Goniopuncture,C614
2615,C62.2,Surgical iridotomy,C622
2624,C71.1,Simple linear extraction of lens,C711
2636,C82.1,Cauterisation of lesion of retina,C821
2672,C54.5,Buckling of sclera NEC,C545
2673,C54.8,Other specified buckling operations for attachment of retina,C548
2674,C54.9,Unspecified buckling operations for attachment of retina,C549
2675,C54,Buckling operations for attachment of retina,C54
2887,C44.3,Endothelial graft to cornea,C443
2938,C60.4,Iridoplasty NEC,C604
3114,C54.4,Buckling of sclera and local or encircling explant HFQ,C544
3140,C80.3,Delamination of epiretinal fibrovascular membrane,C803
3156,C80.4,Segmentation of epiretinal fibrovascular membrane,C804
3199,C69.2,Paracentesis of anterior chamber of eye,C692
3521,C82.8,Other specified destruction of lesion of retina,C828
3522,C82.9,Unspecified destruction of lesion of retina,C829
3523,C82,Destruction of lesion of retina,C82
3534,C66.4,Laser photocoagulation of ciliary body,C664
3808,C59.8,Other specified excision of iris,C598
3809,C59.9,Unspecified excision of iris,C599
3810,C59,Excision of iris,C59
3821,C72.2,Suction extraction of lens,C722
3835,C62.3,Laser iridotomy,C623
3905,C01.3,Evisceration of eye,C013
3943,C86.3,Suture of eye NEC,C863
4047,C62.8,Other specified incision of iris,C628
4048,C62.9,Unspecified incision of iris,C629
4049,C62,Incision of iris,C62
4231,C39.1,Excision of lesion of conjunctiva,C391
4379,C46.7,Transplant of corneal limbal cells,C467
4492,C82.6,Laser photocoagulation to lesion of retina NEC,C826
5169,C88.8,Other specified destruction of subretinal lesion,C888
5170,C88.9,Unspecified destruction of subretinal lesion,C889
5171,C88,Destruction of subretinal lesion,C88
5202,C83.8,Other specified translocation of retina,C838
5203,C83.9,Unspecified translocation of retina,C839
5205,C83,Translocation of retina,C83
5216,C87.4,Ultrasonic evaluation of retina,C874
5231,C47.4,Gluing of cornea,C474
5241,C52.2,Deep sclerectomy without spacer,C522
5256,C79.5,Internal tamponade of retina using gas,C795
5273,C82.3,External beam radiotherapy to lesion of retina,C823
5305,C43.7,Transplantation of conjunctiva,C437
5317,C52.1,Deep sclerectomy with spacer,C521
5327,C83.3,Limited macular translocation,C833
5353,C85.5,Retinopexy NEC,C855
5354,C85.8,Other specified fixation of retina,C858
5355,C85.9,Unspecified fixation of retina,C859
5358,C85,Fixation of retina,C85
5387,C79.6,Internal tamponade of retina using liquid,C796
5409,C87.8,Other specified evaluation of retina,C878
5410,C87.9,Unspecified evaluation of retina,C879
5413,C87,Evaluation of retina,C87
5436,C85.3,Retinopexy using mechanical tacks,C853
5451,C85.1,Retinopexy using cryotherapy,C851
5467,C65.2,Injection of bleb,C652
5479,C85.4,Retinopexy using tissue adhesive,C854
5492,C88.2,Photodynamic therapy to subretinal lesion,C882
5504,C83.1,Pigment epithelium translocation of retina,C831
5527,C84.4,Retinal vascular sheathotomy,C844
5553,C53.4,Destruction of lesion of sclera NEC,C534
5554,C53,Extirpation of lesion of sclera,C53
5815,C86.1,Biopsy of lesion of eye NEC,C861
6062,C64.2,Excision of lesion of iris,C642
6102,C69.4,Irrigation of anterior chamber of eye,C694
6183,C49.3,Radial keratotomy,C493
6418,C86.2,Repair of globe,C862
6450,C39.2,Cauterisation of lesion of conjunctiva,C392
6507,C53.2,Excision of lesion of sclera NEC,C532
6508,C53.8,Other specified extirpation of lesion of sclera,C538
6509,C53.9,Unspecified extirpation of lesion of sclera,C539
6586,C47.1,Suture of cornea,C471
6610,C49.8,Other specified incision of cornea,C498
6611,C49.9,Unspecified incision of cornea,C499
6612,C49,Incision of cornea,C49
6628,C73.1,Membranectomy of lens,C731
6629,C77.1,Capsulectomy,C771
6894,C66.3,Cryotherapy to ciliary body,C663
6964,C57.2,Repair of sclera,C572
6991,C41.8,Other specified incision of conjunctiva,C418
6992,C41.9,Unspecified incision of conjunctiva,C419
6993,C41,Incision of conjunctiva,C41
7029,C64.3,Destruction of lesion of iris,C643
7039,C73,Incision of capsule of lens,C73
7078,C74.8,Other specified other extraction of lens,C748
7079,C74.9,Unspecified other extraction of lens,C749
7080,C74,Other extraction of lens,C74
7151,C45.2,Excision of lesion of cornea NEC,C452
7152,C45.8,Other specified extirpation of lesion of cornea,C458
7153,C45.9,Unspecified extirpation of lesion of cornea,C459
7261,C40.8,Other specified repair of conjunctiva,C408
7262,C40.9,Unspecified repair of conjunctiva,C409
7263,C40,Repair of conjunctiva,C40
7556,C40.5,Suture of conjunctiva,C405
7570,C61.2,Trabeculotomy,C612
7704,C73.4,Capsulotomy of lens NEC,C734
7705,C73.8,Other specified incision of capsule of lens,C738
7706,C73.9,Unspecified incision of capsule of lens,C739
7775,C79.2,Vitrectomy using pars plana approach,C792
7914,C65.3,Revision of bleb NEC,C653
