,concept_code_y,concept_name_y,opcs
4841,H20.3,Fibreoptic endoscopic laser destruction of lesion of colon,H203
4851,H21.1,Fibreoptic endoscopic dilation of colon,H211
4863,H21.2,Fibreoptic endoscopic coagulation of blood vessel of colon,H212
4877,H26.1,Endoscopic snare resection of lesion of sigmoid colon using rigid sigmoidoscope,H261
4890,H26.2,Endoscopic cauterisation of lesion of sigmoid colon using rigid sigmoidoscope,H262
4904,H26.3,Endoscopic laser destruction of lesion of sigmoid colon using rigid sigmoidoscope,H263
4917,H26.4,Endoscopic cryotherapy to lesion of sigmoid colon using rigid sigmoidoscope,H264
4928,H27.1,Endoscopic dilation of sigmoid colon using rigid sigmoidoscope,H271
4941,H30.5,Irrigation of colon,H305
4955,H33.2,Proctectomy and anastomosis of colon to anus,H332
4964,H33.3,Anterior resection of rectum and anastomosis of colon to rectum using staples,H333
4975,H34.1,Open excision of lesion of rectum,H341
4985,H34.2,Open cauterisation of lesion of rectum,H342
4994,H34.3,Open cryotherapy to lesion of rectum,H343
5005,H34.4,Open laser destruction of lesion of rectum,H344
5015,H40.1,Trans-sphincteric excision of mucosa of rectum,H401
5025,H40.3,Trans-sphincteric destruction of lesion of rectum,H403
5036,H40.4,Trans-sphincteric anastomosis of colon to anus,H404
5063,H42.6,Perineal repair of prolapse of rectum NEC,H426
5064,H42.8,Other specified perineal operations for prolapse of rectum,H428
5065,H42.9,Unspecified perineal operations for prolapse of rectum,H429
5077,H42.1,Insertion of encircling suture around perianal sphincter,H421
5089,H42.2,Perineal plication of levator ani muscles and anal sphincters,H422
5109,H42.3,Insertion of supralevator sling,H423
5119,H44.4,Examination of rectum under anaesthetic,H444
5128,H44.5,Massage of rectum,H445
5148,H46.1,Radiological reduction of intussusception of rectum using barium enema,H461
5163,H46.2,Hydrostatic reduction of intussusception of rectum,H462
5250,H47.1,Excision of sphincter of anus,H471
5264,H48.2,Excision of skin tag of anus,H482
5278,H48.3,Excision of perianal wart,H483
5291,H48.1,Excision of polyp of anus,H481
5318,H49.8,Other specified destruction of lesion of anus,H498
5319,H49.9,Unspecified destruction of lesion of anus,H499
5320,H49,Destruction of lesion of anus,H49
5336,H49.1,Cauterisation of lesion of anus,H491
5348,H49.2,Laser destruction of lesion of anus,H492
5358,H49.3,Cryotherapy to lesion of anus,H493
5378,H50.1,Posterior repair of anal sphincter,H501
5386,H50.2,Anterior repair of anal sphincter,H502
5404,H50.4,Reanastomosis of rectum to anal canal for correction of congenital atresia of rectum,H504
5412,H51.2,Partial internal sphincterotomy for haemorrhoid,H512
5445,H52.8,Other specified destruction of haemorrhoid,H528
5446,H52.9,Unspecified destruction of haemorrhoid,H529
5447,H52,Destruction of haemorrhoid,H52
5458,H52.2,Infrared photocoagulation of haemorrhoid,H522
5472,H52.4,Rubber band ligation of haemorrhoid,H524
5483,H53.2,Forced manual dilation of anus for haemorrhoid,H532
5499,H54.8,Other specified dilation of anal sphincter,H548
5500,H54.9,Unspecified dilation of anal sphincter,H549
5501,H54,Dilation of anal sphincter,H54
5518,H55.5,Fistulography of anal fistula,H555
5527,H56.1,Biopsy of lesion of anus,H561
5536,H56.2,Lateral sphincterotomy of anus,H562
5581,R32.2,Repair of obstetric laceration of perineum and sphincter of anus,R322
6477,H20.4,Fibreoptic endoscopic destruction of lesion of colon NEC,H204
6596,H35.1,Anterior fixation of rectum NEC,H351
6609,H35.3,Posterior fixation of rectum NEC,H353
6704,M62.4,Repair of rectoprostatic fistula,M624
6797,G71.5,Bypass of ileum by anastomosis of ileum to colon NEC,G715
6798,G72.3,Anastomosis of ileum to colon NEC,G723
6886,H11.1,Colectomy and end to end anastomosis of colon to colon NEC,H111
6887,H11.3,Colectomy and anastomosis NEC,H113
6888,H11.4,Colectomy and ileostomy NEC,H114
6889,H11.5,Colectomy and exteriorisation of bowel NEC,H115
6890,H11.8,Other specified other excision of colon,H118
6891,H11.9,Unspecified other excision of colon,H119
6894,H11,Other excision of colon,H11
7084,H51.1,Haemorrhoidectomy,H511
7085,H51.8,Other specified excision of haemorrhoid,H518
7086,H51.9,Unspecified excision of haemorrhoid,H519
7087,H51,Excision of haemorrhoid,H51
7225,H05.8,Other specified total excision of colon,H058
7226,H05.9,Unspecified total excision of colon,H059
7229,H05,Total excision of colon,H05
7291,G61.3,Bypass of jejunum by anastomosis of jejunum to colon,G613
7306,H20.8,Other specified endoscopic extirpation of lesion of colon,H208
7307,H20.9,Unspecified endoscopic extirpation of lesion of colon,H209
7308,H20,Endoscopic extirpation of lesion of colon,H20
7317,H37,Other endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H37
7318,H37.8,Other specified other endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H378
7319,H37.9,Unspecified other endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H379
7336,H26.5,Endoscopic destruction of lesion of sigmoid colon using rigid sigmoidoscope NEC,H265
7337,H26.7,Endoscopic resection of lesion of sigmoid colon using rigid sigmoidoscope NEC,H267
7338,H26.8,Other specified endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H268
7339,H26.9,Unspecified endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H269
7340,H26,Endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H26
7397,H33.1,Abdominoperineal excision of rectum and end colostomy,H331
7418,H34.8,Other specified open extirpation of lesion of rectum,H348
7419,H34.9,Unspecified open extirpation of lesion of rectum,H349
7420,H34,Open extirpation of lesion of rectum,H34
7429,H35.2,Posterior fixation of rectum using prosthetic material,H352
7440,H35.4,Fixation of rectum using fascia lata,H354
7473,H40.2,Trans-sphincteric excision of lesion of rectum,H402
7474,H41.2,Peranal excision of lesion of rectum,H412
7489,H41.3,Peranal destruction of lesion of rectum,H413
7505,H50.3,Cutback of covered anus,H503
7523,X35.2,Intravenous chemotherapy,X352
7537,X37.3,Intramuscular chemotherapy,X373
7549,X38.4,Subcutaneous chemotherapy,X384
7628,H08.8,Other specified excision of transverse colon,H088
7629,H08.9,Unspecified excision of transverse colon,H089
7632,H08,Excision of transverse colon,H08
7670,H54.1,Anorectal stretch,H541
7948,H18.8,Other specified open endoscopic operations on colon,H188
7949,H18.9,Unspecified open endoscopic operations on colon,H189
7950,H18,Open endoscopic operations on colon,H18
8134,H41.4,Peranal mucosal proctectomy and endoanal anastomosis,H414
8421,H52.1,Cryotherapy to haemorrhoid,H521
8431,H42,Perineal operations for prolapse of rectum,H42
8566,H04.2,Panproctocolectomy and anastomosis of ileum to anus and creation of pouch HFQ,H042
8793,H06.4,Extended right hemicolectomy and ileostomy HFQ,H064
8901,G02.5,Total oesophagectomy and interposition of colon NEC,G025
8902,G03.6,Partial oesophagectomy and interposition of colon NEC,G036
9089,H08.4,Transverse colectomy and ileostomy HFQ,H084
9101,H08.5,Transverse colectomy and exteriorisation of bowel NEC,H085
9111,H10.4,Sigmoid colectomy and ileostomy HFQ,H104
9169,H09.5,Left hemicolectomy and exteriorisation of bowel NEC,H095
9239,H05.3,Total colectomy and ileostomy NEC,H053
9256,H05.2,Total colectomy and ileostomy and creation of rectal fistula HFQ,H052
9342,H04.1,Panproctocolectomy and ileostomy,H041
9343,H04.3,Panproctocolectomy and anastomosis of ileum to anus NEC,H043
9627,H08.3,Transverse colectomy and anastomosis NEC,H083
9644,H09.3,Left hemicolectomy and anastomosis NEC,H093
9662,H09.4,Left hemicolectomy and ileostomy HFQ,H094
9676,H10.3,Sigmoid colectomy and anastomosis NEC,H103
9705,H33.4,Anterior resection of rectum and anastomosis NEC,H334
9766,H15.4,Closure of colostomy,H154
10431,Y91,External beam radiotherapy,Y91
10585,H07.3,Right hemicolectomy and anastomosis NEC,H073
10586,H07.8,Other specified other excision of right hemicolon,H078
10587,H07.9,Unspecified other excision of right hemicolon,H079
10591,H07,Other excision of right hemicolon,H07
10784,H05.1,Total colectomy and anastomosis of ileum to rectum,H051
11231,X65.6,Delivery of a fraction of intraluminal brachytherapy,X656
11298,H12.1,Excision of diverticulum of colon,H121
11310,H42.5,Excision of mucosal prolapse of rectum NEC,H425
11350,H56.4,Excision of anal fissure,H564
11987,H30.1,Radiological reduction of intussusception of colon using barium enema,H301
12023,H15.8,Other specified other exteriorisation of colon,H158
12024,H15.9,Unspecified other exteriorisation of colon,H159
12025,H32.8,Other specified exteriorisation of colon,H328
12026,H32.9,Unspecified exteriorisation of colon,H329
12027,H15,Other exteriorisation of colon,H15
12028,H32,Exteriorisation of colon,H32
12124,J48.7,Percutaneous brachytherapy of lesion of bile duct,J487
12125,X65.7,Delivery of radionuclide therapy NEC,X657
12126,Y89.8,Other specified brachytherapy,Y898
12127,Y89.9,Unspecified brachytherapy,Y899
12128,Y90.2,Radiotherapy NEC,Y902
12499,U17.5,Computed tomography of colon,U175
12528,M70.6,Radioactive seed implantation into prostate,M706
12544,H20.5,Fibreoptic endoscopic submucosal resection of lesion of colon,H205
12561,C82.3,External beam radiotherapy to lesion of retina,C823
12577,H26.6,Endoscopic submucosal resection of lesion of sigmoid colon using rigid sigmoidoscope,H266
12590,H66.1,Excision of ileoanal pouch,H661
12638,H29.1,Subtotal excision of colon and rectum and creation of colonic pouch and anastomosis of colon to anus,H291
12748,C82.4,Plaque radiotherapy to lesion of retina,C824
12778,A10.7,Stereotactic radiosurgery on tissue of brain,A107
12796,H57.4,Creation of graciloplasty sphincter,H574
12797,H57.5,Placement of dynamic graciloplasty sphincter,H575
12886,H29.8,Other specified subtotal excision of colon,H298
12887,H29.9,Unspecified subtotal excision of colon,H299
12890,H29,Subtotal excision of colon,H29
12902,H41.5,Peranal resection of rectum using staples,H415
13361,H44.2,Manual reduction of prolapse of rectum,H442
13374,R32.5,Repair of obstetric laceration of perineum and sphincter and mucosa of anus,R325
13408,H55.7,Repair of anal fistula using plug,H557
13531,H33.7,Perineal resection of rectum HFQ,H337
13599,H24.8,Other specified other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope,H248
13600,H24.9,Unspecified other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope,H249
13601,H25.8,Other specified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,H258
13602,H25.9,Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,H259
13603,H25,Diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,H25
13604,H27,Other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope,H27
13911,H07.4,Right hemicolectomy and ileostomy HFQ,H074
13957,H11.2,Colectomy and side to side anastomosis of ileum to colon NEC,H112
14301,H29.4,Subtotal excision of colon and creation of colonic pouch NEC,H294
14315,H29.2,Subtotal excision of colon and rectum and creation of colonic pouch NEC,H292
14477,H50.8,Other specified repair of anus,H508
14478,H50.9,Unspecified repair of anus,H509
14479,H50,Repair of anus,H50
14618,H48.8,Other specified excision of lesion of anus,H488
14619,H48.9,Unspecified excision of lesion of anus,H489
14620,H48,Excision of lesion of anus,H48
14726,H53.3,Manual reduction of prolapsed haemorrhoid,H533
14789,H34.5,Open destruction of lesion of rectum NEC,H345
14850,M37.2,Repair of vesicocolic fistula,M372
15120,H19.2,Fixation of colon,H192
15251,P25.3,Repair of rectovaginal fistula,P253
15773,G72.5,Anastomosis of ileum to anus and creation of pouch HFQ,G725
16448,H44.8,Other specified manipulation of rectum,H448
16449,H44.9,Unspecified manipulation of rectum,H449
16450,H44,Manipulation of rectum,H44
16461,H36.8,Other specified other abdominal operations for prolapse of rectum,H368
16462,H36.9,Unspecified other abdominal operations for prolapse of rectum,H369
16679,H20.7,Fibreoptic endoscopic mucosal resection of lesion of colon,H207
17174,G72.4,Anastomosis of ileum to rectum,G724
17212,H09.8,Other specified excision of left hemicolon,H098
17213,H09.9,Unspecified excision of left hemicolon,H099
17216,H09,Excision of left hemicolon,H09
17327,H52.3,Injection of sclerosing substance into haemorrhoid,H523
17370,H10.5,Sigmoid colectomy and exteriorisation of bowel NEC,H105
17371,H10.8,Other specified excision of sigmoid colon,H108
17372,H10.9,Unspecified excision of sigmoid colon,H109
17376,H10,Excision of sigmoid colon,H10
17543,H12.2,Excision of lesion of colon NEC,H122
17626,H33.8,Other specified excision of rectum,H338
17627,H33.9,Unspecified excision of rectum,H339
17630,H33,Excision of rectum,H33
17798,H33.6,Anterior resection of rectum and exteriorisation of bowel,H336
17900,H16.3,Colotomy,H163
17901,H16.8,Other specified incision of colon,H168
17902,H16.9,Unspecified incision of colon,H169
17903,H16,Incision of colon,H16
