,concept_code_y,concept_name_y,opcs
16025,J04.9,Unspecified repair of liver,J049
16027,J04,Repair of liver,J04
16061,K45,Connection of thoracic artery to coronary artery,K45
17997,E01.8,Other specified excision of nose,E018
17998,E01.9,Unspecified excision of nose,E019
17999,E01,Excision of nose,E01
18224,E31.8,Other specified reconstruction of larynx,E318
18225,E31.9,Unspecified reconstruction of larynx,E319
18226,E31,Reconstruction of larynx,E31
18541,E40.1,Reconstruction of trachea and anastomosis HFQ,E401
18542,E40.3,Reconstruction of trachea NEC,E403
18780,E54.8,Other specified excision of lung,E548
18781,E54.9,Unspecified excision of lung,E549
18783,E54,Excision of lung,E54
19670,F04.8,Other specified other reconstruction of lip,F048
19671,F04.9,Unspecified other reconstruction of lip,F049
19672,F04,Other reconstruction of lip,F04
19733,F40.8,Other specified other repair of other part of mouth,F408
19734,F40.9,Unspecified other repair of other part of mouth,F409
19735,F40,Other repair of other part of mouth,F40
20109,E20.1,Total adenoidectomy,E201
20208,F36.1,Destruction of tonsil,F361
20288,M22.1,Suture of ureter,M221
20444,N06.3,Orchidectomy NEC,N063
20445,N06.8,Other specified other excision of testis,N068
20446,N06.9,Unspecified other excision of testis,N069
20449,N06,Other excision of testis,N06
20604,N17.8,Other specified excision of vas deferens,N178
20605,N17.9,Unspecified excision of vas deferens,N179
20606,N17,Excision of vas deferens,N17
20634,N01.1,Excision of scrotum,N011
20699,N18.2,Suture of vas deferens NEC,N182
20728,N03.6,Reconstruction of scrotum,N036
20773,N01.8,Other specified extirpation of scrotum,N018
20774,N01.9,Unspecified extirpation of scrotum,N019
20904,Q01.8,Other specified excision of cervix uteri,Q018
20905,Q01.9,Unspecified excision of cervix uteri,Q019
20906,Q01,Excision of cervix uteri,Q01
21065,R30.1,Repositioning of inverted delivered uterus,R301
21143,Q23.3,Unilateral salpingectomy NEC,Q233
21144,Q23.4,Salpingectomy of remaining solitary fallopian tube NEC,Q234
21145,Q24.2,Salpingectomy NEC,Q242
21182,Q39.8,Other specified diagnostic endoscopic examination of fallopian tube,Q398
21183,Q39.9,Unspecified diagnostic endoscopic examination of fallopian tube,Q399
21184,Q39,Diagnostic endoscopic examination of fallopian tube,Q39
21282,Q30.1,Reconstruction of fallopian tube,Q301
21540,C01.8,Other specified excision of eye,C018
21541,C01.9,Unspecified excision of eye,C019
21543,C01,Excision of eye,C01
21707,C47.8,Other specified closure of cornea,C478
21708,C47.9,Unspecified closure of cornea,C479
21709,C47,Closure of cornea,C47
21874,D03.2,Reconstruction of external ear NEC,D032
22603,S37.3,Xenograft of skin to head or neck,S373
22618,S37.4,Xenograft of skin NEC,S374
22760,K11.3,Repair of defect of interventricular septum using tissue graft NEC,K113
23280,C17.1,Suture of eyelid,C171
23339,N07.2,Destruction of lesion of testis,N072
23364,X22.1,Open reduction of congenital deformity of hip,X221
23428,D28.1,Biopsy of lesion of ear NEC,D281
24323,K32.3,Closed tricuspid valvotomy,K323
24458,F55.2,Dilation of submandibular duct,F552
24754,F44.1,Total excision of parotid gland,F441
25032,E03.6,Septoplasty of nose NEC,E036
25302,A10.1,Leucotomy NEC,A101
25364,C34.7,Tenotomy of combinations of muscles of eye,C347
25398,C71.8,Other specified extracapsular extraction of lens,C718
25399,C71.9,Unspecified extracapsular extraction of lens,C719
25400,C71,Extracapsular extraction of lens,C71
25599,P23.1,Anterior and posterior colporrhaphy NEC,P231
25876,K48.3,Open angioplasty of coronary artery,K483
25918,A01.1,Hemispherectomy,A011
25932,M25.1,Excision of ureterocele,M251
26029,N20.5,Vasography,N205
26119,M43.3,Endoscopic overdistension of bladder NEC,M433
26360,V45.3,Manipulative reduction of fracture of spine,V453
26361,V45.8,Other specified other reduction of fracture of spine,V458
26362,V45.9,Unspecified other reduction of fracture of spine,V459
26520,S60.7,Epilation NEC,S607
26701,Q45.8,Other specified repair of ovary,Q458
26702,Q45.9,Unspecified repair of ovary,Q459
26703,Q45,Repair of ovary,Q45
26958,U30.1,Tilt table testing,U301
27114,W16.2,Multiple osteotomy and external fixation HFQ,W162
27115,W16.3,Multiple osteotomy NEC,W163
27116,W16.5,Osteotomy and external fixation NEC,W165
27117,W16.8,Other specified other division of bone,W168
27118,W16.9,Unspecified other division of bone,W169
27148,M37.4,Closure of exstrophy,M374
27206,M05.3,Nephropexy,M053
27238,U54.2,Delivery of rehabilitation for respiratory disorders,U542
27313,A27.1,Extracranial truncal vagotomy,A271
27605,C66.1,Excision of ciliary body,C661
27716,H56.3,Incision of septum of anus,H563
27744,W07.3,Excision of intramuscular ectopic bone,W073
27795,L85.8,Other specified ligation of varicose vein of leg,L858
27796,L85.9,Unspecified ligation of varicose vein of leg,L859
27798,L85,Ligation of varicose vein of leg,L85
27831,N30.4,Dorsal slit of prepuce,N304
27978,C39.8,Other specified extirpation of lesion of conjunctiva,C398
27979,C39.9,Unspecified extirpation of lesion of conjunctiva,C399
27980,C39,Extirpation of lesion of conjunctiva,C39
28232,E25.2,Diagnostic endoscopic examination of pharynx and biopsy of lesion of pharynx NEC,E252
31566,M79.6,Urethrography ascending NEC,M796
31567,M79.7,Urethrography descending NEC,M797
31701,F48.4,Sialography,F484
32574,R36.2,Viability scan,R362
32624,U12.4,Ultrasound of bladder,U124
32647,C05.1,Reconstruction of cavity of orbit,C051
32861,X23.2,Correction of pseudoarthrosis of tibia,X232
32958,A01.8,Other specified major excision of tissue of brain,A018
32959,A01.9,Unspecified major excision of tissue of brain,A019
32960,A01,Major excision of tissue of brain,A01
32968,A01.2,Total lobectomy of brain,A012
32978,A02.1,Excision of lesion of tissue of frontal lobe of brain,A021
32988,A02.2,Excision of lesion of tissue of temporal lobe of brain,A022
32998,A02.3,Excision of lesion of tissue of parietal lobe of brain,A023
33008,A02.4,Excision of lesion of tissue of occipital lobe of brain,A024
33018,A02.5,Excision of lesion of tissue of cerebellum,A025
33038,A03.8,Other specified stereotactic ablation of tissue of brain,A038
33039,A03.9,Unspecified stereotactic ablation of tissue of brain,A039
33040,A03,Stereotactic ablation of tissue of brain,A03
33057,A03.1,Stereotactic leucotomy,A031
33069,P30,Other repair of vault of vagina,P30
33070,P30.8,Other specified other repair of vault of vagina,P308
33071,P30.9,Unspecified other repair of vault of vagina,P309
33093,P24.8,Other specified repair of vault of vagina,P248
33094,P24.9,Unspecified repair of vault of vagina,P249
33095,P24,Repair of vault of vagina,P24
33106,A03.2,Stereotactic ablation of tissue of thalamus,A032
33116,A03.3,Stereotactic ablation of tissue of globus pallidus,A033
33125,A03.4,Stereotactic ablation of tissue of brain stem,A034
33146,A04.8,Other specified open biopsy of lesion of tissue of brain,A048
33147,A04.9,Unspecified open biopsy of lesion of tissue of brain,A049
33159,A04.1,Open biopsy of lesion of tissue of frontal lobe of brain,A041
33170,A04.2,Open biopsy of lesion of tissue of temporal lobe of brain,A042
33181,A04.3,Open biopsy of lesion of tissue of parietal lobe of brain,A043
33192,A04.4,Open biopsy of lesion of tissue of occipital lobe of brain,A044
33203,A04.5,Open biopsy of lesion of tissue of cerebellum,A045
33214,A04.6,Open biopsy of lesion of tissue of brain stem,A046
33263,A12.8,Other specified creation of connection from ventricle of brain,A128
33264,A12.9,Unspecified creation of connection from ventricle of brain,A129
33265,A12,Creation of connection from ventricle of brain,A12
33275,A12.5,Creation of subcutaneous cerebrospinal fluid reservoir,A125
33287,A17.1,Endoscopic extirpation of lesion of ventricle of brain,A171
33305,A18.8,Other specified diagnostic endoscopic examination of ventricle of brain,A188
33306,A18.9,Unspecified diagnostic endoscopic examination of ventricle of brain,A189
33307,A18,Diagnostic endoscopic examination of ventricle of brain,A18
33331,A20.2,Ventriculography of brain,A202
33342,A24.1,Primary microsurgical graft to facial nerve (vii),A241
33352,A24.2,Secondary microsurgical graft to facial nerve (vii),A242
33381,A25.8,Intracranial transection of specified cranial nerve NEC,A258
33382,A25.9,Unspecified intracranial transection of cranial nerve,A259
33383,A25,Intracranial transection of cranial nerve,A25
33393,A25.1,Intracranial transection of optic nerve (ii),A251
33403,A25.2,Intracranial transection of oculomotor nerve (iii),A252
33432,A25.3,Intracranial transection of trigeminal nerve (v),A253
33442,A25.4,Intracranial transection of facial nerve (vii),A254
33452,A25.5,Intracranial transection of acoustic nerve (viii),A255
33462,A25.6,Intracranial transection of glossopharyngeal nerve (ix),A256
33471,A25.7,Intracranial transection of vagus nerve (x),A257
33499,A26.1,Intracranial destruction of optic nerve (ii),A261
33510,A26.2,Intracranial destruction of oculomotor nerve (iii),A262
33540,A26.4,Intracranial destruction of facial nerve (vii),A264
33550,A26.5,Intracranial destruction of acoustic nerve (viii),A265
33558,A26.6,Intracranial destruction of glossopharyngeal nerve (ix),A266
33568,A26.7,Intracranial destruction of vagus nerve (x),A267
33597,A29.1,Excision of lesion of optic nerve (ii),A291
33608,A29.2,Excision of lesion of oculomotor nerve (iii),A292
33709,A29.3,Excision of lesion of trigeminal nerve (v),A293
33720,A29.4,Excision of lesion of facial nerve (vii),A294
33732,A29.5,Excision of lesion of acoustic nerve (viii),A295
33742,A29.6,Excision of lesion of glossopharyngeal nerve (ix),A296
33753,A29.7,Excision of lesion of vagus nerve (x),A297
33786,A30.1,Repair of optic nerve (ii),A301
33800,A30.2,Repair of oculomotor nerve (iii),A302
33839,A30.3,Repair of trigeminal nerve (v),A303
33856,A30.4,Repair of facial nerve (vii),A304
33869,A30.5,Repair of acoustic nerve (viii),A305
33881,A30.6,Repair of glossopharyngeal nerve (ix),A306
33894,A30.7,Repair of vagus nerve (x),A307
33938,A31.8,Intracranial stereotactic neurolysis of specified cranial nerve NEC,A318
33939,A31.9,Unspecified intracranial stereotactic release of cranial nerve,A319
33940,A31,Intracranial stereotactic release of cranial nerve,A31
33952,A31.1,Intracranial stereotactic neurolysis of optic nerve (ii),A311
33964,A31.2,Intracranial stereotactic neurolysis of oculomotor nerve (iii),A312
33996,A31.3,Intracranial stereotactic neurolysis of trigeminal nerve (v),A313
34008,A31.4,Intracranial stereotactic neurolysis of facial nerve (vii),A314
34020,A31.5,Intracranial stereotactic neurolysis of acoustic nerve (viii),A315
34030,A31.6,Intracranial stereotactic neurolysis of glossopharyngeal nerve (ix),A316
34042,A31.7,Intracranial stereotactic neurolysis of vagus nerve (x),A317
34076,A32.1,Decompression of optic nerve (ii),A321
34087,A32.2,Decompression of oculomotor nerve (iii),A322
34119,A32.3,Decompression of trigeminal nerve (v),A323
34131,A32.5,Decompression of acoustic nerve (viii),A325
34141,A32.6,Decompression of glossopharyngeal nerve (ix),A326
34152,A32.7,Decompression of vagus nerve (x),A327
34195,A33.8,Other specified neurostimulation of cranial nerve,A338
34196,A33.9,Unspecified neurostimulation of cranial nerve,A339
34197,A33,Neurostimulation of cranial nerve,A33
34207,A34.1,Exploration of optic nerve (ii),A341
34219,A34.2,Exploration of oculomotor nerve (iii),A342
34250,A34.3,Exploration of trigeminal nerve (v),A343
34260,A34.4,Exploration of facial nerve (vii),A344
34271,A34.5,Exploration of acoustic nerve (viii),A345
34280,A34.6,Exploration of glossopharyngeal nerve (ix),A346
34290,A34.7,Exploration of vagus nerve (x),A347
34318,A36.3,Biopsy of lesion of cranial nerve,A363
34345,A38.8,Other specified extirpation of lesion of meninges of brain,A388
34346,A38.9,Unspecified extirpation of lesion of meninges of brain,A389
34347,A43.8,Other specified other extirpation of lesion of meninges of brain,A438
34348,A43.9,Unspecified other extirpation of lesion of meninges of brain,A439
34349,A38,Extirpation of lesion of meninges of brain,A38
34364,A38.1,Extirpation of lesion of meninges of cortex of brain,A381
34374,A38.2,Extirpation of lesion of meninges of sphenoidal ridge of cranium,A382
34383,A38.3,Extirpation of lesion of meninges of subfrontal region of brain,A383
34392,A38.4,Extirpation of lesion of meninges of parasagittal region of brain,A384
34402,A38.5,Extirpation of lesion of falx cerebri,A385
34411,A38.6,Extirpation of lesion of tentorium cerebelli,A386
34424,A39.1,Repair of meningoencephalocele,A391
34434,A39.2,Repair of dura of anterior fossa of cranium,A392
34442,A39.3,Repair of dura of middle fossa of cranium,A393
34450,A39.4,Repair of dura of posterior fossa of cranium,A394
34458,A39.5,Repair of dura of vault of cranium,A395
34488,A42.1,Creation of anastomosis of dura,A421
34506,A44.8,Other specified partial extirpation of spinal cord,A448
34507,A44.9,Unspecified partial extirpation of spinal cord,A449
34508,A44,Partial extirpation of spinal cord,A44
34517,A44.1,Chordectomy of spinal cord,A441
34530,A45.4,Open biopsy of lesion of spinal cord,A454
34543,A49.1,Freeing of spinal tether NEC,A491
34556,A51.1,Extirpation of lesion of meninges of spinal cord,A511
34567,A53.1,Cerebrospinal syringostomy,A531
34582,A53.2,Creation of thecoperitoneal shunt,A532
34598,A53.3,Creation of syringoperitoneal shunt,A533
34609,A53.4,Creation of lumboperitoneal shunt,A534
34620,A55.3,Spinal manometry,A553
34628,A57.4,Injection of destructive substance into spinal nerve root,A574
34638,A57.3,Radiofrequency controlled thermal destruction of spinal nerve root,A573
34648,A47.2,Radiofrequency controlled thermal destruction of spinothalamic tract,A472
34667,C46.1,Refractive keratoplasty,C461
34676,A59.1,Total sacrifice of peripheral nerve,A591
34685,A59.2,Partial sacrifice of peripheral nerve,A592
34705,A60.1,Enucleation of peripheral nerve,A601
34721,A60.5,Injection of destructive substance into peripheral nerve,A605
34741,A60.4,Radiofrequency controlled thermal destruction of peripheral nerve,A604
34766,A61.2,Cryotherapy to lesion of peripheral nerve,A612
34779,A61.3,Radiotherapy to lesion of peripheral nerve,A613
34808,A62.3,Microsurgical graft to peripheral nerve NEC,A623
34809,A62.4,Primary microsurgical repair of peripheral nerve NEC,A624
34810,A62.5,Secondary microsurgical repair of peripheral nerve NEC,A625
34811,A62.6,Microsurgical graft to multiple peripheral nerves NEC,A626
34812,A62.7,Microsurgical repair of multiple peripheral nerves NEC,A627
34813,A62.8,Other specified microsurgical repair of peripheral nerve,A628
34814,A62.9,Unspecified microsurgical repair of peripheral nerve,A629
34815,A62,Microsurgical repair of peripheral nerve,A62
34826,A62.1,Primary microsurgical graft to peripheral nerve,A621
34834,A62.2,Secondary microsurgical graft to peripheral nerve,A622
34857,A64.1,Primary approximation of peripheral nerve,A641
34865,A64.3,Secondary repair of peripheral nerve and mobilisation of peripheral nerve,A643
34886,A65.8,Other specified release of entrapment of peripheral nerve at wrist,A658
34887,A65.9,Unspecified release of entrapment of peripheral nerve at wrist,A659
34888,A65,Release of entrapment of peripheral nerve at wrist,A65
34897,A65.2,Canal of Guyon release,A652
34947,A66.8,Other specified release of entrapment of peripheral nerve at ankle,A668
34948,A66.9,Unspecified release of entrapment of peripheral nerve at ankle,A669
34949,A66,Release of entrapment of peripheral nerve at ankle,A66
34960,A67.1,Cubital tunnel release,A671
34978,A68.2,Secondary neurolysis of peripheral nerve and transposition of peripheral nerve,A682
34995,A69.1,Revision of neurolysis of peripheral nerve and transposition of peripheral nerve,A691
34996,A69.8,Other specified revision of release of peripheral nerve,A698
34997,A69.9,Unspecified revision of release of peripheral nerve,A699
34998,A69,Revision of release of peripheral nerve,A69
35031,A70.8,Other specified neurostimulation of peripheral nerve,A708
35032,A70.9,Unspecified neurostimulation of peripheral nerve,A709
35033,A70,Neurostimulation of peripheral nerve,A70
35043,A73.1,Biopsy of lesion of peripheral nerve,A731
35067,A76.1,Chemical destruction of cervical sympathetic nerve,A761
35082,A77.1,Cryotherapy to cervical sympathetic nerve,A771
35093,A78.1,Radiofrequency controlled thermal destruction of cervical sympathetic nerve,A781
35104,A76.3,Chemical destruction of lumbar sympathetic nerve,A763
35115,A77.3,Cryotherapy to lumbar sympathetic nerve,A773
35127,A78.3,Radiofrequency controlled thermal destruction of lumbar sympathetic nerve,A783
35144,A75.2,Excision of thoracic sympathetic nerve,A752
35154,A76.2,Chemical destruction of thoracic sympathetic nerve,A762
35171,A77.2,Cryotherapy to thoracic sympathetic nerve,A772
35185,A78.2,Radiofrequency controlled thermal destruction of thoracic sympathetic nerve,A782
35195,A76.4,Chemical destruction of perivascular sympathetic nerve,A764
35203,A77.4,Cryotherapy to perivascular sympathetic nerve,A774
35213,A78.4,Radiofrequency controlled thermal destruction of perivascular sympathetic nerve,A784
35222,A76.5,Chemical destruction of splanchnic sympathetic nerve,A765
35235,A78.5,Radiofrequency controlled thermal destruction of splanchnic sympathetic nerve,A785
35244,B01.1,Transethmoidal hypophysectomy,B011
35253,B01.3,Trans-septal hypophysectomy,B013
35269,B01.4,Transcranial hypophysectomy,B014
35286,B01.2,Trans-sphenoidal hypophysectomy,B012
35299,B02.1,Cryotherapy to pituitary gland,B021
35315,B04.1,Excision of lesion of pituitary gland,B041
35324,B04.2,Biopsy of lesion of pituitary gland,B042
35336,B04.3,Decompression of pituitary gland,B043
35347,B04.4,Exploration of pituitary gland,B044
35368,B06.1,Excision of pineal gland,B061
35456,C01.2,Enucleation of eye,C012
35493,C02.2,Destruction of lesion of orbit,C022
35494,C02.8,Other specified extirpation of lesion of orbit,C028
35495,C02.9,Unspecified extirpation of lesion of orbit,C029
35525,C04.1,Revision of prosthetic replacement for orbit,C041
35535,C04.2,Revision of prosthetic replacement for eyeball,C042
35675,C06.1,Biopsy of lesion of orbit,C061
35684,C08.1,Transposition of ligament of orbit,C081
35717,C10.2,Hair bearing flap to eyebrow,C102
35726,C10.5,Incision of lesion of eyebrow,C105
35739,C11.1,Excision of lesion of canthus,C111
35754,C11.2,Destruction of lesion of canthus,C112
35824,C12.8,Other specified extirpation of lesion of eyelid,C128
35825,C12.9,Unspecified extirpation of lesion of eyelid,C129
35826,C12,Extirpation of lesion of eyelid,C12
35847,C12.1,Excision of lesion of eyelid NEC,C121
35859,C12.2,Cauterisation of lesion of eyelid,C122
35871,C12.3,Cryotherapy to lesion of eyelid,C123
35883,C12.4,Curettage of lesion of eyelid,C124
35944,C14.2,Graft of skin to eyelid,C142
36001,C15.8,Other specified correction of deformity of eyelid,C158
36002,C15.9,Unspecified correction of deformity of eyelid,C159
36003,C15,Correction of deformity of eyelid,C15
36016,C15.3,Correction of trichiasis,C153
36025,C16.2,Lateral tarsorrhaphy,C162
36034,C16.3,Medial tarsorrhaphy,C163
36044,C16.5,Revision of tarsorrhaphy,C165
36063,C18.2,Correction of ptosis of eyelid using frontalis muscle technique,C182
36074,C18.6,Correction of ptosis of eyelid using aponeurosis technique,C186
36108,C19.8,Other specified incision of eyelid,C198
36109,C19.9,Unspecified incision of eyelid,C199
36110,C19,Incision of eyelid,C19
36129,C20.8,Other specified protective suture of eyelid,C208
36130,C20.9,Unspecified protective suture of eyelid,C209
36131,C20,Protective suture of eyelid,C20
36140,C20.1,Complete protective suture of eyelid,C201
36149,C20.2,Central protective suture of eyelid,C202
36158,C20.3,Lateral protective suture of eyelid,C203
36167,C20.4,Medial protective suture of eyelid,C204
36189,C22.2,Biopsy of lesion of eyelid,C222
36211,C24.2,Radiotherapy to lacrimal gland,C242
36222,C24.4,Biopsy of lesion of lacrimal gland,C244
36232,C25.5,Revision of anastomosis between lacrimal apparatus and nose,C255
36241,C26.3,Biopsy of lesion of lacrimal sac,C263
36251,C29.2,Enlargement of lacrimal punctum,C292
36263,C29.3,Occlusion of lacrimal punctum,C293
36288,C31.8,Other specified combined operations on muscles of eye,C318
36289,C31.9,Unspecified combined operations on muscles of eye,C319
36290,C31,Combined operations on muscles of eye,C31
36301,C31.1,Recession of medial rectus muscle and resection of lateral rectus muscle of eye,C311
36310,C31.2,Bilateral recession of medial recti muscles of eyes,C312
36319,C31.3,Bilateral resection of medial recti muscles of eyes,C313
36328,C31.4,Bilateral recession of lateral recti muscles of eyes,C314
36337,C31.5,Bilateral resection of lateral recti muscles of eyes,C315
36348,C32.3,Recession of superior rectus muscle of eye,C323
36359,C32.4,Recession of inferior rectus muscle of eye,C324
36368,C32.5,Recession of superior oblique muscle of eye,C325
36377,C32.6,Recession of inferior oblique muscle of eye,C326
36385,C32.7,Recession of combinations of muscles of eye,C327
36396,C33.3,Resection of superior rectus muscle of eye,C333
36407,C33.4,Resection of inferior rectus muscle of eye,C334
36417,C33.5,Resection of superior oblique muscle of eye,C335
36435,C33.7,Resection of combinations of muscles of eye,C337
36438,C34.8,Other specified partial division of tendon of muscle of eye,C348
36453,C34.9,Unspecified partial division of tendon of muscle of eye,C349
36454,C34,Partial division of tendon of muscle of eye,C34
36463,C34.1,Tenotomy of medial rectus muscle of eye,C341
36472,C34.2,Tenotomy of lateral rectus muscle of eye,C342
36481,C34.3,Tenotomy of superior rectus muscle of eye,C343
36490,C34.4,Tenotomy of inferior rectus muscle of eye,C344
36500,C34.5,Tenotomy of superior oblique muscle of eye,C345
36509,C34.6,Tenotomy of inferior oblique muscle of eye,C346
36518,C35.2,Lengthening of muscle of eye by muscle slide,C352
36529,C37.3,Biopsy of lesion of muscle of eye,C373
36549,C39.3,Cryotherapy to lesion of conjunctiva,C393
36561,C39.4,Curettage of lesion of conjunctiva,C394
36570,C39.5,Radiotherapy to lesion of conjunctiva,C395
36578,C40.1,Mucosal graft to conjunctiva,C401
36586,C40.2,Amniotic graft to conjunctiva,C402
36595,C40.3,Sliding graft to conjunctiva,C403
36606,C43.2,Biopsy of lesion of conjunctiva,C432
36617,C43.5,Exploration of conjunctiva,C435
36629,C43.6,Creation of hood of conjunctiva,C436
36643,C45.1,Superficial keratectomy,C451
36660,C45.3,Cauterisation of lesion of cornea,C453
36672,C45.5,Radiotherapy to lesion of cornea,C455
36682,C45.7,Debridement of lesion of cornea,C457
36698,C44.8,Other specified other plastic operations on cornea,C448
36699,C44.9,Unspecified other plastic operations on cornea,C449
36700,C44,Other plastic operations on cornea,C44
36701,C46,Plastic operations on cornea,C46
36709,C49.1,Section of cornea,C491
36720,C49.2,Trephine of cornea,C492
36730,C51.1,Biopsy of lesion of cornea,C511
36739,C51.3,Exploration of cornea,C513
36749,C53.1,Punch resection of sclera,C531
36759,C53.3,Cauterisation of lesion of sclera,C533
36783,C54.1,Overlay scleroplasty,C541
36793,C54.2,Imbrication of sclera,C542
36828,C55.8,Other specified incision of sclera,C558
36829,C55.9,Unspecified incision of sclera,C559
36830,C60.2,Inclusion of iris,C602
36831,C55,Incision of sclera,C55
36841,C57.1,Biopsy of lesion of sclera,C571
36854,C57.4,Suture of sclera,C574
36864,C60.3,Fixation of iris,C603
36880,C61.1,Laser trabeculoplasty,C611
36908,C64.4,Biopsy of lesion of iris,C644
36920,C64.6,Stretching of iris,C646
36949,C66.5,Destruction of ciliary body NEC,C665
36950,C66.8,Other specified extirpation of ciliary body,C668
36951,C66.9,Unspecified extirpation of ciliary body,C669
36952,C66,Extirpation of ciliary body,C66
36961,C66.2,Cauterisation of ciliary body,C662
36970,C69.1,Reformation of anterior chamber of eye,C691
36995,C72.8,Other specified intracapsular extraction of lens,C728
36996,C72.9,Unspecified intracapsular extraction of lens,C729
