,concept_code_y,concept_name_y,icd
4093,87.72,Other nephrotomogram,87.72
4094,87.77,Other cystogram,87.77
4095,87.79,Other x-ray of the urinary system,87.79
4211,57.93,Control of (postoperative) hemorrhage of bladder,57.93
4259,24.91,Extension or deepening of buccolabial or lingual sulcus,24.91
4494,63.6,Vasotomy,63.6
4649,27.23,Biopsy of lip,27.23
4735,34.24,Other pleural biopsy,34.24
4883,68.4,Total abdominal hysterectomy,68.4
4884,68.49,Other and unspecified total abdominal hysterectomy,68.49
4989,65.22,Wedge resection of ovary,65.22
5036,68.14,Open biopsy of uterine ligaments,68.14
5311,63.92,Epididymotomy,63.92
5403,66.7,Repair of fallopian tube,66.7
5404,66.79,Other repair of fallopian tube,66.79
5509,35.51,"Repair of atrial septal defect with prosthesis, open technique",35.51
5608,88.82,Ocular thermography,88.82
5773,95.16,P32 and other tracer studies of eye,95.16
5787,62.11,Closed [percutaneous] [needle] biopsy of testis,62.11
5845,78.35,"Limb lengthening procedures, femur",78.35
5875,68.16,Closed biopsy of uterus,68.16
5905,50.6,Repair of liver,50.6
5906,50.69,Other repair of liver,50.69
6001,80.15,"Other arthrotomy, hip",80.15
6002,80.45,"Division of joint capsule, ligament, or cartilage, hip",80.45
6086,78.55,"Internal fixation of bone without fracture reduction, femur",78.55
6714,80.48,"Division of joint capsule, ligament, or cartilage, foot and toe",80.48
7832,21.4,Resection of nose,21.4
7983,04.04,Other incision of cranial and peripheral nerves,04.04
8050,31.75,Reconstruction of trachea and construction of artificial larynx,31.75
8081,32.1,Other excision of bronchus,32.1
8565,32.9,Other excision of lung,32.9
9358,27.4,Excision of other parts of mouth,27.4
9359,27.49,Other excision of mouth,27.49
9434,26.49,Other repair and plastic operations on salivary gland or duct,26.49
9823,28.6,Adenoidectomy without tonsillectomy,28.6
10143,62.3,Unilateral orchiectomy,62.3
10829,66.52,Removal of remaining fallopian tube,66.52
10830,66.6,Other salpingectomy,66.6
11169,03.5,Plastic operations on spinal cord structures,03.5
11170,03.59,Other repair and plastic operations on spinal cord structures,03.59
11603,18.71,Construction of auricle of ear,18.71
11762,89.69,Monitoring of coronary blood flow,89.69
11806,70.24,Vaginal biopsy,70.24
11874,77.92,"Total ostectomy, humerus",77.92
12210,86.65,Heterograft to skin,86.65
12260,35.62,Repair of ventricular septal defect with tissue graft,35.62
12274,20.23,Incision of middle ear,20.23
12350,81.09,"Refusion of spine, any level or technique",81.09
12351,81.3,Refusion of spine,81.3
12352,81.30,"Refusion of spine, not otherwise specified",81.30
12353,81.31,Refusion of atlas-axis spine,81.31
12354,81.32,"Refusion of other cervical spine, anterior column, anterior technique",81.32
12355,81.33,"Refusion of other cervical spine, posterior column, posterior technique",81.33
12356,81.34,"Refusion of dorsal and dorsolumbar spine, anterior column, anterior technique",81.34
12357,81.35,"Refusion of dorsal and dorsolumbar spine, posterior column, posterior technique",81.35
12358,81.36,"Refusion of lumbar and lumbosacral spine, anterior column, anterior technique",81.36
12359,81.37,"Refusion of lumbar and lumbosacral spine, posterior column, posterior technique",81.37
12360,81.38,"Refusion of lumbar and lumbosacral spine, anterior column, posterior technique",81.38
12361,81.39,"Refusion of spine, not elsewhere classified",81.39
12417,77.86,"Other partial ostectomy, patella",77.86
12584,58.21,Perineal urethroscopy,58.21
12691,77.56,Repair of hammer toe,77.56
12706,08.42,Repair of entropion or ectropion by suture technique,08.42
12802,20.32,Biopsy of middle and inner ear,20.32
12821,61.11,Biopsy of scrotum or tunica vaginalis,61.11
12822,63.01,"Biopsy of spermatic cord, epididymis, or vas deferens",63.01
12882,12.83,"Revision of operative wound of anterior segment, not elsewhere classified",12.83
13657,35.04,"Closed heart valvotomy, tricuspid valve",35.04
13698,57.17,Percutaneous cystostomy,57.17
13707,57.18,Other suprapubic cystostomy,57.18
13708,57.2,Vesicostomy,57.2
13709,57.21,Vesicostomy,57.21
13710,57.22,Revision or closure of vesicostomy,57.22
14145,21.88,Other septoplasty,21.88
14272,80.06,"Arthrotomy for removal of prosthesis without replacement, knee",80.06
14327,13.5,Other extracapsular extraction of lens,13.5
14328,13.59,Other extracapsular extraction of lens,13.59
14394,77.4,Biopsy of bone,77.4
14395,77.40,"Biopsy of bone, unspecified site",77.40
14396,77.41,"Biopsy of bone, scapula, clavicle, and thorax [ribs and sternum]",77.41
14397,77.43,"Biopsy of bone, radius and ulna",77.43
14398,77.44,"Biopsy of bone, carpals and metacarpals",77.44
14399,77.47,"Biopsy of bone, tibia and fibula",77.47
14400,77.48,"Biopsy of bone, tarsals and metatarsals",77.48
14401,77.49,"Biopsy of bone, other bones",77.49
14483,09.72,Other repair of punctum,09.72
14628,36.03,Open chest coronary artery angioplasty,36.03
14650,01.52,Hemispherectomy,01.52
14691,16.65,Secondary graft to exenteration cavity,16.65
14806,96.25,Therapeutic distention of bladder,96.25
14887,08.62,Reconstruction of eyelid with mucous membrane flap or graft,08.62
15039,86.92,Electrolysis and other epilation of skin,86.92
15155,65.7,Repair of ovary,65.7
15156,65.71,Other simple suture of ovary,65.71
15157,65.72,Other reimplantation of ovary,65.72
15158,65.73,Other salpingo-oophoroplasty,65.73
15159,65.74,Laparoscopic simple suture of ovary,65.74
15160,65.75,Laparoscopic reimplantation of ovary,65.75
15161,65.79,Other repair of ovary,65.79
15214,78.42,"Other repair or plastic operations on bone, humerus",78.42
15431,57.86,Repair of bladder exstrophy,57.86
15465,55.7,Nephropexy,55.7
15593,36.31,Open chest transmyocardial revascularization,36.31
15594,36.32,Other transmyocardial revascularization,36.32
15595,36.33,Endoscopic transmyocardial revascularization,36.33
15596,36.34,Percutaneous transmyocardial revascularization,36.34
15689,61.92,Excision of lesion of tunica vaginalis other than hydrocele,61.92
15762,49.91,Incision of anal septum,49.91
15846,87.01,Pneumoencephalogram,87.01
15901,10.32,Destruction of lesion of conjunctiva,10.32
15902,10.33,Other destructive procedures on conjunctiva,10.33
16079,29.12,Pharyngeal biopsy,29.12
16111,18.0,Incision of external ear,18.0
16112,18.09,Other incision of external ear,18.09
16511,89.11,Tonometry,89.11
16668,89.50,Ambulatory cardiac monitoring,89.50
16690,81.01,Atlas-axis spinal fusion,81.01
16840,78.5,Internal fixation of bone without fracture reduction,78.5
16841,78.50,"Internal fixation of bone without fracture reduction, unspecified site",78.50
16842,78.51,"Internal fixation of bone without fracture reduction, scapula, clavicle, and thorax [ribs and sternum]",78.51
16843,78.53,"Internal fixation of bone without fracture reduction, radius and ulna",78.53
16844,78.54,"Internal fixation of bone without fracture reduction, carpals and metacarpals",78.54
16845,78.57,"Internal fixation of bone without fracture reduction, tibia and fibula",78.57
16846,78.58,"Internal fixation of bone without fracture reduction, tarsals and metatarsals",78.58
16847,78.59,"Internal fixation of bone without fracture reduction, other bones",78.59
17552,87.14,Contrast radiogram of orbit,87.14
19426,04.12,Open biopsy of cranial or peripheral nerve or ganglion,04.12
20981,50.4,Total hepatectomy,50.4
21020,16.4,Enucleation of eyeball,16.4
21021,16.41,Enucleation of eyeball with synchronous implant into Tenon's capsule with attachment of muscles,16.41
21022,16.42,Enucleation of eyeball with other synchronous implant,16.42
21023,16.49,Other enucleation of eyeball,16.49
21055,16.52,Exenteration of orbit with therapeutic removal of orbital bone,16.52
21450,08.4,Repair of entropion or ectropion,08.4
21451,08.41,Repair of entropion or ectropion by thermocauterization,08.41
21452,08.43,Repair of entropion or ectropion with wedge resection,08.43
21453,08.44,Repair of entropion or ectropion with lid reconstruction,08.44
21454,08.49,Other repair of entropion or ectropion,08.49
21511,08.31,Repair of blepharoptosis by frontalis muscle technique with suture,08.31
21512,08.32,Repair of blepharoptosis by frontalis muscle technique with fascial sling,08.32
21535,08.0,Incision of eyelid,08.0
21536,08.09,Other incision of eyelid,08.09
22330,13.1,Intracapsular extraction of lens,13.1
22331,13.19,Other intracapsular extraction of lens,13.19
22455,14.71,"Removal of vitreous, anterior approach",14.71
22664,20.41,Simple mastoidectomy,20.41
22803,19.6,Revision of tympanoplasty,19.6
22957,21.83,Total nasal reconstruction,21.83
22987,21.85,Augmentation rhinoplasty,21.85
23097,21.5,Submucous resection of nasal septum,21.5
23170,21.04,Control of epistaxis by ligation of ethmoidal arteries,21.04
23992,32.4,Lobectomy of lung,32.4
23993,32.49,Other lobectomy of lung,32.49
24037,32.3,Segmental resection of lung,32.3
24038,32.30,Thoracoscopic segmental resection of lung,32.30
24039,32.39,Other and unspecified segmental resection of lung,32.39
24405,23.0,Forceps extraction of tooth,23.0
24406,23.09,Extraction of other tooth,23.09
24439,23.4,Other dental restoration,23.4
24440,23.49,Other dental restoration,23.49
24487,24.6,Exposure of tooth,24.6
24532,24.4,Excision of dental lesion of jaw,24.4
24574,24.31,Excision of lesion or tissue of gum,24.31
24599,24.2,Gingivoplasty,24.2
24758,27.3,Excision of lesion or tissue of bony palate,27.3
24811,27.63,Revision of cleft palate repair,27.63
24925,28.2,Tonsillectomy without adenoidectomy,28.2
25389,49.03,Excision of perianal skin tags,49.03
25579,96.23,Dilation of anal sphincter,96.23
25640,50.51,Auxiliary liver transplant,50.51
25690,50.21,Marsupialization of lesion of liver,50.21
25757,14.41,Scleral buckling with implant,14.41
26353,35.00,"Closed heart valvotomy, unspecified valve",35.00
27051,88.55,Coronary arteriography using a single catheter,88.55
27412,55.61,Renal autotransplantation,55.61
27458,55.5,Complete nephrectomy,55.5
27640,87.75,Percutaneous pyelogram,87.75
28086,57.34,Open biopsy of bladder,57.34
28271,60.12,Open biopsy of prostate,60.12
28303,60.21,Transurethral (ultrasound) guided laser induced prostatectomy (TULIP),60.21
28343,60.95,Transurethral balloon dilation of the prostatic urethra,60.95
28637,63.2,Excision of cyst of epididymis,63.2
28652,63.71,Ligation of vas deferens,63.71
28771,64.43,Construction of penis,64.43
28842,99.95,Stretching of foreskin,99.95
28892,64.11,Biopsy of penis,64.11
28915,64.42,Release of chordee,64.42
29040,71.61,Unilateral vulvectomy,71.61
29210,70.76,Hymenorrhaphy,70.76
29333,70.6,Vaginal construction and reconstruction,70.6
29334,70.62,Vaginal reconstruction,70.62
29335,70.64,Vaginal reconstruction with graft or prosthesis,70.64
29336,70.94,Insertion of biological graft,70.94
29337,70.95,Insertion of synthetic graft or prosthesis,70.95
29543,68.3,Subtotal abdominal hysterectomy,68.3
29544,68.39,Other and unspecified subtotal abdominal hysterectomy,68.39
29575,69.5,Aspiration curettage of uterus,69.5
29576,69.52,Aspiration curettage following delivery or abortion,69.52
29577,69.59,Other aspiration curettage of uterus,69.59
29578,69.6,Menstrual extraction or regulation,69.6
29664,62.0,Incision of testis,62.0
30016,94.24,Chemical shock therapy,94.24
30063,25.01,Closed [needle] biopsy of tongue,25.01
30131,75.93,Surgical correction of inverted uterus,75.93
30568,87.9,X-ray of male genital organs,87.9
30569,87.91,Contrast seminal vesiculogram,87.91
30570,87.92,Other x-ray of prostate and seminal vesicles,87.92
30571,87.93,Contrast epididymogram,87.93
30572,87.95,Other x-ray of epididymis and vas deferens,87.95
30573,87.99,Other x-ray of male genital organs,87.99
30599,18.5,Surgical correction of prominent ear,18.5
30882,34.51,Decortication of lung,34.51
30883,34.52,Thoracoscopic decortication of lung,34.52
31132,57.51,Excision of urachus,57.51
33026,84.82,Insertion or replacement of pedicle-based dynamic stabilization device(s),84.82
33027,84.83,Revision of pedicle-based dynamic stabilization device(s),84.83
33985,93.45,Thomas' splint traction,93.45
34389,76.93,Closed reduction of temporomandibular dislocation,76.93
35060,09.7,Repair of canaliculus and punctum,09.7
35103,50.5,Liver transplant,50.5
35104,50.59,Other transplant of liver,50.59
35658,20.21,Incision of mastoid,20.21
35820,74.91,Hysterotomy to terminate pregnancy,74.91
35939,96.47,Irrigation of cystostomy,96.47
35969,21.1,Incision of nose,21.1
36056,72.0,Low forceps operation,72.0
36103,36.91,Repair of aneurysm of coronary vessel,36.91
36194,05.21,Sphenopalatine ganglionectomy,05.21
36600,56.72,Revision of ureterointestinal anastomosis,56.72
36695,81.42,Five-in-one repair of knee,81.42
36696,81.47,Other repair of knee,81.47
36801,33.92,Ligation of bronchus,33.92
36894,13.64,Discission of secondary membrane [after cataract],13.64
37001,49.52,Posterior anal sphincterotomy,49.52
37009,12.43,"Destruction of lesion of ciliary body, nonexcisional",12.43
37019,27.71,Incision of uvula,27.71
37047,79.67,"Debridement of open fracture site, tarsals and metatarsals",79.67
37232,08.71,"Reconstruction of eyelid involving lid margin, partial-thickness",08.71
37240,08.11,Biopsy of eyelid,08.11
37307,88.83,Bone thermography,88.83
37352,37.25,Biopsy of heart,37.25
37436,95.13,Ultrasound study of eye,95.13
37490,09.11,Biopsy of lacrimal gland,09.11
37546,86.66,Homograft to skin,86.66
37651,79.77,Closed reduction of dislocation of ankle,79.77
37724,76.7,Reduction of facial fracture,76.7
37725,76.70,"Reduction of facial fracture, not otherwise specified",76.70
37726,76.71,Closed reduction of malar and zygomatic fracture,76.71
37727,76.72,Open reduction of malar and zygomatic fracture,76.72
37728,76.78,Other closed reduction of facial fracture,76.78
37729,76.79,Other open reduction of facial fracture,76.79
37798,95.11,Fundus photography,95.11
38080,07.52,Incision of pineal gland,07.52
38159,09.12,Biopsy of lacrimal sac,09.12
38464,03.2,Chordotomy,03.2
38465,03.29,Other chordotomy,03.29
38499,15.21,Lengthening procedure on one extraocular muscle,15.21
38645,15.22,Shortening procedure on one extraocular muscle,15.22
38708,79.87,Open reduction of dislocation of ankle,79.87
38994,86.64,Hair transplant,86.64
39073,84.12,Amputation through foot,84.12
39243,96.44,Vaginal douche,96.44
39293,16.64,Other revision of enucleation socket,16.64
39336,40.24,Excision of inguinal lymph node,40.24
39396,01.15,Biopsy of skull,01.15
39491,35.61,Repair of atrial septal defect with tissue graft,35.61
39614,57.92,Dilation of bladder neck,57.92
39665,28.4,Excision of tonsil tag,28.4
39678,58.23,Biopsy of urethra,58.23
39703,95.41,Audiometry,95.41
39761,34.82,Suture of laceration of diaphragm,34.82
39827,64.45,Replantation of penis,64.45
39878,19.0,Stapes mobilization,19.0
39916,63.82,Reconstruction of surgically divided vas deferens,63.82
39943,04.06,Other cranial or peripheral ganglionectomy,04.06
39987,10.0,Removal of embedded foreign body from conjunctiva by incision,10.0
40057,08.7,Other reconstruction of eyelid,08.7
40058,08.70,"Reconstruction of eyelid, not otherwise specified",08.70
40059,08.72,"Other reconstruction of eyelid, partial-thickness",08.72
40060,08.74,"Other reconstruction of eyelid, full-thickness",08.74
40429,63.7,Vasectomy and ligation of vas deferens,63.7
40430,63.73,Vasectomy,63.73
40868,31.64,Repair of laryngeal fracture,31.64
41008,49.72,Anal cerclage,49.72
41040,77.62,"Local excision of lesion or tissue of bone, humerus",77.62
41092,87.12,Other dental x-ray,87.12
41121,08.5,Other adjustment of lid position,08.5
41122,08.59,Other adjustment of lid position,08.59
41201,86.26,Ligation of dermal appendage,86.26
41937,35.70,Other and unspecified repair of unspecified septal defect of heart,35.70
42252,56.83,Closure of ureterostomy,56.83
42399,16.66,Other revision of exenteration cavity,16.66
42444,01.13,Closed [percutaneous] [needle] biopsy of brain,01.13
42881,00.62,Percutaneous angioplasty of intracranial vessel(s),00.62
44107,77.02,"Sequestrectomy, humerus",77.02
44450,08.20,"Removal of lesion of eyelid, not otherwise specified",08.20
44649,09.23,Total dacryoadenectomy,09.23
45194,12.39,Other iridoplasty,12.39
45630,18.21,Excision of preauricular sinus,18.21
45937,21.87,Other rhinoplasty,21.87
46321,29.32,Pharyngeal diverticulectomy,29.32
46750,96.55,Tracheostomy toilette,96.55
47046,33.28,Open biopsy of lung,33.28
47297,33.51,Unilateral lung transplantation,33.51
47413,96.56,Other lavage of bronchus and trachea,96.56
49482,35.34,Infundibulectomy,35.34
50295,38.31,"Resection of vessel with anastomosis, intracranial vessels",38.31
50491,68.11,Digital examination of uterus,68.11
50492,68.12,Hysteroscopy,68.12
50533,83.12,Adductor tenotomy of hip,83.12
50807,27.54,Repair of cleft lip,27.54
51658,25.4,Radical glossectomy,25.4
51672,27.62,Correction of cleft palate,27.62
52135,48.92,Anorectal myectomy,48.92
52146,49.79,Other repair of anal sphincter,49.79
52292,88.98,Bone mineral density studies,88.98
53282,27.92,"Incision of mouth, unspecified structure",27.92
53315,07.62,"Partial excision of pituitary gland, transsphenoidal approach",07.62
53619,68.9,Other and unspecified hysterectomy,68.9
54086,70.71,Suture of laceration of vagina,70.71
54293,53.2,Unilateral repair of femoral hernia,53.2
54294,53.21,Unilateral repair of femoral hernia with graft or prosthesis,53.21
54295,53.29,Other unilateral femoral herniorrhaphy,53.29
54543,94.27,Other electroshock therapy,94.27
54638,08.83,"Other repair of laceration of eyelid, partial-thickness",08.83
54936,93.55,Dental wiring,93.55
55606,25.92,Lingual frenectomy,25.92
56223,81.56,Total ankle replacement,81.56
56542,84.6,Replacement of spinal disc,84.6
56543,84.61,"Insertion of partial spinal disc prosthesis, cervical",84.61
56544,84.64,"Insertion of partial spinal disc prosthesis, lumbosacral",84.64
56545,84.66,"Revision or replacement of artificial spinal disc prosthesis, cervical",84.66
56546,84.67,"Revision or replacement of artificial spinal disc prosthesis, thoracic",84.67
56547,84.68,"Revision or replacement of artificial spinal disc prosthesis, lumbosacral",84.68
56548,84.69,"Revision or replacement of artificial spinal disc prosthesis, not otherwise specified",84.69
57200,34.5,Pleurectomy,34.5
57202,34.59,Other excision of pleura,34.59
57327,08.85,"Other repair of laceration of eyelid, full-thickness",08.85
57363,84.26,Foot reattachment,84.26
58793,77.95,"Total ostectomy, femur",77.95
60378,97.25,Replacement of other vaginal pessary,97.25
60569,35.96,Percutaneous balloon valvuloplasty,35.96
60599,09.52,Incision of lacrimal canaliculi,09.52
60694,49.46,Excision of hemorrhoids,49.46
60739,76.42,Other total mandibulectomy,76.42
60783,49.93,Other incision of anus,49.93
60802,31.61,Suture of laceration of larynx,31.61
60971,76.75,Closed reduction of mandibular fracture,76.75
61000,64.5,"Operations for sex transformation, not elsewhere classified",64.5
61118,21.71,Closed reduction of nasal fracture,21.71
61228,20.62,Revision of fenestration of inner ear,20.62
61383,08.02,Severing of blepharorrhaphy,08.02
61394,35.28,Open and other replacement of tricuspid valve,35.28
62865,00.94,Intra-operative neurophysiologic monitoring,00.94
63065,77.42,"Biopsy of bone, humerus",77.42
63863,12.22,Biopsy of iris,12.22
63892,24.5,Alveoloplasty,24.5
63946,01.24,Other craniotomy,01.24
64038,55.91,Decapsulation of kidney,55.91
64121,57.88,Other anastomosis of bladder,57.88
64229,77.06,"Sequestrectomy, patella",77.06
64253,21.21,Rhinoscopy,21.21
64273,79.41,"Closed reduction of separated epiphysis, humerus",79.41
64307,77.85,"Other partial ostectomy, femur",77.85
64336,04.02,Division of trigeminal nerve,04.02
64630,78.11,"Application of external fixator device, scapula, clavicle, and thorax [ribs and sternum]",78.11
64631,78.13,"Application of external fixator device, radius and ulna",78.13
64632,78.14,"Application of external fixator device, carpals and metacarpals",78.14
64633,78.17,"Application of external fixator device, tibia and fibula",78.17
64634,78.18,"Application of external fixator device, tarsals and metatarsals",78.18
64950,11.21,Scraping of cornea for smear or culture,11.21
65475,70.75,Repair of other fistula of vagina,70.75
65673,23.01,Extraction of deciduous tooth,23.01
65701,78.52,"Internal fixation of bone without fracture reduction, humerus",78.52
65959,35.22,Open and other replacement of aortic valve,35.22
65984,35.06,Transapical replacement of aortic valve,35.06
66013,60.5,Radical prostatectomy,60.5
66122,87.81,X-ray of gravid uterus,87.81
66457,68.5,Vaginal hysterectomy,68.5
66458,68.59,Other and unspecified vaginal hysterectomy,68.59
66523,68.23,Endometrial ablation,68.23
66667,81.12,Triple arthrodesis,81.12
67138,18.6,Reconstruction of external auditory canal,18.6
67906,67.51,Transabdominal cerclage of cervix,67.51
68530,84.16,Disarticulation of knee,84.16
68739,76.68,Augmentation genioplasty,76.68
68786,09.42,Probing of lacrimal canaliculi,09.42
68894,83.86,Quadricepsplasty,83.86
68967,14.49,Other scleral buckling,14.49
69021,95.46,Other auditory and vestibular function tests,95.46
69162,87.15,Contrast radiogram of sinus,87.15
69298,89.2,Anatomic and physiologic measurements and manual examinations -- genitourinary system,89.2
69299,89.29,Other nonoperative genitourinary system measurements,89.29
69379,77.45,"Biopsy of bone, femur",77.45
70194,27.42,Wide excision of lesion of lip,27.42
70267,77.46,"Biopsy of bone, patella",77.46
70308,01.0,Cranial puncture,01.0
70309,01.02,Ventriculopuncture through previously implanted catheter,01.02
70310,01.09,Other cranial puncture,01.09
70424,04.7,Other cranial or peripheral neuroplasty,04.7
70425,04.79,Other neuroplasty,04.79
70755,81.22,Arthrodesis of knee,81.22
70929,55.23,Closed [percutaneous] [needle] biopsy of kidney,55.23
71769,21.2,Diagnostic procedures on nose,21.2
71770,21.29,Other diagnostic procedures on nose,21.29
71847,77.5,Excision and repair of bunion and other toe deformities,77.5
71848,77.52,Bunionectomy with soft tissue correction and arthrodesis,77.52
71849,77.59,Other bunionectomy,77.59
72093,71.11,Biopsy of vulva,71.11
72135,69.2,Repair of uterine supporting structures,69.2
72136,69.22,Other uterine suspension,69.22
72137,69.29,Other repair of uterus and supporting structures,69.29
72818,55.22,Pyeloscopy,55.22
72895,27.6,Palatoplasty,27.6
72896,27.64,Insertion of palatal implant,27.64
72897,27.69,Other plastic repair of palate,27.69
73041,31.62,Closure of fistula of larynx,31.62
73512,03.31,Spinal tap,03.31
73755,89.19,Video and radio-telemetered electroencephalographic monitoring,89.19
74123,79.6,Debridement of open fracture site,79.6
74124,79.60,"Debridement of open fracture, unspecified site",79.60
74125,79.62,"Debridement of open fracture site, radius and ulna",79.62
74126,79.66,"Debridement of open fracture site, tibia and fibula",79.66
74128,79.69,"Debridement of open fracture site, other specified bone",79.69
74171,77.03,"Sequestrectomy, radius and ulna",77.03
74240,05.22,Cervical sympathectomy,05.22
74562,99.62,Other electric countershock of heart,99.62
75125,82.02,Myotomy of hand,82.02
75679,20.01,Myringotomy with insertion of tube,20.01
75811,07.54,Total excision of pineal gland,07.54
75940,03.1,Division of intraspinal nerve root,03.1
76005,03.02,Reopening of laminectomy site,03.02
76212,33.91,Bronchial dilation,33.91
76652,32.0,Local excision or destruction of lesion or tissue of bronchus,32.0
76654,32.2,Local excision or destruction of lesion or tissue of lung,32.2
76663,32,Excision of lung and bronchus,32
76698,30.4,Radical laryngectomy,30.4
76826,33.26,Closed [percutaneous] [needle] biopsy of lung,33.26
77032,50.11,Closed (percutaneous) [needle] biopsy of liver,50.11
77234,33.21,Bronchoscopy through artificial stoma,33.21
77250,31.41,Tracheoscopy through artificial stoma,31.41
77703,57.87,Reconstruction of urinary bladder,57.87
77948,58.46,Other reconstruction of urethra,58.46
77983,58.42,Closure of urethrostomy,58.42
78276,71.5,Radical vulvectomy,71.5
78317,55.86,Anastomosis of kidney,55.86
78468,78.3,Limb lengthening procedures,78.3
78469,78.30,"Limb lengthening procedures, unspecified site",78.30
78470,78.33,"Limb lengthening procedures, radius and ulna",78.33
78471,78.34,"Limb lengthening procedures, carpals and metacarpals",78.34
78472,78.37,"Limb lengthening procedures, tibia and fibula",78.37
78473,78.38,"Limb lengthening procedures, tarsals and metatarsals",78.38
78474,78.39,"Limb lengthening procedures, other bones",78.39
78560,79.4,Closed reduction of separated epiphysis,79.4
78561,79.40,"Closed reduction of separated epiphysis, unspecified site",79.40
78562,79.46,"Closed reduction of separated epiphysis, tibia and fibula",79.46
78563,79.49,"Closed reduction of separated epiphysis, other specified bone",79.49
78591,79.5,Open reduction of separated epiphysis,79.5
78592,79.50,"Open reduction of separated epiphysis, unspecified site",79.50
78593,79.56,"Open reduction of separated epiphysis, tibia and fibula",79.56
78594,79.59,"Open reduction of separated epiphysis, other specified bone",79.59
78669,86.24,Chemosurgery of skin,86.24
78684,22.3,External maxillary antrotomy,22.3
78685,22.39,Other external maxillary antrotomy,22.39
78932,77.2,Wedge osteotomy,77.2
78933,77.20,"Wedge osteotomy, unspecified site",77.20
78934,77.21,"Wedge osteotomy, scapula, clavicle, and thorax [ribs and sternum]",77.21
78935,77.23,"Wedge osteotomy, radius and ulna",77.23
78936,77.24,"Wedge osteotomy, carpals and metacarpals",77.24
78937,77.27,"Wedge osteotomy, tibia and fibula",77.27
78938,77.28,"Wedge osteotomy, tarsals and metatarsals",77.28
78939,77.29,"Wedge osteotomy, other bones",77.29
78992,49.44,Destruction of hemorrhoids by cryotherapy,49.44
79004,01.21,Incision and drainage of cranial sinus,01.21
79065,11.5,Repair of cornea,11.5
79066,11.59,Other repair of cornea,11.59
79088,79.78,Closed reduction of dislocation of foot and toe,79.78
79202,89.52,Electrocardiogram,89.52
79576,31.73,Closure of other fistula of trachea,31.73
79592,11.7,Other reconstructive and refractive surgery on cornea,11.7
79593,11.79,Other reconstructive and refractive surgery on cornea,11.79
79655,87.8,X-ray of female genital organs,87.8
79656,87.83,Opaque dye contrast hysterosalpingogram,87.83
79657,87.85,Other x-ray of fallopian tubes and uterus,87.85
79658,87.89,Other x-ray of female genital organs,87.89
79823,16.63,Revision of enucleation socket with graft,16.63
79849,88.91,Magnetic resonance imaging of brain and brain stem,88.91
79890,67.62,Repair of fistula of cervix,67.62
79931,08.23,"Excision of major lesion of eyelid, partial-thickness",08.23
79986,16.31,Removal of ocular contents with synchronous implant into scleral shell,16.31
80002,79.24,"Open reduction of fracture without internal fixation, phalanges of hand",79.24
80070,27.43,Other excision of lesion or tissue of lip,27.43
80206,04.01,Excision of acoustic neuroma,04.01
80383,49.51,Left lateral anal sphincterotomy,49.51
