snomed,opcs,opcs_term
241226006,Y537,Y53.7 Approach to organ under magnetic resonance imaging control
428624002,X656,X65.6 Delivery of a fraction of intraluminal brachytherapy
287306002,E511,E51.1 Diagnostic endoscopic examination of lower respiratory tract and biopsy of lesion of lower respiratory tract using rigid bronchoscope
432652008,Y532,Y53.2 Approach to organ under ultrasonic control
1156525005,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
431430006,Y931,Y93.1 Gallium-67 imaging scan
231764006,C823,C82.3 External beam radiotherapy to lesion of retina
287465001,E591,E59.1 Needle biopsy of lesion of lung
879915007,X659,X65.9 Unspecified radiotherapy delivery
18455004,E472,E47.2 Closure of fistula of bronchus
169296006,X692,X69.2 Delivery of a fraction of total skin radiotherapy
79653008,E501,E50.1 Endoscopic snare resection of lesion of lower respiratory tract using rigid bronchoscope
43831007,E593,E59.3 Biopsy of lesion of lung NEC
721044005,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
241540006,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
169021003,Y973,Y97.3 Radiology with post contrast
447704003,A107,A10.7 Stereotactic radiosurgery on tissue of brain
232622002,E479,E47.9 Unspecified other open operations on bronchus
33195004,O441,O44.1 Proton radiotherapy
228666003,Y912,Y91.2 Megavoltage treatment for simple radiotherapy
233214006,L138,L13.8 Other specified transluminal operations on pulmonary artery
53168001,T092,T09.2 Open biopsy of lesion of pleura
4539004,E462,E46.2 Excision of cyst of bronchus
448287006,Z245,Z24.5 Bronchus
64522003,X653,X65.3 Delivery of a fraction of interstitial radiotherapy
314605006,X691,X69.1 Delivery of a fraction of hemi-body radiation
228666003,Y918,Y91.8 Other specified external beam radiotherapy
169298007,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
175253007,L101,L10.1 Repair of pulmonary artery using prosthesis
12149006,Y828,Y82.8 Other specified local anaesthetic
174882008,K182,K18.2 Creation of valved conduit between right atrium and pulmonary artery
54057009,E495,"E49.5 Diagnostic fibreoptic endoscopic examination of lower respiratory tract with biopsy, lavage and brush cytology of lesion of lower respiratory tract"
53168001,Y079,Y07.9 Unspecified obliteration of cavity of organ NOC
88039007,K019,K01.9 Unspecified transplantation of heart and lung
397396006,E508,E50.8 Other specified therapeutic endoscopic operations on lower respiratory tract using rigid bronchoscope
312248006,X651,X65.1 Delivery of a fraction of total body irradiation
397397002,E492,E49.2 Diagnostic fibreoptic endoscopic examination of lower respiratory tract and lavage of lesion of lower respiratory tract
448791000,E483,E48.3 Fibreoptic endoscopic destruction of lesion of lower respiratory tract NEC
11331000224100,Y916,Y91.6 Intraoperative electron beam radiotherapy
449550007,L067,L06.7 Takedown of anastomosis to pulmonary artery from aorta
449549007,Z391,Z39.1 Superior vena cava
397398007,E521,E52.1 Irrigation of bronchus NEC
169021003,U215,U21.5 Contrast fluoroscopy NEC
441624004,Y949,Y94.9 Unspecified radiopharmaceutical imaging
736974006,Z942,Z94.2 Right sided operation
118640001,X657,X65.7 Delivery of radionuclide therapy NEC
418876000,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
287465001,Y535,Y53.5 Approach to organ under image intensifier
397396006,E522,E52.2 Aspiration of bronchus NEC
314604005,X651,X65.1 Delivery of a fraction of total body irradiation
708884000,E552,E55.2 Open excision of lesion of lung
169310003,X651,X65.1 Delivery of a fraction of total body irradiation
241616006,Y971,Y97.1 Radiology with pre and post contrast
716755000,Y533,Y53.3 Approach to organ under computed tomography scan control
77738002,X722,X72.2 Delivery of complex parenteral chemotherapy for neoplasm at first attendance
428829005,X652,X65.2 Delivery of a fraction of intracavitary radiotherapy
38104006,X691,X69.1 Delivery of a fraction of hemi-body radiation
169057008,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
33195004,Y913,Y91.3 Superficial or orthovoltage treatment for radiotherapy
228666003,O441,O44.1 Proton radiotherapy
49528005,E501,E50.1 Endoscopic snare resection of lesion of lower respiratory tract using rigid bronchoscope
20142006,E546,E54.6 Reduction of lung volume
175267003,L132,L13.2 Percutaneous transluminal embolisation of pulmonary artery
39646005,Y918,Y91.8 Other specified external beam radiotherapy
82651004,Y253,Y25.3 Removal of retained suture from organ NOC
35295005,Y539,Y53.9 Unspecified approach to organ under image control
233213000,L109,L10.9 Unspecified repair of pulmonary artery
243411004,Z246,Z24.6 Lung
119755005,E578,E57.8 Other specified other open operations on lung
84200003,Y533,Y53.3 Approach to organ under computed tomography scan control
228666003,Y919,Y91.9 Unspecified external beam radiotherapy
169295005,Y916,Y91.6 Intraoperative electron beam radiotherapy
764864002,U152,U15.2 Lung ventilation scanning NEC
233097007,K198,K19.8 Other specified creation of other cardiac conduit
232660006,Z941,Z94.1 Bilateral operation
228667007,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
66088009,Y939,Y93.9 Unspecified gallium-67 imaging
169295005,X691,X69.1 Delivery of a fraction of hemi-body radiation
169003001,Y973,Y97.3 Radiology with post contrast
78110003,Y354,Y35.4 Introduction of radioactive substance into organ for brachytherapy NOC
88039007,K012,K01.2 Revision of transplantation of heart and lung
169021003,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
90249002,E598,E59.8 Other specified other operations on lung
233073003,K049,K04.9 Unspecified repair of tetralogy of Fallot
233224003,L062,L06.2 Creation of anastomosis to main pulmonary artery from ascending aorta NEC
232632009,E548,E54.8 Other specified excision of lung
450608000,E482,E48.2 Fibreoptic endoscopic laser destruction of lesion of lower respiratory tract
82651004,Y258,Y25.8 Other specified suture of organ NOC
45643008,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
5304008,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
169291001,Y915,Y91.5 Megavoltage treatment for hypofractionated stereotactic radiotherapy
443266003,Y939,Y93.9 Unspecified gallium-67 imaging
441624004,Y941,Y94.1 Dopamine transporter scan
31652009,X722,X72.2 Delivery of complex parenteral chemotherapy for neoplasm at first attendance
287306002,E495,"E49.5 Diagnostic fibreoptic endoscopic examination of lower respiratory tract with biopsy, lavage and brush cytology of lesion of lower respiratory tract"
441959001,L079,L07.9 Unspecified creation of shunt to pulmonary artery from subclavian artery using interposition tube prosthesis
231737005,X656,X65.6 Delivery of a fraction of intraluminal brachytherapy
19095002,Y071,Y07.1 Ligation of organ NOC
702544007,X453,X45.3 Donation of lobe of lung
78110003,X658,X65.8 Other specified radiotherapy delivery
765042000,Y536,Y53.6 Approach to organ under video control
708861007,E598,E59.8 Other specified other operations on lung
531000087106,U215,U21.5 Contrast fluoroscopy NEC
61000087103,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
531000087106,Y971,Y97.1 Radiology with pre and post contrast
66258007,Y744,Y74.4 Thoracoscopic video-assisted approach to thoracic cavity
429609002,E546,E54.6 Reduction of lung volume
56970000,L054,L05.4 Percutaneous transluminal balloon dilation of interposition tube prosthesis between pulmonary artery and aorta
169115000,Z246,Z24.6 Lung
287296007,E528,E52.8 Other specified other operations on bronchus
169003001,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
75935006,E545,E54.5 Partial lobectomy of lung NEC
16332841000119106,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
39646005,Y914,Y91.4 Megavoltage treatment for adaptive radiotherapy
75935006,E543,E54.3 Lobectomy of lung
51230002,Y075,Y07.5 Occlusion of organ NOC
169303009,X651,X65.1 Delivery of a fraction of total body irradiation
446504008,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
70446004,T132,T13.2 Introduction of sclerosing substance into pleural cavity NEC
79789005,E472,E47.2 Closure of fistula of bronchus
175228009,L061,L06.1 Creation of aortopulmonary window
51230002,E618,E61.8 Other specified open operations on mediastinum
53168001,T094,T09.4 Chemical open pleurodesis
233137008,K173,K17.3 Aortopulmonary reconstruction with systemic to pulmonary arterial shunt
79653008,E503,E50.3 Endoscopic destruction of lesion of lower respiratory tract using rigid bronchoscope NEC
431430006,Y944,Y94.4 Diethylenetriamine pentacetic acid imaging
231737005,X658,X65.8 Other specified radiotherapy delivery
16549641000119100,E593,E59.3 Biopsy of lesion of lung NEC
10558003,T091,T09.1 Open destruction of lesion of pleura
21831008,E473,E47.3 Repair of bronchus NEC
29474003,K096,K09.6 Revision of repair of defect of atrioventricular septum
233114002,L691,L69.1 Major systemic to pulmonary collateral artery occlusion
64134004,A107,A10.7 Stereotactic radiosurgery on tissue of brain
233213000,L103,L10.3 Repair of anomalous pulmonary artery NEC
447704003,Y918,Y91.8 Other specified external beam radiotherapy
87776000,X298,X29.8 Other specified continuous Infusion of therapeutic substance
85257004,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
444811001,Y533,Y53.3 Approach to organ under computed tomography scan control
119744005,Y421,Y42.1 External manipulation of organ NOC
119730004,E468,E46.8 Other specified partial extirpation of bronchus
233071001,K183,K18.3 Creation of valved conduit between right ventricle of heart and pulmonary artery
241304008,Y938,Y93.8 Other specified gallium-67 imaging
78110003,X656,X65.6 Delivery of a fraction of intraluminal brachytherapy
84041000,Y402,Y40.2 Stretching of organ NOC
19106006,E472,E47.2 Closure of fistula of bronchus
443266003,Y938,Y93.8 Other specified gallium-67 imaging
711415002,E548,E54.8 Other specified excision of lung
395075008,X653,X65.3 Delivery of a fraction of interstitial radiotherapy
31632008,O441,O44.1 Proton radiotherapy
169302004,X691,X69.1 Delivery of a fraction of hemi-body radiation
230857009,A108,A10.8 Other specified other operations on tissue of brain
720379009,X724,X72.4 Delivery of subsequent element of cycle of chemotherapy for neoplasm
33639009,E543,E54.3 Lobectomy of lung
228662001,Y911,Y91.1 Megavoltage treatment for complex radiotherapy
736974006,E543,E54.3 Lobectomy of lung
230914000,Y134,Y13.4 Radiofrequency controlled thermal destruction of lesion of organ NOC
301083005,Y532,Y53.2 Approach to organ under ultrasonic control
443266003,Y944,Y94.4 Diethylenetriamine pentacetic acid imaging
425948009,Y531,Y53.1 Approach to organ under radiological control
11519002,G078,G07.8 Other specified repair of oesophagus
449210005,Y132,Y13.2 Cryotherapy to lesion of organ NOC
113117004,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
91160008,U217,U21.7 Plain x-ray NEC
739141006,E542,E54.2 Bilobectomy of lung
241304008,Y931,Y93.1 Gallium-67 imaging scan
261566003,L128,L12.8 Other specified other open operations on pulmonary artery
50632006,X691,X69.1 Delivery of a fraction of hemi-body radiation
64134004,Y918,Y91.8 Other specified external beam radiotherapy
175221003,L059,L05.9 Unspecified creation of shunt to pulmonary artery from aorta using interposition tube prosthesis
722472009,X724,X72.4 Delivery of subsequent element of cycle of chemotherapy for neoplasm
67244001,Y413,Y41.3 Endoscopic ultrasound examination of organ NOC
22733003,X721,X72.1 Delivery of complex chemotherapy for neoplasm including prolonged infusional treatment at first attendance
6521000087102,Y534,Y53.4 Approach to organ under fluoroscopic control
428923005,X653,X65.3 Delivery of a fraction of interstitial radiotherapy
29474003,K092,K09.2 Repair of defect of atrioventricular septum using prosthetic patch NEC
241297009,U152,U15.2 Lung ventilation scanning NEC
726426008,E543,E54.3 Lobectomy of lung
6872008,X724,X72.4 Delivery of subsequent element of cycle of chemotherapy for neoplasm
54057009,E483,E48.3 Fibreoptic endoscopic destruction of lesion of lower respiratory tract NEC
169057008,Z246,Z24.6 Lung
67244001,E578,E57.8 Other specified other open operations on lung
445232009,X652,X65.2 Delivery of a fraction of intracavitary radiotherapy
21831008,E472,E47.2 Closure of fistula of bronchus
231544004,X653,X65.3 Delivery of a fraction of interstitial radiotherapy
448461009,Y913,Y91.3 Superficial or orthovoltage treatment for radiotherapy
433256008,Y534,Y53.4 Approach to organ under fluoroscopic control
398194002,E473,E47.3 Repair of bronchus NEC
11519002,G074,G07.4 Repair of rupture of oesophagus
29474003,K044,K04.4 Revision of repair of tetralogy of Fallot
12149006,Y829,Y82.9 Unspecified local anaesthetic
232633004,E548,E54.8 Other specified excision of lung
443145004,Y942,Y94.2 Octreotide imaging
287306002,E498,E49.8 Other specified diagnostic fibreoptic endoscopic examination of lower respiratory tract
66088009,Y941,Y94.1 Dopamine transporter scan
441624004,Y942,Y94.2 Octreotide imaging
431216004,L138,L13.8 Other specified transluminal operations on pulmonary artery
449290006,Y917,Y91.7 Electron beam radiotherapy NEC
233209007,Y049,Y04.9 Unspecified replantation of organ NOC
4114003,X729,X72.9 Unspecified delivery of chemotherapy for neoplasm
447786004,L051,L05.1 Creation of shunt to main pulmonary artery from ascending aorta using interposition tube prosthesis
287306002,E519,E51.9 Unspecified diagnostic endoscopic examination of lower respiratory tract using rigid bronchoscope
62843007,E598,E59.8 Other specified other operations on lung
231596001,X659,X65.9 Unspecified radiotherapy delivery
119730004,Y051,Y05.1 Total excision of organ NOC
765042000,Y535,Y53.5 Approach to organ under image intensifier
241304008,Y939,Y93.9 Unspecified gallium-67 imaging
182975000,X373,X37.3 Intramuscular chemotherapy
228672003,Y916,Y91.6 Intraoperative electron beam radiotherapy
287465001,Y534,Y53.4 Approach to organ under fluoroscopic control
232657004,K012,K01.2 Revision of transplantation of heart and lung
765041007,Y532,Y53.2 Approach to organ under ultrasonic control
48616004,E488,E48.8 Other specified therapeutic fibreoptic endoscopic operations on lower respiratory tract
428416002,X656,X65.6 Delivery of a fraction of intraluminal brachytherapy
770700009,Y145,Y14.5 Insertion of stent graft into organ NOC
443237001,Y943,Y94.3 Metaiodobenzylguanidine imaging
241226006,Y538,Y53.8 Other specified approach to organ under image control
448766000,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
228666003,Y913,Y91.3 Superficial or orthovoltage treatment for radiotherapy
43831007,Y538,Y53.8 Other specified approach to organ under image control
169142004,Y944,Y94.4 Diethylenetriamine pentacetic acid imaging
431430006,Y948,Y94.8 Other specified radiopharmaceutical imaging
49795001,E541,E54.1 Total pneumonectomy
228664000,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
448385000,X651,X65.1 Delivery of a fraction of total body irradiation
54057009,E493,E49.3 Diagnostic fibreoptic endoscopic examination of lower respiratory tract and brush cytology of lesion of lower respiratory tract
726425007,E543,E54.3 Lobectomy of lung
175267003,Y534,Y53.4 Approach to organ under fluoroscopic control
169310003,Y917,Y91.7 Electron beam radiotherapy NEC
11331000224100,Y912,Y91.2 Megavoltage treatment for simple radiotherapy
447704003,Y916,Y91.6 Intraoperative electron beam radiotherapy
58074001,E473,E47.3 Repair of bronchus NEC
718289006,L134,L13.4 Percutaneous transluminal cutting balloon angioplasty of pulmonary artery
788820009,Z246,Z24.6 Lung
232642006,E541,E54.1 Total pneumonectomy
116165008,E541,E54.1 Total pneumonectomy
232659001,E531,E53.1 Double lung transplant
441959001,L078,L07.8 Other specified creation of shunt to pulmonary artery from subclavian artery using interposition tube prosthesis
287465001,Y538,Y53.8 Other specified approach to organ under image control
428416002,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
46044009,X691,X69.1 Delivery of a fraction of hemi-body radiation
230911008,L358,L35.8 Other specified transluminal operations on cerebral artery
6531000087100,Z942,Z94.2 Right sided operation
85257004,X652,X65.2 Delivery of a fraction of intracavitary radiotherapy
231568007,X656,X65.6 Delivery of a fraction of intraluminal brachytherapy
169297002,X651,X65.1 Delivery of a fraction of total body irradiation
39646005,Y915,Y91.5 Megavoltage treatment for hypofractionated stereotactic radiotherapy
425948009,Y533,Y53.3 Approach to organ under computed tomography scan control
429774000,X658,X65.8 Other specified radiotherapy delivery
11519002,G073,G07.3 Correction of congenital atresia of oesophagus
53168001,S601,S60.1 Dermabrasion of skin of head or neck
33356009,Y916,Y91.6 Intraoperative electron beam radiotherapy
20142006,E541,E54.1 Total pneumonectomy
241227002,Y539,Y53.9 Unspecified approach to organ under image control
169142004,U158,U15.8 Other specified diagnostic imaging of respiratory system
418786005,Z401,Z40.1 Pulmonary artery
11331000224100,Y914,Y91.4 Megavoltage treatment for adaptive radiotherapy
448461009,X692,X69.2 Delivery of a fraction of total skin radiotherapy
3001009,E473,E47.3 Repair of bronchus NEC
233226001,L073,L07.3 Closure of prosthetic shunt to pulmonary artery from subclavian artery
431434002,L711,L71.1 Percutaneous transluminal angioplasty of artery
77648009,E501,E50.1 Endoscopic snare resection of lesion of lower respiratory tract using rigid bronchoscope
58074001,E472,E47.2 Closure of fistula of bronchus
312849006,E471,E47.1 Open biopsy of lesion of bronchus NEC
169301006,Y915,Y91.5 Megavoltage treatment for hypofractionated stereotactic radiotherapy
116165008,E549,E54.9 Unspecified excision of lung
40902008,E544,E54.4 Excision of segment of lung
119746007,E549,E54.9 Unspecified excision of lung
429579007,O163,O16.3 Axilla NEC
241616006,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
261491000,E442,E44.2 Reconstruction of carina
233213000,L101,L10.1 Repair of pulmonary artery using prosthesis
301083005,L125,L12.5 Open embolisation of pulmonary artery
119746007,E548,E54.8 Other specified excision of lung
21831008,Y413,Y41.3 Endoscopic ultrasound examination of organ NOC
428624002,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
43111005,Y354,Y35.4 Introduction of radioactive substance into organ for brachytherapy NOC
241298004,U152,U15.2 Lung ventilation scanning NEC
243685008,E511,E51.1 Diagnostic endoscopic examination of lower respiratory tract and biopsy of lesion of lower respiratory tract using rigid bronchoscope
447912004,Y915,Y91.5 Megavoltage treatment for hypofractionated stereotactic radiotherapy
169291001,O441,O44.1 Proton radiotherapy
116165008,E546,E54.6 Reduction of lung volume
175223000,L052,L05.2 Creation of shunt to right pulmonary artery from ascending aorta using interposition tube prosthesis
116165008,E545,E54.5 Partial lobectomy of lung NEC
448385000,Y911,Y91.1 Megavoltage treatment for complex radiotherapy
61000087103,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
169315008,X691,X69.1 Delivery of a fraction of hemi-body radiation
66258007,Y741,Y74.1 Thoracoscopically assisted approach to thoracic cavity
829831000000100,Y361,Y36.1 Introduction of gold seeds into organ NOC
708813000,Y537,Y53.7 Approach to organ under magnetic resonance imaging control
232624001,E462,E46.2 Excision of cyst of bronchus
433240003,L716,L71.6 Percutaneous transluminal thrombolysis of artery
233141007,L121,L12.1 Application of band to pulmonary artery
428411007,K173,K17.3 Aortopulmonary reconstruction with systemic to pulmonary arterial shunt
443810005,E593,E59.3 Biopsy of lesion of lung NEC
49528005,E481,E48.1 Fibreoptic endoscopic snare resection of lesion of lower respiratory tract
241112009,U217,U21.7 Plain x-ray NEC
448766000,O161,O16.1 Pelvis NEC
287296007,Y409,Y40.9 Unspecified dilation of organ NOC
713162006,Y991,Y99.1 Cadaveric donor
119755005,E571,E57.1 Repair of lung
233072008,K044,K04.4 Revision of repair of tetralogy of Fallot
448791000,E503,E50.3 Endoscopic destruction of lesion of lower respiratory tract using rigid bronchoscope NEC
449290006,X691,X69.1 Delivery of a fraction of hemi-body radiation
231596001,Z164,Z16.4 Eyelid
429616001,K174,K17.4 Aortopulmonary reconstruction with right ventricle to pulmonary arterial valveless conduit
175254001,L101,L10.1 Repair of pulmonary artery using prosthesis
43111005,C889,C88.9 Unspecified destruction of subretinal lesion
78110003,Y352,Y35.2 Introduction of iridium wire into organ NOC
231568007,X651,X65.1 Delivery of a fraction of total body irradiation
449550007,L068,L06.8 Other specified other connection to pulmonary artery from aorta
233137008,K172,K17.2 Total cavopulmonary connection with lateral atrial tunnel
70446004,T138,T13.8 Other specified introduction of substance into pleural cavity
418786005,U117,U11.7 Magnetic resonance angiography
47479005,Y914,Y91.4 Megavoltage treatment for adaptive radiotherapy
228662001,X692,X69.2 Delivery of a fraction of total skin radiotherapy
287310004,E552,E55.2 Open excision of lesion of lung
33195004,Y917,Y91.7 Electron beam radiotherapy NEC
337877003,Y493,Y49.3 Thoracotomy approach NEC
47479005,Y918,Y91.8 Other specified external beam radiotherapy
447912004,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
58074001,Y279,Y27.9 Unspecified graft to organ NOC
711415002,E542,E54.2 Bilobectomy of lung
38216008,X722,X72.2 Delivery of complex parenteral chemotherapy for neoplasm at first attendance
49795001,E441,E44.1 Excision of carina
448287006,E501,E50.1 Endoscopic snare resection of lesion of lower respiratory tract using rigid bronchoscope
782204001,Y913,Y91.3 Superficial or orthovoltage treatment for radiotherapy
441624004,U214,U21.4 Single photon emission computed tomography NEC
711415002,E544,E54.4 Excision of segment of lung
312248006,X692,X69.2 Delivery of a fraction of total skin radiotherapy
116030005,Y744,Y74.4 Thoracoscopic video-assisted approach to thoracic cavity
169293003,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
43111005,C888,C88.8 Other specified destruction of subretinal lesion
473237008,A107,A10.7 Stereotactic radiosurgery on tissue of brain
447704003,Y913,Y91.3 Superficial or orthovoltage treatment for radiotherapy
232623007,E471,E47.1 Open biopsy of lesion of bronchus NEC
443237001,Y948,Y94.8 Other specified radiopharmaceutical imaging
432652008,E491,E49.1 Diagnostic fibreoptic endoscopic examination of lower respiratory tract and biopsy of lesion of lower respiratory tract
169396008,X721,X72.1 Delivery of complex chemotherapy for neoplasm including prolonged infusional treatment at first attendance
448385000,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
65952009,X651,X65.1 Delivery of a fraction of total body irradiation
300976007,Z163,Z16.3 Canthus
448020002,L058,L05.8 Other specified creation of shunt to pulmonary artery from aorta using interposition tube prosthesis
233073003,K041,K04.1 Repair of tetralogy of Fallot using valved right ventricular outflow conduit
739141006,Z942,Z94.2 Right sided operation
433030005,L128,L12.8 Other specified other open operations on pulmonary artery
173098009,E464,E46.4 Open destruction of lesion of bronchus
231737005,X657,X65.7 Delivery of radionuclide therapy NEC
51000087101,U215,U21.5 Contrast fluoroscopy NEC
531000087106,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
29391003,T461,T46.1 Paracentesis abdominis for ascites
231737005,X652,X65.2 Delivery of a fraction of intracavitary radiotherapy
448294009,X691,X69.1 Delivery of a fraction of hemi-body radiation
395075008,Y352,Y35.2 Introduction of iridium wire into organ NOC
433857008,L136,L13.6 Percutaneous transluminal insertion of stent into pulmonary artery
64522003,Y134,Y13.4 Radiofrequency controlled thermal destruction of lesion of organ NOC
473237008,Y913,Y91.3 Superficial or orthovoltage treatment for radiotherapy
241542003,U212,U21.2 Computed tomography NEC
169303009,X691,X69.1 Delivery of a fraction of hemi-body radiation
233216008,L128,L12.8 Other specified other open operations on pulmonary artery
261483009,E442,E44.2 Reconstruction of carina
418876000,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
54057009,E509,E50.9 Unspecified therapeutic endoscopic operations on lower respiratory tract using rigid bronchoscope
88039007,E539,E53.9 Unspecified transplantation of lung
233226001,L079,L07.9 Unspecified creation of shunt to pulmonary artery from subclavian artery using interposition tube prosthesis
31652009,X724,X72.4 Delivery of subsequent element of cycle of chemotherapy for neoplasm
735016006,Z942,Z94.2 Right sided operation
429774000,X651,X65.1 Delivery of a fraction of total body irradiation
119746007,E552,E55.2 Open excision of lesion of lung
47479005,Y911,Y91.1 Megavoltage treatment for complex radiotherapy
173176002,E551,E55.1 Open decortication of lesion of lung
241053004,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
261490004,E442,E44.2 Reconstruction of carina
169021003,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
169396008,X728,X72.8 Other specified delivery of chemotherapy for neoplasm
830155008,T482,T48.2 Introduction of cytotoxic substance into peritoneal cavity
33195004,Y911,Y91.1 Megavoltage treatment for complex radiotherapy
169310003,Y916,Y91.6 Intraoperative electron beam radiotherapy
84200003,Y538,Y53.8 Other specified approach to organ under image control
38216008,X728,X72.8 Other specified delivery of chemotherapy for neoplasm
169057008,Y971,Y97.1 Radiology with pre and post contrast
448294009,X651,X65.1 Delivery of a fraction of total body irradiation
172408001,X658,X65.8 Other specified radiotherapy delivery
169003001,U215,U21.5 Contrast fluoroscopy NEC
718288003,Y534,Y53.4 Approach to organ under fluoroscopic control
58074001,Y275,Y27.5 Vein graft NOC
84041000,E488,E48.8 Other specified therapeutic fibreoptic endoscopic operations on lower respiratory tract
830156009,T133,T13.3 Introduction of cytotoxic substance into pleural cavity
427800005,Y291,Y29.1 Surgical removal of foreign body from organ NOC
169396008,X722,X72.2 Delivery of complex parenteral chemotherapy for neoplasm at first attendance
870385001,X692,X69.2 Delivery of a fraction of total skin radiotherapy
431430006,Y943,Y94.3 Metaiodobenzylguanidine imaging
426436008,L104,L10.4 Repair of pulmonary arterial sling
233097007,K188,K18.8 Other specified creation of valved cardiac conduit
