snomed,opcs,opcs_term
91552000,Y716,Y71.6 Second revisional operation NOC
19731001,Y971,Y97.1 Radiology with pre and post contrast
359851005,Y069,Y06.9 Unspecified excision of lesion of organ NOC
363115007,Y321,Y32.1 Re-exploration of organ and surgical arrest of postoperative bleeding NOC
415170005,C712,C71.2 Phacoemulsification of lens
39029006,A842,A84.2 Electromyography
425797007,C882,C88.2 Photodynamic therapy to subretinal lesion
65839000,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
446938009,C773,C77.3 Biopsy of lesion of lens
61553000,U216,U21.6 Ultrasound scan NEC
397994004,C012,C01.2 Enucleation of eye
65839000,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
11819005,U361,U36.1 Thermography NEC
164729009,C518,C51.8 Other specified other operations on cornea
206175003,C032,C03.2 Insertion of prosthetic replacement for eyeball
446938009,C861,C86.1 Biopsy of lesion of eye NEC
373356002,C013,C01.3 Evisceration of eye
363115007,C866,C86.6 Examination of eye under anaesthetic
11819005,Z199,Z19.9 Eye NEC
61553000,Y973,Y97.3 Radiology with post contrast
19731001,Z199,Z19.9 Eye NEC
373357006,Y062,Y06.2 Deroofing of cyst of organ NOC
415281000,C719,C71.9 Unspecified extracapsular extraction of lens
415281000,C718,C71.8 Other specified extracapsular extraction of lens
59959006,C862,C86.2 Repair of globe
398874009,C819,C81.9 Unspecified photocoagulation of retina for detachment
373357006,Y064,Y06.4 Excision of scar tissue NOC
359851005,Y061,Y06.1 Marsupialisation of organ NOC
425797007,C881,C88.1 Transpupillary thermotherapy to subretinal lesion
61553000,Z199,Z19.9 Eye NEC
398874009,C812,C81.2 Laser photocoagulation of retina for detachment
206175003,C013,C01.3 Evisceration of eye
415282007,C712,C71.2 Phacoemulsification of lens
415170005,C719,C71.9 Unspecified extracapsular extraction of lens
61553000,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
274336008,C571,C57.1 Biopsy of lesion of sclera
415281000,C712,C71.2 Phacoemulsification of lens
423308005,C848,C84.8 Other specified other operations on retina
172132001,C012,C01.2 Enucleation of eye
41496004,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
252803002,Y442,Y44.2 Monitoring of pressure in organ NOC
373357006,Y068,Y06.8 Other specified excision of lesion of organ NOC
398874009,C825,C82.5 Panretinal laser photocoagulation to lesion of retina
363115007,C868,C86.8 Other specified other operations on eye
65839000,Y973,Y97.3 Radiology with post contrast
21596009,C088,C08.8 Other specified other operations on orbit
113113000,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
120086003,C011,C01.1 Exenteration of orbit
415282007,C711,C71.1 Simple linear extraction of lens
373357006,Y061,Y06.1 Marsupialisation of organ NOC
59590004,C032,C03.2 Insertion of prosthetic replacement for eyeball
446938009,C432,C43.2 Biopsy of lesion of conjunctiva
363115007,Y323,Y32.3 Re-exploration of organ and packing of organ NOC
164729009,C868,C86.8 Other specified other operations on eye
446938009,C511,C51.1 Biopsy of lesion of cornea
241037002,Y971,Y97.1 Radiology with pre and post contrast
373357006,C868,C86.8 Other specified other operations on eye
274336008,C843,C84.3 Biopsy of lesion of retina
314125009,C866,C86.6 Examination of eye under anaesthetic
838278005,X609,X60.9 Unspecified rehabilitation assessment
415282007,C719,C71.9 Unspecified extracapsular extraction of lens
59590004,C031,C03.1 Insertion of prosthetic replacement for orbit
274336008,C511,C51.1 Biopsy of lesion of cornea
82819003,C868,C86.8 Other specified other operations on eye
397994004,C031,C03.1 Insertion of prosthetic replacement for orbit
231559005,C861,C86.1 Biopsy of lesion of eye NEC
373357006,Y067,Y06.7 Radiofrequency excision of lesion of organ NOC
359851005,Y067,Y06.7 Radiofrequency excision of lesion of organ NOC
373357006,Y063,Y06.3 Enucleation of lesion of organ NOC
397994004,C038,C03.8 Other specified insertion of prosthesis of eye
397800002,C032,C03.2 Insertion of prosthetic replacement for eyeball
415282007,C718,C71.8 Other specified extracapsular extraction of lens
398031005,C012,C01.2 Enucleation of eye
19731001,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
763097008,C862,C86.2 Repair of globe
359851005,Y063,Y06.3 Enucleation of lesion of organ NOC
7663009,C862,C86.2 Repair of globe
82819003,Y429,Y42.9 Unspecified manipulation of organ NOC
359851005,Y062,Y06.2 Deroofing of cyst of organ NOC
252803002,C518,C51.8 Other specified other operations on cornea
415282007,C751,C75.1 Insertion of prosthetic replacement for lens NEC
19731001,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
398031005,C032,C03.2 Insertion of prosthetic replacement for eyeball
359851005,C518,C51.8 Other specified other operations on cornea
415281000,C713,C71.3 Aspiration of lens
445023004,C481,C48.1 Surgical removal of foreign body from cornea
373357006,Y066,Y06.6 Vacuum excision of lesion of organ NOC
363255004,C692,C69.2 Paracentesis of anterior chamber of eye
120086003,C013,C01.3 Evisceration of eye
29747000,C013,C01.3 Evisceration of eye
445023004,C774,C77.4 Surgical removal of foreign body from lens
165012008,U418,U41.8 Other specified provocation test
11819005,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
446938009,C571,C57.1 Biopsy of lesion of sclera
65839000,Y971,Y97.1 Radiology with pre and post contrast
65839000,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
397800002,C031,C03.1 Insertion of prosthetic replacement for orbit
359851005,Y064,Y06.4 Excision of scar tissue NOC
54513001,U418,U41.8 Other specified provocation test
446938009,C373,C37.3 Biopsy of lesion of muscle of eye
252833009,C518,C51.8 Other specified other operations on cornea
29747000,C038,C03.8 Other specified insertion of prosthesis of eye
19731001,U216,U21.6 Ultrasound scan NEC
359851005,Y065,Y06.5 Gamma wave excision of lesion of organ NOC
398874009,C818,C81.8 Other specified photocoagulation of retina for detachment
397800002,C012,C01.2 Enucleation of eye
113113000,Y971,Y97.1 Radiology with pre and post contrast
359851005,Y066,Y06.6 Vacuum excision of lesion of organ NOC
359851005,Y068,Y06.8 Other specified excision of lesion of organ NOC
274336008,C773,C77.3 Biopsy of lesion of lens
415170005,C718,C71.8 Other specified extracapsular extraction of lens
398874009,C821,C82.1 Cauterisation of lesion of retina
363115007,Y328,Y32.8 Other specified re-exploration of organ NOC
373358001,C863,C86.3 Suture of eye NEC
428822001,C882,C88.2 Photodynamic therapy to subretinal lesion
274336008,C861,C86.1 Biopsy of lesion of eye NEC
425797007,C888,C88.8 Other specified destruction of subretinal lesion
120086003,C019,C01.9 Unspecified excision of eye
91552000,Y717,Y71.7 Third or greater revisional operation NOC
39029006,Z179,Z17.9 Muscle of eye NEC
397800002,C039,C03.9 Unspecified insertion of prosthesis of eye
