snomed,opcs,opcs_term
54747001,H072,H07.2 Right hemicolectomy and side to side anastomosis of ileum to transverse colon
107948003,H171,H17.1 Open reduction of intussusception of colon
174596006,J351,J35.1 Sphincterotomy of bile duct and pancreatic duct using duodenal approach
74539002,H173,H17.3 Open reduction of volvulus of sigmoid colon
361153005,H157,H15.7 Percutaneous endoscopic sigmoid colostomy
25196007,H335,H33.5 Rectosigmoidectomy and closure of rectal stump and exteriorisation of bowel
235303007,G641,G64.1 Endoscopic extirpation of lesion of jejunum
307555006,G783,G78.3 Removal of foreign body from ileum
361153005,H155,H15.5 Dilation of colostomy
307561009,G699,G69.9 Unspecified excision of ileum
75312003,H291,H29.1 Subtotal excision of colon and rectum and creation of colonic pouch and anastomosis of colon to anus
174190005,H231,H23.1 Endoscopic snare resection of lesion of lower bowel using fibreoptic sigmoidoscope
46295004,H332,H33.2 Proctectomy and anastomosis of colon to anus
56283009,G681,G68.1 Allotransplantation of ileum
173853002,G502,G50.2 Open destruction of lesion of duodenum
60362005,Y255,Y25.5 Other attention to suture of organ NOC
609279008,H101,H10.1 Sigmoid colectomy and end to end anastomosis of ileum to rectum
87279008,H261,H26.1 Endoscopic snare resection of lesion of sigmoid colon using rigid sigmoidoscope
235591000,J368,J36.8 Other specified other operations on ampulla of Vater using duodenal approach
72386000,G638,G63.8 Other specified other open operations on jejunum
33759004,Y253,Y25.3 Removal of retained suture from organ NOC
301699000,H201,H20.1 Fibreoptic endoscopic snare resection of lesion of colon
41330009,H096,H09.6 Left hemicolectomy and end to side anastomosis
307562002,G333,G33.3 Conversion to anastomosis of stomach to jejunum NEC
32044008,H113,H11.3 Colectomy and anastomosis NEC
299681007,H151,H15.1 Loop colostomy
307241002,H241,H24.1 Endoscopic dilation of lower bowel using fibreoptic sigmoidoscope
243775002,M191,M19.1 Construction of ileal conduit
241334003,Y949,Y94.9 Unspecified radiopharmaceutical imaging
235298005,G703,G70.3 Open destruction of lesion of ileum
235584003,J432,J43.2 Endoscopic retrograde cholangiopancreatography and biopsy of lesion of biliary or pancreatic system NEC
32325005,G784,G78.4 Closure of perforation of ileum
32044008,H072,H07.2 Right hemicolectomy and side to side anastomosis of ileum to transverse colon
235320006,H168,H16.8 Other specified incision of colon
54747001,H118,H11.8 Other specified other excision of colon
78299009,H412,H41.2 Peranal excision of lesion of rectum
13327002,H119,H11.9 Unspecified other excision of colon
241168000,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
236783000,G719,G71.9 Unspecified bypass of ileum
446228006,Y754,Y75.4 Hand assisted minimal access approach to abdominal cavity
265420002,H352,H35.2 Posterior fixation of rectum using prosthetic material
8324006,H468,H46.8 Other specified other operations on rectum
235344008,H234,H23.4 Endoscopic destruction of lesion of lower bowel using fibreoptic sigmoidoscope NEC
420108003,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
44441009,H251,H25.1 Diagnostic endoscopic examination of lower bowel and biopsy of lesion of lower bowel using fibreoptic sigmoidoscope
241333009,Y941,Y94.1 Dopamine transporter scan
107938000,G692,G69.2 Ileectomy and anastomosis of duodenum to ileum
425616008,G688,G68.8 Other specified transplantation of ileum
307559000,G822,G82.2 Intubation of ileum for decompression of intestine
90856004,G691,G69.1 Ileectomy and anastomosis of stomach to ileum
22094003,Y309,Y30.9 Unspecified incision of organ NOC
27397009,G534,G53.4 Open insertion of tubal prosthesis into duodenum
54357003,G693,G69.3 Ileectomy and anastomosis of ileum to ileum
54747001,H105,H10.5 Sigmoid colectomy and exteriorisation of bowel NEC
235346005,H403,H40.3 Trans-sphincteric destruction of lesion of rectum
241674004,H237,H23.7 Endoscopic mucosal resection of lesion of lower bowel using fibreoptic sigmoidoscope
45464004,Y062,Y06.2 Deroofing of cyst of organ NOC
426738005,G716,G71.6 Duodenal switch
418294002,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
84952009,H114,H11.4 Colectomy and ileostomy NEC
36984000,Y079,Y07.9 Unspecified obliteration of cavity of organ NOC
37593003,G698,G69.8 Other specified excision of ileum
16442821000119108,Z287,Z28.7 Colon NEC
1054002,J358,J35.8 Other specified incision of sphincter of Oddi using duodenal approach
45220009,H333,H33.3 Anterior resection of rectum and anastomosis of colon to rectum using staples
418210005,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
235150006,H229,H22.9 Unspecified diagnostic endoscopic examination of colon
14690009,H135,H13.5 Bypass of colon by anastomosis of colon to rectum NEC
287806006,H558,H55.8 Other specified other operations on perianal region
287559004,Y755,Y75.5 Laparoscopic ultrasonic approach to abdominal cavity
112875007,H415,H41.5 Peranal resection of rectum using staples
431470004,H143,H14.3 Closure of caecostomy
42624001,G533,G53.3 Open removal of foreign body from duodenum
40826009,G801,G80.1 Diagnostic endoscopic examination of ileum and biopsy of lesion of ileum
307561009,G748,G74.8 Other specified creation of artificial opening into ileum
29586003,H288,H28.8 Other specified diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope
609279008,H065,H06.5 Extended right hemicolectomy and end to side anastomosis
87677003,H336,H33.6 Anterior resection of rectum and exteriorisation of bowel
90856004,G693,G69.3 Ileectomy and anastomosis of ileum to ileum
59896001,Y403,Y40.3 Balloon dilation of organ NOC
9121000,H488,H48.8 Other specified excision of lesion of anus
710197007,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
431943003,Z276,Z27.6 Ileum
310804003,G581,G58.1 Total jejunectomy and anastomosis of stomach to ileum
54747001,H069,H06.9 Unspecified extended excision of right hemicolon
311774002,H201,H20.1 Fibreoptic endoscopic snare resection of lesion of colon
116236007,H348,H34.8 Other specified open extirpation of lesion of rectum
711421003,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
341729004,H176,H17.6 Open relief of obstruction of colon NEC
1645004,J388,J38.8 Other specified endoscopic incision of sphincter of Oddi
107944001,H096,H09.6 Left hemicolectomy and end to side anastomosis
235254005,G498,G49.8 Other specified excision of duodenum
265404007,H234,H23.4 Endoscopic destruction of lesion of lower bowel using fibreoptic sigmoidoscope NEC
63003009,H194,H19.4 Open removal of foreign body from colon
29065006,H168,H16.8 Other specified incision of colon
173904001,G592,G59.2 Open destruction of lesion of jejunum
866199004,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
174190005,Z286,Z28.6 Sigmoid colon
116236007,H349,H34.9 Unspecified open extirpation of lesion of rectum
307668009,H418,H41.8 Other specified other operations on rectum through anus
312694003,G702,G70.2 Excision of lesion of ileum NEC
33759004,Y254,Y25.4 Removal of other suture from organ NOC
107944001,H085,H08.5 Transverse colectomy and exteriorisation of bowel NEC
235171001,G585,G58.5 Partial jejunectomy and anastomosis of duodenum to colon
41939004,G642,G64.2 Endoscopic dilation of jejunum
174209005,Z291,Z29.1 Rectum
448156002,H402,H40.2 Trans-sphincteric excision of lesion of rectum
32578005,H031,H03.1 Drainage of abscess of appendix
44061005,H258,H25.8 Other specified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope
446746001,G492,G49.2 Total excision of duodenum
235582004,J351,J35.1 Sphincterotomy of bile duct and pancreatic duct using duodenal approach
8903007,T296,T29.6 Plastic operations on umbilicus
44441009,H242,H24.2 Endoscopic coagulation of blood vessel of lower bowel using fibreoptic sigmoidoscope
787874000,H059,H05.9 Unspecified total excision of colon
235349003,Y132,Y13.2 Cryotherapy to lesion of organ NOC
41500002,Z277,Z27.7 Small intestine
241337005,Y949,Y94.9 Unspecified radiopharmaceutical imaging
73761001,H188,H18.8 Other specified open endoscopic operations on colon
359583006,G649,G64.9 Unspecified therapeutic endoscopic operations on jejunum
6025007,H029,H02.9 Unspecified other excision of appendix
241334003,Y942,Y94.2 Octreotide imaging
168900006,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
235147008,G802,G80.2 Wireless capsule endoscopy
236783000,G711,G71.1 Bypass of ileum by anastomosis of jejunum to ileum
128401003,Y169,Y16.9 Unspecified connection of organ NOC
87594008,G768,G76.8 Other specified intra-abdominal manipulation of ileum
18329001,H281,H28.1 Diagnostic endoscopic examination of sigmoid colon and biopsy of lesion of sigmoid colon using rigid sigmoidoscope
84952009,H094,H09.4 Left hemicolectomy and ileostomy HFQ
73761001,H181,H18.1 Open colonoscopy
386197003,H121,H12.1 Excision of diverticulum of colon
32044008,H101,H10.1 Sigmoid colectomy and end to end anastomosis of ileum to rectum
79764004,H412,H41.2 Peranal excision of lesion of rectum
174002005,G784,G78.4 Closure of perforation of ileum
1337002,H141,H14.1 Tube caecostomy
174594009,J358,J35.8 Other specified incision of sphincter of Oddi using duodenal approach
70110002,G764,G76.4 Plication of ileum
84456001,H468,H46.8 Other specified other operations on rectum
107944001,H115,H11.5 Colectomy and exteriorisation of bowel NEC
27397009,G548,G54.8 Other specified therapeutic endoscopic operations on duodenum
35965008,H308,H30.8 Other specified other operations on colon
782836001,H355,H35.5 Anterior fixation of rectum using prosthetic material
241336001,Y939,Y93.9 Unspecified gallium-67 imaging
241477001,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
235348006,H403,H40.3 Trans-sphincteric destruction of lesion of rectum
60523002,H143,H14.3 Closure of caecostomy
69538006,J362,J36.2 Biopsy of lesion of ampulla of Vater using duodenal approach
87677003,H334,H33.4 Anterior resection of rectum and anastomosis NEC
87677003,H338,H33.8 Other specified excision of rectum
287784004,H341,H34.1 Open excision of lesion of rectum
17988003,G693,G69.3 Ileectomy and anastomosis of ileum to ileum
609279008,H064,H06.4 Extended right hemicolectomy and ileostomy HFQ
715970002,Y971,Y97.1 Radiology with pre and post contrast
709523008,Y971,Y97.1 Radiology with pre and post contrast
119286000,G631,G63.1 Open biopsy of lesion of jejunum
63003009,H441,H44.1 Manual removal of foreign body from rectum
773128008,H201,H20.1 Fibreoptic endoscopic snare resection of lesion of colon
235147008,G808,G80.8 Other specified diagnostic endoscopic examination of ileum
2743004,G791,G79.1 Endoscopic extirpation of lesion of ileum
73921006,H358,H35.8 Other specified fixation of rectum for prolapse
174286001,H429,H42.9 Unspecified perineal operations for prolapse of rectum
6019008,H251,H25.1 Diagnostic endoscopic examination of lower bowel and biopsy of lesion of lower bowel using fibreoptic sigmoidoscope
33507007,H412,H41.2 Peranal excision of lesion of rectum
4829004,G692,G69.2 Ileectomy and anastomosis of duodenum to ileum
116236007,H343,H34.3 Open cryotherapy to lesion of rectum
307260009,G522,G52.2 Suture of ulcer of duodenum NEC
12827003,H336,H33.6 Anterior resection of rectum and exteriorisation of bowel
341729004,G768,G76.8 Other specified intra-abdominal manipulation of ileum
60362005,Y253,Y25.3 Removal of retained suture from organ NOC
1645004,J351,J35.1 Sphincterotomy of bile duct and pancreatic duct using duodenal approach
235584003,J438,J43.8 Other specified diagnostic endoscopic retrograde examination of bile duct and pancreatic duct
446024004,G791,G79.1 Endoscopic extirpation of lesion of ileum
46295004,H339,H33.9 Unspecified excision of rectum
54747001,H112,H11.2 Colectomy and side to side anastomosis of ileum to colon NEC
361153005,H143,H14.3 Closure of caecostomy
79764004,H341,H34.1 Open excision of lesion of rectum
235341000,H345,H34.5 Open destruction of lesion of rectum NEC
32325005,G786,G78.6 Open intubation of ileum
713047006,Y142,Y14.2 Insertion of expanding metal stent into organ NOC
81214004,H419,H41.9 Unspecified other operations on rectum through anus
443665007,H402,H40.2 Trans-sphincteric excision of lesion of rectum
446415001,H252,H25.2 Diagnostic endoscopic examination of lower bowel and sampling for bacterial overgrowth using fibreoptic sigmoidoscope
13004001,H272,H27.2 Endoscopic removal of foreign body from sigmoid colon using rigid sigmoidoscope
398801000,H155,H15.5 Dilation of colostomy
47792009,H251,H25.1 Diagnostic endoscopic examination of lower bowel and biopsy of lesion of lower bowel using fibreoptic sigmoidoscope
173958005,G714,G71.4 Bypass of ileum by anastomosis of ileum to transverse colon
303395008,Y131,Y13.1 Cauterisation of lesion of organ NOC
241163009,Z276,Z27.6 Ileum
87279008,H121,H12.1 Excision of diverticulum of colon
387861003,H426,H42.6 Perineal repair of prolapse of rectum NEC
174270008,H401,H40.1 Trans-sphincteric excision of mucosa of rectum
265455000,J439,J43.9 Unspecified diagnostic endoscopic retrograde examination of bile duct and pancreatic duct
438775000,G763,G76.3 Open relief of obstruction of ileum NEC
235346005,H413,H41.3 Peranal destruction of lesion of rectum
116236007,H481,H48.1 Excision of polyp of anus
44441009,H237,H23.7 Endoscopic mucosal resection of lesion of lower bowel using fibreoptic sigmoidoscope
74373008,G781,G78.1 Open biopsy of lesion of ileum
271996001,G501,G50.1 Excision of lesion of duodenum
32044008,H093,H09.3 Left hemicolectomy and anastomosis NEC
173649001,G751,G75.1 Refashioning of ileostomy
235360007,H368,H36.8 Other specified other abdominal operations for prolapse of rectum
28939002,H207,H20.7 Fibreoptic endoscopic mucosal resection of lesion of colon
81214004,H415,H41.5 Peranal resection of rectum using staples
87279008,H205,H20.5 Fibreoptic endoscopic submucosal resection of lesion of colon
174197008,H241,H24.1 Endoscopic dilation of lower bowel using fibreoptic sigmoidoscope
26925005,H085,H08.5 Transverse colectomy and exteriorisation of bowel NEC
307583008,H071,H07.1 Right hemicolectomy and end to end anastomosis of ileum to colon
50774009,H061,H06.1 Extended right hemicolectomy and end to end anastomosis
447166008,H063,H06.3 Extended right hemicolectomy and anastomosis NEC
32956007,Y011,Y01.1 Autoreplacement of organ NOC
174603004,J362,J36.2 Biopsy of lesion of ampulla of Vater using duodenal approach
274025005,H209,H20.9 Unspecified endoscopic extirpation of lesion of colon
241168000,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
711421003,U215,U21.5 Contrast fluoroscopy NEC
32044008,H064,H06.4 Extended right hemicolectomy and ileostomy HFQ
445716005,G792,G79.2 Endoscopic dilation of ileum
21216009,Y752,Y75.2 Laparoscopic approach to abdominal cavity NEC
448156002,H333,H33.3 Anterior resection of rectum and anastomosis of colon to rectum using staples
252674007,Z277,Z27.7 Small intestine
28939002,H201,H20.1 Fibreoptic endoscopic snare resection of lesion of colon
609279008,H104,H10.4 Sigmoid colectomy and ileostomy HFQ
5722009,H134,H13.4 Bypass of colon by anastomosis of transverse colon to rectum
431943003,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
53402007,G809,G80.9 Unspecified diagnostic endoscopic examination of ileum
287993008,H303,H30.3 Passage of flatus tube to reduce volvulus of sigmoid colon
53402007,G803,G80.3 Diagnostic endoscopic balloon examination of ileum
1337002,H155,H15.5 Dilation of colostomy
287828006,Y069,Y06.9 Unspecified excision of lesion of organ NOC
235302002,Y118,Y11.8 Other specified other destruction of organ NOC
241160007,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
398801000,H157,H15.7 Percutaneous endoscopic sigmoid colostomy
709192002,G501,G50.1 Excision of lesion of duodenum
235345009,H232,H23.2 Endoscopic cauterisation of lesion of lower bowel using fibreoptic sigmoidoscope
54747001,H092,H09.2 Left hemicolectomy and end to end anastomosis of colon to colon
29205000,H425,H42.5 Excision of mucosal prolapse of rectum NEC
235340004,H402,H40.2 Trans-sphincteric excision of lesion of rectum
6019008,H221,H22.1 Diagnostic fibreoptic endoscopic examination of colon and biopsy of lesion of colon
287784004,H412,H41.2 Peranal excision of lesion of rectum
265404007,H232,H23.2 Endoscopic cauterisation of lesion of lower bowel using fibreoptic sigmoidoscope
235592007,Y203,Y20.3 Biopsy of lesion of organ NOC
107944001,H071,H07.1 Right hemicolectomy and end to end anastomosis of ileum to colon
5722009,Y711,Y71.1 Subsequent stage of staged operations NOC
119887001,G786,G78.6 Open intubation of ileum
708876004,H024,H02.4 Incidental appendicectomy
44642007,H291,H29.1 Subtotal excision of colon and rectum and creation of colonic pouch and anastomosis of colon to anus
418294002,Y971,Y97.1 Radiology with pre and post contrast
235377007,H352,H35.2 Posterior fixation of rectum using prosthetic material
76164006,H251,H25.1 Diagnostic endoscopic examination of lower bowel and biopsy of lesion of lower bowel using fibreoptic sigmoidoscope
782836001,Y282,Y28.2 Insertion of biological mesh into organ NOC
54747001,H114,H11.4 Colectomy and ileostomy NEC
119887001,G782,G78.2 Strictureplasty of ileum
173856005,G511,G51.1 Bypass of duodenum by anastomosis of stomach to jejunum
241162004,U174,U17.4 Barium enema
21795006,H251,H25.1 Diagnostic endoscopic examination of lower bowel and biopsy of lesion of lower bowel using fibreoptic sigmoidoscope
74373008,G788,G78.8 Other specified other open operations on ileum
307558008,G822,G82.2 Intubation of ileum for decompression of intestine
303395008,G502,G50.2 Open destruction of lesion of duodenum
14690009,H194,H19.4 Open removal of foreign body from colon
9280007,H462,H46.2 Hydrostatic reduction of intussusception of rectum
34574008,Y139,Y13.9 Unspecified other destruction of lesion of organ NOC
74373008,Y332,Y33.2 Drilling of organ NOC
87594008,G761,G76.1 Open reduction of intussusception of ileum
713047006,Z274,Z27.4 Duodenum
235346005,H123,H12.3 Destruction of lesion of colon NEC
71367006,Y206,Y20.6 Plugged biopsy NOC
359571009,H074,H07.4 Right hemicolectomy and ileostomy HFQ
42904002,Y269,Y26.9 Unspecified other repair of organ NOC
13327002,H105,H10.5 Sigmoid colectomy and exteriorisation of bowel NEC
387860002,H425,H42.5 Excision of mucosal prolapse of rectum NEC
235349003,H234,H23.4 Endoscopic destruction of lesion of lower bowel using fibreoptic sigmoidoscope NEC
107938000,G698,G69.8 Other specified excision of ileum
713047006,Y149,Y14.9 Unspecified placement of stent in organ NOC
386196007,H344,H34.4 Open laser destruction of lesion of rectum
235303007,G703,G70.3 Open destruction of lesion of ileum
84952009,H093,H09.3 Left hemicolectomy and anastomosis NEC
359544009,G785,G78.5 Exclusion of segment of ileum
609279008,H078,H07.8 Other specified other excision of right hemicolon
241477001,Y973,Y97.3 Radiology with post contrast
53402007,Y518,Y51.8 Other specified approach to organ through artificial opening into gastrointestinal tract
41536004,G731,G73.1 Revision of anastomosis of ileum
235149006,G799,G79.9 Unspecified therapeutic endoscopic operations on ileum
426775000,Y538,Y53.8 Other specified approach to organ under image control
169009002,Z291,Z29.1 Rectum
168843004,Y973,Y97.3 Radiology with post contrast
84530005,H462,H46.2 Hydrostatic reduction of intussusception of rectum
286780001,G559,G55.9 Unspecified diagnostic endoscopic examination of duodenum
713047006,Y145,Y14.5 Insertion of stent graft into organ NOC
431470004,H141,H14.1 Tube caecostomy
67715004,U178,U17.8 Other specified diagnostic imaging of digestive tract
174071004,H069,H06.9 Unspecified extended excision of right hemicolon
398801000,H151,H15.1 Loop colostomy
789398005,H215,H21.5 Fibreoptic endoscopic decompression of colon
287784004,H334,H33.4 Anterior resection of rectum and anastomosis NEC
787875004,H053,H05.3 Total colectomy and ileostomy NEC
