snomed,opcs,opcs_term
428829005,X657,X65.7 Delivery of radionuclide therapy NEC
44441009,H239,H23.9 Unspecified endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope
50632006,X651,X65.1 Delivery of a fraction of total body irradiation
169292008,X692,X69.2 Delivery of a fraction of total skin radiotherapy
33759004,Y259,Y25.9 Unspecified suture of organ NOC
431476005,Y514,Y51.4 Approach to organ through colostomy
9280007,Y263,Y26.3 Stapling of organ NOC
73921006,H352,H35.2 Posterior fixation of rectum using prosthetic material
84952009,H065,H06.5 Extended right hemicolectomy and end to side anastomosis
441783000,Y918,Y91.8 Other specified external beam radiotherapy
445954002,Y973,Y97.3 Radiology with post contrast
235153008,H288,H28.8 Other specified diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope
428624002,X656,X65.6 Delivery of a fraction of intraluminal brachytherapy
16442821000119108,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
307244005,H241,H24.1 Endoscopic dilation of lower bowel using fibreoptic sigmoidoscope
241337005,Z291,Z29.1 Rectum
446362009,H262,H26.2 Endoscopic cauterisation of lesion of sigmoid colon using rigid sigmoidoscope
711421003,Z287,Z28.7 Colon NEC
1156525005,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
275011001,Y281,Y28.1 Insertion of synthetic mesh into organ NOC
235358005,H305,H30.5 Irrigation of colon
231764006,C823,C82.3 External beam radiotherapy to lesion of retina
169009002,Y973,Y97.3 Radiology with post contrast
879915007,X659,X65.9 Unspecified radiotherapy delivery
169296006,X692,X69.2 Delivery of a fraction of total skin radiotherapy
174215005,H271,H27.1 Endoscopic dilation of sigmoid colon using rigid sigmoidoscope
9280007,H419,H41.9 Unspecified other operations on rectum through anus
447704003,A107,A10.7 Stereotactic radiosurgery on tissue of brain
33195004,O441,O44.1 Proton radiotherapy
241168000,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
228666003,Y912,Y91.2 Megavoltage treatment for simple radiotherapy
32044008,H111,H11.1 Colectomy and end to end anastomosis of colon to colon NEC
64522003,X653,X65.3 Delivery of a fraction of interstitial radiotherapy
314605006,X691,X69.1 Delivery of a fraction of hemi-body radiation
228666003,Y918,Y91.8 Other specified external beam radiotherapy
169298007,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
52667004,H105,H10.5 Sigmoid colectomy and exteriorisation of bowel NEC
12149006,Y828,Y82.8 Other specified local anaesthetic
84952009,H079,H07.9 Unspecified other excision of right hemicolon
312248006,X651,X65.1 Delivery of a fraction of total body irradiation
274352006,H412,H41.2 Peranal excision of lesion of rectum
9215005,H162,H16.2 Caecotomy
84604002,H108,H10.8 Other specified excision of sigmoid colon
11331000224100,Y916,Y91.6 Intraoperative electron beam radiotherapy
5722009,H131,H13.1 Bypass of colon by anastomosis of ileum to colon
431462009,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
14771009,Z291,Z29.1 Rectum
118640001,X657,X65.7 Delivery of radionuclide therapy NEC
314604005,X651,X65.1 Delivery of a fraction of total body irradiation
169310003,X651,X65.1 Delivery of a fraction of total body irradiation
34984003,H412,H41.2 Peranal excision of lesion of rectum
84952009,H086,H08.6 Transverse colectomy and end to side anastomosis
77738002,X722,X72.2 Delivery of complex parenteral chemotherapy for neoplasm at first attendance
428829005,X652,X65.2 Delivery of a fraction of intracavitary radiotherapy
384091000119108,Y971,Y97.1 Radiology with pre and post contrast
38104006,X691,X69.1 Delivery of a fraction of hemi-body radiation
265407000,H269,H26.9 Unspecified endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope
235344008,H209,H20.9 Unspecified endoscopic extirpation of lesion of colon
33195004,Y913,Y91.3 Superficial or orthovoltage treatment for radiotherapy
228666003,O441,O44.1 Proton radiotherapy
32414000,H181,H18.1 Open colonoscopy
39646005,Y918,Y91.8 Other specified external beam radiotherapy
174158000,H181,H18.1 Open colonoscopy
265407000,H262,H26.2 Endoscopic cauterisation of lesion of sigmoid colon using rigid sigmoidoscope
228666003,Y919,Y91.9 Unspecified external beam radiotherapy
449194009,H231,H23.1 Endoscopic snare resection of lesion of lower bowel using fibreoptic sigmoidoscope
169295005,Y916,Y91.6 Intraoperative electron beam radiotherapy
228667007,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
169295005,X691,X69.1 Delivery of a fraction of hemi-body radiation
78110003,Y354,Y35.4 Introduction of radioactive substance into organ for brachytherapy NOC
60362005,Y255,Y25.5 Other attention to suture of organ NOC
87279008,H261,H26.1 Endoscopic snare resection of lesion of sigmoid colon using rigid sigmoidoscope
33759004,Y253,Y25.3 Removal of retained suture from organ NOC
45643008,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
301699000,H201,H20.1 Fibreoptic endoscopic snare resection of lesion of colon
5304008,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
169291001,Y915,Y91.5 Megavoltage treatment for hypofractionated stereotactic radiotherapy
32044008,H113,H11.3 Colectomy and anastomosis NEC
307241002,H241,H24.1 Endoscopic dilation of lower bowel using fibreoptic sigmoidoscope
31652009,X722,X72.2 Delivery of complex parenteral chemotherapy for neoplasm at first attendance
32044008,H072,H07.2 Right hemicolectomy and side to side anastomosis of ileum to transverse colon
235320006,H168,H16.8 Other specified incision of colon
78299009,H412,H41.2 Peranal excision of lesion of rectum
13327002,H119,H11.9 Unspecified other excision of colon
241168000,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
231737005,X656,X65.6 Delivery of a fraction of intraluminal brachytherapy
236783000,G719,G71.9 Unspecified bypass of ileum
265420002,H352,H35.2 Posterior fixation of rectum using prosthetic material
78110003,X658,X65.8 Other specified radiotherapy delivery
8324006,H468,H46.8 Other specified other operations on rectum
235344008,H234,H23.4 Endoscopic destruction of lesion of lower bowel using fibreoptic sigmoidoscope NEC
44441009,H251,H25.1 Diagnostic endoscopic examination of lower bowel and biopsy of lesion of lower bowel using fibreoptic sigmoidoscope
22094003,Y309,Y30.9 Unspecified incision of organ NOC
241674004,H237,H23.7 Endoscopic mucosal resection of lesion of lower bowel using fibreoptic sigmoidoscope
418294002,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
39646005,Y914,Y91.4 Megavoltage treatment for adaptive radiotherapy
84952009,H114,H11.4 Colectomy and ileostomy NEC
169303009,X651,X65.1 Delivery of a fraction of total body irradiation
446504008,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
70446004,T132,T13.2 Introduction of sclerosing substance into pleural cavity NEC
16442821000119108,Z287,Z28.7 Colon NEC
45220009,H333,H33.3 Anterior resection of rectum and anastomosis of colon to rectum using staples
418210005,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
235150006,H229,H22.9 Unspecified diagnostic endoscopic examination of colon
14690009,H135,H13.5 Bypass of colon by anastomosis of colon to rectum NEC
287806006,H558,H55.8 Other specified other operations on perianal region
112875007,H415,H41.5 Peranal resection of rectum using staples
431470004,H143,H14.3 Closure of caecostomy
87677003,H336,H33.6 Anterior resection of rectum and exteriorisation of bowel
231737005,X658,X65.8 Other specified radiotherapy delivery
59896001,Y403,Y40.3 Balloon dilation of organ NOC
311774002,H201,H20.1 Fibreoptic endoscopic snare resection of lesion of colon
711421003,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
64134004,A107,A10.7 Stereotactic radiosurgery on tissue of brain
29065006,H168,H16.8 Other specified incision of colon
447704003,Y918,Y91.8 Other specified external beam radiotherapy
87776000,X298,X29.8 Other specified continuous Infusion of therapeutic substance
85257004,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
33759004,Y254,Y25.4 Removal of other suture from organ NOC
78110003,X656,X65.6 Delivery of a fraction of intraluminal brachytherapy
174209005,Z291,Z29.1 Rectum
448156002,H402,H40.2 Trans-sphincteric excision of lesion of rectum
44441009,H242,H24.2 Endoscopic coagulation of blood vessel of lower bowel using fibreoptic sigmoidoscope
241337005,Y949,Y94.9 Unspecified radiopharmaceutical imaging
73761001,H188,H18.8 Other specified open endoscopic operations on colon
236783000,G711,G71.1 Bypass of ileum by anastomosis of jejunum to ileum
395075008,X653,X65.3 Delivery of a fraction of interstitial radiotherapy
84952009,H094,H09.4 Left hemicolectomy and ileostomy HFQ
31632008,O441,O44.1 Proton radiotherapy
73761001,H181,H18.1 Open colonoscopy
169302004,X691,X69.1 Delivery of a fraction of hemi-body radiation
386197003,H121,H12.1 Excision of diverticulum of colon
230857009,A108,A10.8 Other specified other operations on tissue of brain
32044008,H101,H10.1 Sigmoid colectomy and end to end anastomosis of ileum to rectum
79764004,H412,H41.2 Peranal excision of lesion of rectum
1337002,H141,H14.1 Tube caecostomy
84456001,H468,H46.8 Other specified other operations on rectum
35965008,H308,H30.8 Other specified other operations on colon
720379009,X724,X72.4 Delivery of subsequent element of cycle of chemotherapy for neoplasm
241336001,Y939,Y93.9 Unspecified gallium-67 imaging
60523002,H143,H14.3 Closure of caecostomy
87677003,H334,H33.4 Anterior resection of rectum and anastomosis NEC
87677003,H338,H33.8 Other specified excision of rectum
228662001,Y911,Y91.1 Megavoltage treatment for complex radiotherapy
287784004,H341,H34.1 Open excision of lesion of rectum
230914000,Y134,Y13.4 Radiofrequency controlled thermal destruction of lesion of organ NOC
709523008,Y971,Y97.1 Radiology with pre and post contrast
773128008,H201,H20.1 Fibreoptic endoscopic snare resection of lesion of colon
73921006,H358,H35.8 Other specified fixation of rectum for prolapse
113117004,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
174286001,H429,H42.9 Unspecified perineal operations for prolapse of rectum
33507007,H412,H41.2 Peranal excision of lesion of rectum
12827003,H336,H33.6 Anterior resection of rectum and exteriorisation of bowel
60362005,Y253,Y25.3 Removal of retained suture from organ NOC
50632006,X691,X69.1 Delivery of a fraction of hemi-body radiation
64134004,Y918,Y91.8 Other specified external beam radiotherapy
722472009,X724,X72.4 Delivery of subsequent element of cycle of chemotherapy for neoplasm
79764004,H341,H34.1 Open excision of lesion of rectum
235341000,H345,H34.5 Open destruction of lesion of rectum NEC
22733003,X721,X72.1 Delivery of complex chemotherapy for neoplasm including prolonged infusional treatment at first attendance
81214004,H419,H41.9 Unspecified other operations on rectum through anus
428923005,X653,X65.3 Delivery of a fraction of interstitial radiotherapy
443665007,H402,H40.2 Trans-sphincteric excision of lesion of rectum
6872008,X724,X72.4 Delivery of subsequent element of cycle of chemotherapy for neoplasm
13004001,H272,H27.2 Endoscopic removal of foreign body from sigmoid colon using rigid sigmoidoscope
398801000,H155,H15.5 Dilation of colostomy
445232009,X652,X65.2 Delivery of a fraction of intracavitary radiotherapy
231544004,X653,X65.3 Delivery of a fraction of interstitial radiotherapy
87279008,H121,H12.1 Excision of diverticulum of colon
448461009,Y913,Y91.3 Superficial or orthovoltage treatment for radiotherapy
387861003,H426,H42.6 Perineal repair of prolapse of rectum NEC
174270008,H401,H40.1 Trans-sphincteric excision of mucosa of rectum
44441009,H237,H23.7 Endoscopic mucosal resection of lesion of lower bowel using fibreoptic sigmoidoscope
32044008,H093,H09.3 Left hemicolectomy and anastomosis NEC
235360007,H368,H36.8 Other specified other abdominal operations for prolapse of rectum
81214004,H415,H41.5 Peranal resection of rectum using staples
12149006,Y829,Y82.9 Unspecified local anaesthetic
87279008,H205,H20.5 Fibreoptic endoscopic submucosal resection of lesion of colon
26925005,H085,H08.5 Transverse colectomy and exteriorisation of bowel NEC
307583008,H071,H07.1 Right hemicolectomy and end to end anastomosis of ileum to colon
32956007,Y011,Y01.1 Autoreplacement of organ NOC
274025005,H209,H20.9 Unspecified endoscopic extirpation of lesion of colon
241168000,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
449290006,Y917,Y91.7 Electron beam radiotherapy NEC
711421003,U215,U21.5 Contrast fluoroscopy NEC
32044008,H064,H06.4 Extended right hemicolectomy and ileostomy HFQ
448156002,H333,H33.3 Anterior resection of rectum and anastomosis of colon to rectum using staples
4114003,X729,X72.9 Unspecified delivery of chemotherapy for neoplasm
5722009,H134,H13.4 Bypass of colon by anastomosis of transverse colon to rectum
1337002,H155,H15.5 Dilation of colostomy
398801000,H157,H15.7 Percutaneous endoscopic sigmoid colostomy
231596001,X659,X65.9 Unspecified radiotherapy delivery
29205000,H425,H42.5 Excision of mucosal prolapse of rectum NEC
182975000,X373,X37.3 Intramuscular chemotherapy
287784004,H412,H41.2 Peranal excision of lesion of rectum
228672003,Y916,Y91.6 Intraoperative electron beam radiotherapy
5722009,Y711,Y71.1 Subsequent stage of staged operations NOC
428416002,X656,X65.6 Delivery of a fraction of intraluminal brachytherapy
418294002,Y971,Y97.1 Radiology with pre and post contrast
235377007,H352,H35.2 Posterior fixation of rectum using prosthetic material
76164006,H251,H25.1 Diagnostic endoscopic examination of lower bowel and biopsy of lesion of lower bowel using fibreoptic sigmoidoscope
228666003,Y913,Y91.3 Superficial or orthovoltage treatment for radiotherapy
448167001,X656,X65.6 Delivery of a fraction of intraluminal brachytherapy
21795006,H251,H25.1 Diagnostic endoscopic examination of lower bowel and biopsy of lesion of lower bowel using fibreoptic sigmoidoscope
228664000,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
448385000,X651,X65.1 Delivery of a fraction of total body irradiation
169310003,Y917,Y91.7 Electron beam radiotherapy NEC
14690009,H194,H19.4 Open removal of foreign body from colon
11331000224100,Y912,Y91.2 Megavoltage treatment for simple radiotherapy
9280007,H462,H46.2 Hydrostatic reduction of intussusception of rectum
447704003,Y916,Y91.6 Intraoperative electron beam radiotherapy
359571009,H074,H07.4 Right hemicolectomy and ileostomy HFQ
42904002,Y269,Y26.9 Unspecified other repair of organ NOC
428416002,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
13327002,H105,H10.5 Sigmoid colectomy and exteriorisation of bowel NEC
387860002,H425,H42.5 Excision of mucosal prolapse of rectum NEC
46044009,X691,X69.1 Delivery of a fraction of hemi-body radiation
230911008,L358,L35.8 Other specified transluminal operations on cerebral artery
85257004,X652,X65.2 Delivery of a fraction of intracavitary radiotherapy
231568007,X656,X65.6 Delivery of a fraction of intraluminal brachytherapy
169297002,X651,X65.1 Delivery of a fraction of total body irradiation
39646005,Y915,Y91.5 Megavoltage treatment for hypofractionated stereotactic radiotherapy
429774000,X658,X65.8 Other specified radiotherapy delivery
33356009,Y916,Y91.6 Intraoperative electron beam radiotherapy
84952009,H093,H09.3 Left hemicolectomy and anastomosis NEC
11331000224100,Y914,Y91.4 Megavoltage treatment for adaptive radiotherapy
169009002,Z291,Z29.1 Rectum
168843004,Y973,Y97.3 Radiology with post contrast
448461009,X692,X69.2 Delivery of a fraction of total skin radiotherapy
431470004,H141,H14.1 Tube caecostomy
174071004,H069,H06.9 Unspecified extended excision of right hemicolon
398801000,H151,H15.1 Loop colostomy
287784004,H334,H33.4 Anterior resection of rectum and anastomosis NEC
169301006,Y915,Y91.5 Megavoltage treatment for hypofractionated stereotactic radiotherapy
82619000,H099,H09.9 Unspecified excision of left hemicolon
429579007,O163,O16.3 Axilla NEC
473276009,Y259,Y25.9 Unspecified suture of organ NOC
235378002,H358,H35.8 Other specified fixation of rectum for prolapse
235364003,H336,H33.6 Anterior resection of rectum and exteriorisation of bowel
235378002,H355,H35.5 Anterior fixation of rectum using prosthetic material
428624002,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
43111005,Y354,Y35.4 Introduction of radioactive substance into organ for brachytherapy NOC
9215005,H163,H16.3 Colotomy
447912004,Y915,Y91.5 Megavoltage treatment for hypofractionated stereotactic radiotherapy
51994001,H412,H41.2 Peranal excision of lesion of rectum
169291001,O441,O44.1 Proton radiotherapy
235364003,H331,H33.1 Abdominoperineal excision of rectum and end colostomy
13327002,H102,H10.2 Sigmoid colectomy and anastomosis of colon to rectum
174116003,H123,H12.3 Destruction of lesion of colon NEC
448385000,Y911,Y91.1 Megavoltage treatment for complex radiotherapy
13327002,H104,H10.4 Sigmoid colectomy and ileostomy HFQ
169315008,X691,X69.1 Delivery of a fraction of hemi-body radiation
9280007,H464,H46.4 Intubation of rectum NEC
449106004,H267,H26.7 Endoscopic resection of lesion of sigmoid colon using rigid sigmoidoscope NEC
33759004,Z282,Z28.2 Caecum
265415002,H344,H34.4 Open laser destruction of lesion of rectum
771556003,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
5722009,Y719,Y71.9 Unspecified late operations NOC
265415002,H343,H34.3 Open cryotherapy to lesion of rectum
449290006,X691,X69.1 Delivery of a fraction of hemi-body radiation
231596001,Z164,Z16.4 Eyelid
241168000,Z287,Z28.7 Colon NEC
359571009,H079,H07.9 Unspecified other excision of right hemicolon
13327002,H089,H08.9 Unspecified excision of transverse colon
43111005,C889,C88.9 Unspecified destruction of subretinal lesion
310803009,H138,H13.8 Other specified bypass of colon
78110003,Y352,Y35.2 Introduction of iridium wire into organ NOC
231568007,X651,X65.1 Delivery of a fraction of total body irradiation
70446004,T138,T13.8 Other specified introduction of substance into pleural cavity
47479005,Y914,Y91.4 Megavoltage treatment for adaptive radiotherapy
228662001,X692,X69.2 Delivery of a fraction of total skin radiotherapy
241164003,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
33195004,Y917,Y91.7 Electron beam radiotherapy NEC
235344008,H208,H20.8 Other specified endoscopic extirpation of lesion of colon
47479005,Y918,Y91.8 Other specified external beam radiotherapy
447912004,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
398801000,H159,H15.9 Unspecified other exteriorisation of colon
38216008,X722,X72.2 Delivery of complex parenteral chemotherapy for neoplasm at first attendance
32044008,H094,H09.4 Left hemicolectomy and ileostomy HFQ
446414002,H288,H28.8 Other specified diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope
782204001,Y913,Y91.3 Superficial or orthovoltage treatment for radiotherapy
235342007,H238,H23.8 Other specified endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope
21795006,Z293,Z29.3 Perianal tissue
312248006,X692,X69.2 Delivery of a fraction of total skin radiotherapy
241674004,Z291,Z29.1 Rectum
29205000,H429,H42.9 Unspecified perineal operations for prolapse of rectum
169293003,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
235150006,H189,H18.9 Unspecified open endoscopic operations on colon
43111005,C888,C88.8 Other specified destruction of subretinal lesion
473237008,A107,A10.7 Stereotactic radiosurgery on tissue of brain
447704003,Y913,Y91.3 Superficial or orthovoltage treatment for radiotherapy
235153008,H267,H26.7 Endoscopic resection of lesion of sigmoid colon using rigid sigmoidoscope NEC
87279008,H231,H23.1 Endoscopic snare resection of lesion of lower bowel using fibreoptic sigmoidoscope
169396008,X721,X72.1 Delivery of complex chemotherapy for neoplasm including prolonged infusional treatment at first attendance
449106004,H261,H26.1 Endoscopic snare resection of lesion of sigmoid colon using rigid sigmoidoscope
448385000,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
8180007,H207,H20.7 Fibreoptic endoscopic mucosal resection of lesion of colon
75157003,Y132,Y13.2 Cryotherapy to lesion of organ NOC
65952009,X651,X65.1 Delivery of a fraction of total body irradiation
300976007,Z163,Z16.3 Canthus
16442821000119108,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
231737005,X657,X65.7 Delivery of radionuclide therapy NEC
84952009,H111,H11.1 Colectomy and end to end anastomosis of colon to colon NEC
29391003,T461,T46.1 Paracentesis abdominis for ascites
231737005,X652,X65.2 Delivery of a fraction of intracavitary radiotherapy
448294009,X691,X69.1 Delivery of a fraction of hemi-body radiation
395075008,Y352,Y35.2 Introduction of iridium wire into organ NOC
361173000,Z291,Z29.1 Rectum
438216009,H468,H46.8 Other specified other operations on rectum
64522003,Y134,Y13.4 Radiofrequency controlled thermal destruction of lesion of organ NOC
473237008,Y913,Y91.3 Superficial or orthovoltage treatment for radiotherapy
447021001,H228,H22.8 Other specified diagnostic endoscopic examination of colon
169303009,X691,X69.1 Delivery of a fraction of hemi-body radiation
711421003,Y973,Y97.3 Radiology with post contrast
235153008,H268,H26.8 Other specified endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope
21423008,H259,H25.9 Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope
449106004,H205,H20.5 Fibreoptic endoscopic submucosal resection of lesion of colon
21795006,H281,H28.1 Diagnostic endoscopic examination of sigmoid colon and biopsy of lesion of sigmoid colon using rigid sigmoidoscope
84952009,H064,H06.4 Extended right hemicolectomy and ileostomy HFQ
715914001,Y518,Y51.8 Other specified approach to organ through artificial opening into gastrointestinal tract
31652009,X724,X72.4 Delivery of subsequent element of cycle of chemotherapy for neoplasm
400988008,H333,H33.3 Anterior resection of rectum and anastomosis of colon to rectum using staples
429774000,X651,X65.1 Delivery of a fraction of total body irradiation
47479005,Y911,Y91.1 Megavoltage treatment for complex radiotherapy
236205009,Z286,Z28.6 Sigmoid colon
82619000,H098,H09.8 Other specified excision of left hemicolon
431476005,Y971,Y97.1 Radiology with pre and post contrast
169396008,X728,X72.8 Other specified delivery of chemotherapy for neoplasm
169009002,U215,U21.5 Contrast fluoroscopy NEC
265426008,H413,H41.3 Peranal destruction of lesion of rectum
45220009,H332,H33.2 Proctectomy and anastomosis of colon to anus
830155008,T482,T48.2 Introduction of cytotoxic substance into peritoneal cavity
33195004,Y911,Y91.1 Megavoltage treatment for complex radiotherapy
169310003,Y916,Y91.6 Intraoperative electron beam radiotherapy
38216008,X728,X72.8 Other specified delivery of chemotherapy for neoplasm
274031008,H344,H34.4 Open laser destruction of lesion of rectum
241337005,Y948,Y94.8 Other specified radiopharmaceutical imaging
418210005,U211,U21.1 Magnetic resonance imaging NEC
448294009,X651,X65.1 Delivery of a fraction of total body irradiation
172408001,X658,X65.8 Other specified radiotherapy delivery
112875007,H414,H41.4 Peranal mucosal proctectomy and endoanal anastomosis
265415002,H345,H34.5 Open destruction of lesion of rectum NEC
241337005,Y943,Y94.3 Metaiodobenzylguanidine imaging
830156009,T133,T13.3 Introduction of cytotoxic substance into pleural cavity
241164003,Y973,Y97.3 Radiology with post contrast
429820004,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
235150006,H221,H22.1 Diagnostic fibreoptic endoscopic examination of colon and biopsy of lesion of colon
169396008,X722,X72.2 Delivery of complex parenteral chemotherapy for neoplasm at first attendance
870385001,X692,X69.2 Delivery of a fraction of total skin radiotherapy
174116003,H129,H12.9 Unspecified extirpation of lesion of colon
310803009,H139,H13.9 Unspecified bypass of colon
8180007,H205,H20.5 Fibreoptic endoscopic submucosal resection of lesion of colon
897713009,X385,X38.5 Subcutaneous immunotherapy
46044009,Y911,Y91.1 Megavoltage treatment for complex radiotherapy
473276009,Y252,Y25.2 Resuture of organ NOC
387861003,H425,H42.5 Excision of mucosal prolapse of rectum NEC
78110003,Y358,Y35.8 Other specified introduction of removable radioactive material into organ NOC
241336001,Y949,Y94.9 Unspecified radiopharmaceutical imaging
8180007,H218,H21.8 Other specified other therapeutic endoscopic operations on colon
21795006,Y211,Y21.1 Brush cytology of organ NOC
449290006,Y914,Y91.4 Megavoltage treatment for adaptive radiotherapy
87677003,H335,H33.5 Rectosigmoidectomy and closure of rectal stump and exteriorisation of bowel
445884009,H122,H12.2 Excision of lesion of colon NEC
29391003,T462,T46.2 Drainage of ascites NEC
300976007,X659,X65.9 Unspecified radiotherapy delivery
231568007,X657,X65.7 Delivery of radionuclide therapy NEC
169009002,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
14690009,H192,H19.2 Fixation of colon
418181007,U217,U21.7 Plain x-ray NEC
4114003,X728,X72.8 Other specified delivery of chemotherapy for neoplasm
10371000132109,H201,H20.1 Fibreoptic endoscopic snare resection of lesion of colon
9735005,H193,H19.3 Enterorrhaphy of colon
16442821000119108,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
314592008,H333,H33.3 Anterior resection of rectum and anastomosis of colon to rectum using staples
235153008,H262,H26.2 Endoscopic cauterisation of lesion of sigmoid colon using rigid sigmoidoscope
169310003,X692,X69.2 Delivery of a fraction of total skin radiotherapy
711421003,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
395096001,Y914,Y91.4 Megavoltage treatment for adaptive radiotherapy
274031008,H402,H40.2 Trans-sphincteric excision of lesion of rectum
14690009,H199,H19.9 Unspecified other open operations on colon
235343002,H206,H20.6 Fibreoptic endoscopic resection of lesion of colon NEC
447912004,Y913,Y91.3 Superficial or orthovoltage treatment for radiotherapy
169396008,X724,X72.4 Delivery of subsequent element of cycle of chemotherapy for neoplasm
473276009,H468,H46.8 Other specified other operations on rectum
235343002,H209,H20.9 Unspecified endoscopic extirpation of lesion of colon
11331000224100,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
771556003,U215,U21.5 Contrast fluoroscopy NEC
169302004,Y911,Y91.1 Megavoltage treatment for complex radiotherapy
418294002,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
51534007,X731,X73.1 Delivery of exclusively oral chemotherapy for neoplasm
5722009,H133,H13.3 Bypass of colon by anastomosis of transverse colon to sigmoid colon
361173000,Y171,Y17.1 Electrocauterisation of lesion of organ NOC
84952009,H071,H07.1 Right hemicolectomy and end to end anastomosis of ileum to colon
235153008,H273,H27.3 Endoscopic insertion of tubal prosthesis into sigmoid colon using rigid sigmoidoscope
81214004,Y088,Y08.8 Other specified laser therapy to organ NOC
32044008,H103,H10.3 Sigmoid colectomy and anastomosis NEC
275013003,H413,H41.3 Peranal destruction of lesion of rectum
32044008,H081,H08.1 Transverse colectomy and end to end anastomosis
785706005,Y915,Y91.5 Megavoltage treatment for hypofractionated stereotactic radiotherapy
174208002,Z291,Z29.1 Rectum
450827009,X724,X72.4 Delivery of subsequent element of cycle of chemotherapy for neoplasm
