snomed,opcs,opcs_term
172532006,C739,C73.9 Unspecified incision of capsule of lens
447304001,C712,C71.2 Phacoemulsification of lens
70107009,Y265,Y26.5 Other attention to repair of organ NOC
75227000,C748,C74.8 Other specified other extraction of lens
231748003,C739,C73.9 Unspecified incision of capsule of lens
446490007,C719,C71.9 Unspecified extracapsular extraction of lens
447304001,C711,C71.1 Simple linear extraction of lens
70107009,Y261,Y26.1 Reconstruction of organ NOC
231747008,Y086,Y08.6 Laser incision of organ NOC
447304001,C719,C71.9 Unspecified extracapsular extraction of lens
360411008,C731,C73.1 Membranectomy of lens
74184007,Y086,Y08.6 Laser incision of organ NOC
74184007,C733,C73.3 Capsulotomy of posterior lens capsule
75227000,C731,C73.1 Membranectomy of lens
75227000,C711,C71.1 Simple linear extraction of lens
231752003,C752,C75.2 Revision of prosthetic replacement for lens
65812008,C731,C73.1 Membranectomy of lens
231744001,C742,C74.2 Discission of cataract
66359001,C776,C77.6 Insertion of capsule tension ring
19740002,C751,C75.1 Insertion of prosthetic replacement for lens NEC
65812008,C749,C74.9 Unspecified other extraction of lens
65812008,C741,C74.1 Curettage of lens
65812008,C728,C72.8 Other specified intracapsular extraction of lens
231744001,C728,C72.8 Other specified intracapsular extraction of lens
446548003,C741,C74.1 Curettage of lens
446548003,C723,C72.3 Cryoextraction of lens
3700004,C776,C77.6 Insertion of capsule tension ring
446590009,C754,C75.4 Insertion of prosthetic replacement for lens using suture fixation
65812008,C722,C72.2 Suction extraction of lens
446590009,C722,C72.2 Suction extraction of lens
418121005,C712,C71.2 Phacoemulsification of lens
404629006,C732,C73.2 Capsulotomy of anterior lens capsule
172523009,C722,C72.2 Suction extraction of lens
172524003,C751,C75.1 Insertion of prosthetic replacement for lens NEC
446590009,C729,C72.9 Unspecified intracapsular extraction of lens
65812008,C738,C73.8 Other specified incision of capsule of lens
66542005,C748,C74.8 Other specified other extraction of lens
231744001,C721,C72.1 Forceps extraction of lens
65812008,C732,C73.2 Capsulotomy of anterior lens capsule
75227000,C734,C73.4 Capsulotomy of lens NEC
231744001,C751,C75.1 Insertion of prosthetic replacement for lens NEC
65812008,C713,C71.3 Aspiration of lens
51839008,C711,C71.1 Simple linear extraction of lens
447304001,C713,C71.3 Aspiration of lens
78191003,C731,C73.1 Membranectomy of lens
231744001,C601,C60.1 Trabeculectomy
231744001,C749,C74.9 Unspecified other extraction of lens
446862000,C751,C75.1 Insertion of prosthetic replacement for lens NEC
446548003,C601,C60.1 Trabeculectomy
360411008,Y086,Y08.6 Laser incision of organ NOC
74184007,C751,C75.1 Insertion of prosthetic replacement for lens NEC
70107009,Y268,Y26.8 Other specified other repair of organ NOC
85785001,Y086,Y08.6 Laser incision of organ NOC
65812008,C733,C73.3 Capsulotomy of posterior lens capsule
172525002,C647,C64.7 Insertion of iris hooks
446548003,C728,C72.8 Other specified intracapsular extraction of lens
172542008,C515,C51.5 Placement of therapeutic contact lens on to cornea
231744001,C748,C74.8 Other specified other extraction of lens
75227000,C733,C73.3 Capsulotomy of posterior lens capsule
446862000,C721,C72.1 Forceps extraction of lens
50538003,C751,C75.1 Insertion of prosthetic replacement for lens NEC
75227000,C738,C73.8 Other specified incision of capsule of lens
422103004,C732,C73.2 Capsulotomy of anterior lens capsule
75227000,C739,C73.9 Unspecified incision of capsule of lens
75227000,C751,C75.1 Insertion of prosthetic replacement for lens NEC
447304001,C754,C75.4 Insertion of prosthetic replacement for lens using suture fixation
70107009,Y262,Y26.2 Plastic repair of organ NOC
447304001,C718,C71.8 Other specified extracapsular extraction of lens
172529008,Y086,Y08.6 Laser incision of organ NOC
19208002,C742,C74.2 Discission of cataract
265295001,C647,C64.7 Insertion of iris hooks
75227000,C721,C72.1 Forceps extraction of lens
446490007,C711,C71.1 Simple linear extraction of lens
65812008,C718,C71.8 Other specified extracapsular extraction of lens
75227000,C722,C72.2 Suction extraction of lens
13793006,C718,C71.8 Other specified extracapsular extraction of lens
65812008,C748,C74.8 Other specified other extraction of lens
446590009,C721,C72.1 Forceps extraction of lens
65812008,C742,C74.2 Discission of cataract
172524003,C647,C64.7 Insertion of iris hooks
172523009,C729,C72.9 Unspecified intracapsular extraction of lens
