snomed,opcs,opcs_term
241252000,Y537,Y53.7 Approach to organ under magnetic resonance imaging control
235311002,G788,G78.8 Other specified other open operations on ileum
172815003,E051,E05.1 Cauterisation of internal nose
715588003,U212,U21.2 Computed tomography NEC
281556002,Y705,Y70.5 Temporary operations
450698009,C832,C83.2 Macular translocation three hundred and sixty degrees
4161000087105,Y973,Y97.3 Radiology with post contrast
307331002,G033,G03.3 Partial oesophagectomy and anastomosis of oesophagus to transposed jejunum
439874004,V559,V55.9 Unspecified levels of spine
252420009,U203,U20.3 Intravascular echocardiography
181695006,Q188,Q18.8 Other specified diagnostic endoscopic examination of uterus
1017232008,K453,K45.3 Anastomosis of mammary artery to left anterior descending coronary artery
432652008,E495,"E49.5 Diagnostic fibreoptic endoscopic examination of lower respiratory tract with biopsy, lavage and brush cytology of lesion of lower respiratory tract"
428488008,K758,K75.8 Other specified percutaneous transluminal balloon angioplasty and insertion of stent into coronary artery
446747005,H266,H26.6 Endoscopic submucosal resection of lesion of sigmoid colon using rigid sigmoidoscope
29835002,E641,E64.1 Endoscopic extirpation of lesion of nasal cavity
21335006,E083,E08.3 Correction of congenital atresia of choana
175140001,K597,K59.7 Renewal of cardioverter defibrillator using three electrode leads
230897007,L331,L33.1 Excision of aneurysm of cerebral artery
119913009,Y258,Y25.8 Other specified suture of organ NOC
444566006,K732,K73.2 Renewal of intravenous dual chamber cardiac pacemaker system
275163005,E252,E25.2 Diagnostic endoscopic examination of pharynx and biopsy of lesion of pharynx NEC
1055304003,E148,E14.8 Other specified operations on frontal sinus
171708000,A392,A39.2 Repair of dura of anterior fossa of cranium
30524000,Y301,Y30.1 Incision of lesion of organ NOC
418539009,Y532,Y53.2 Approach to organ under ultrasonic control
72912002,A145,A14.5 Attention to cerebroventricular shunt NEC
107944001,H063,H06.3 Extended right hemicolectomy and anastomosis NEC
429867000,U051,U05.1 Computed tomography of head
16638003,Y073,Y07.3 Obliteration of sinus track from organ NOC
172667002,D142,D14.2 Tympanoplasty NEC
32350008,S306,S30.6 Removal of flap of skin to head or neck
119718005,Y013,Y01.3 Xenoreplacement of organ NOC
442960009,Z481,Z48.1 Skin of scalp
446862000,C722,C72.2 Suction extraction of lens
765049009,Y535,Y53.5 Approach to organ under image intensifier
16841000087107,Y971,Y97.1 Radiology with pre and post contrast
41976001,K654,K65.4 Catheterisation of left side of heart via atrial transeptal puncture
49276007,U206,U20.6 Fetal echocardiography
274339001,E095,E09.5 Biopsy of lesion of external nose
16177004,F157,F15.7 Debonding of orthodontic bracket
173309002,F179,F17.9 Unspecified operations on teeth using dental crown or bridge
232622002,E473,E47.3 Repair of bronchus NEC
401217009,Y971,Y97.1 Radiology with pre and post contrast
302497006,X403,X40.3 Haemodialysis NEC
307655001,H135,H13.5 Bypass of colon by anastomosis of colon to rectum NEC
890177005,K295,K29.5 Repair of valve of heart NEC
349744000,D064,D06.4 Graft of skin to external ear
278539009,S279,S27.9 Unspecified other local flap of skin
239397006,Y061,Y06.1 Marsupialisation of organ NOC
65060007,Y068,Y06.8 Other specified excision of lesion of organ NOC
427108001,J093,J09.3 Laparoscopic ultrasound examination of liver NEC
83061004,K585,K58.5 Transluminal intracardiac echocardiography
450481004,G036,G03.6 Partial oesophagectomy and interposition of colon NEC
737090000,Y534,Y53.4 Approach to organ under fluoroscopic control
265472007,K258,K25.8 Other specified plastic repair of mitral valve
431846007,K731,K73.1 Renewal of intravenous single chamber cardiac pacemaker system
116028008,Q221,Q22.1 Bilateral salpingoophorectomy
412361000119103,Z271,Z27.1 Oesophagus
287699009,K606,K60.6 Implantation of intravenous dual chamber cardiac pacemaker system
284446003,E143,E14.3 External ethmoidectomy
426005005,Y971,Y97.1 Radiology with pre and post contrast
34098008,C141,C14.1 Flap of skin to eyelid
18291000087100,Y973,Y97.3 Radiology with post contrast
288014001,M652,M65.2 Endoscopic resection of prostate using punch
118863009,Q012,Q01.2 Wedge excision of cervix uteri and suture HFQ
431795002,L961,L96.1 Percutaneous mechanical thromboembolectomy
90205004,K461,K46.1 Double implantation of mammary arteries into heart
445583005,Z926,Z92.6 Abdomen NEC
442192009,V551,V55.1 One level of spine
426617006,H243,H24.3 Endoscopic insertion of tubal prosthesis into lower bowel using fibreoptic sigmoidoscope
52660002,Q141,Q14.1 Intra-amniotic injection of prostaglandin
17073005,K411,K41.1 Autograft replacement of one coronary artery NEC
9137006,C742,C74.2 Discission of cataract
172904009,E178,E17.8 Other specified operations on unspecified nasal sinus
29114001,Y221,Y22.1 Aspiration of haematoma of organ NOC
5171000087100,Y973,Y97.3 Radiology with post contrast
35807001,E061,E06.1 Packing of posterior cavity of nose NEC
74966009,E504,E50.4 Endoscopic aspiration of lower respiratory tract using rigid bronchoscope
241341009,Y938,Y93.8 Other specified gallium-67 imaging
69036001,G493,G49.3 Partial excision of duodenum
17001000087100,Z943,Z94.3 Left sided operation
333837005,E521,E52.1 Irrigation of bronchus NEC
32495000,V022,V02.2 Remodelling of calvarium HFQ
38512006,A389,A38.9 Unspecified extirpation of lesion of meninges of brain
19741000087109,Y531,Y53.1 Approach to organ under radiological control
53600005,E201,E20.1 Total adenoidectomy
241146005,Z243,Z24.3 Trachea
1119433009,Z942,Z94.2 Right sided operation
205336009,C012,C01.2 Enucleation of eye
232155008,D013,D01.3 Excision of preauricular abnormality
238299003,T371,T37.1 Excision of lesion of mesentery of small intestine
703073006,K615,K61.5 Implantation of single chamber cardiac pacemaker system
450665004,Z489,Z48.9 Skin of head NEC
252646002,U178,U17.8 Other specified diagnostic imaging of digestive tract
41058005,Q251,Q25.1 Excision of lesion of fallopian tube
58303000,J196,J19.6 Closure of anastomosis of gall bladder
119971000,Y389,Y38.9 Unspecified injection of therapeutic substance into organ NOC
75904000,C268,C26.8 Other specified other operations on lacrimal sac
52667004,H108,H10.8 Other specified excision of sigmoid colon
91160008,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
241393006,U218,U21.8 Other specified diagnostic imaging procedures
119913009,J041,J04.1 Removal of lacerated fragment of liver
713182005,M523,M52.3 Colposuspension of neck of bladder
73257006,Y031,Y03.1 Maintenance of prosthesis in organ NOC
169003001,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
276921001,Y536,Y53.6 Approach to organ under video control
37119005,K299,K29.9 Unspecified plastic repair of unspecified valve of heart
118913003,C117,C11.7 Biopsy of lesion of canthus
12044003,C292,C29.2 Enlargement of lacrimal punctum
450483001,R178,R17.8 Other specified elective caesarean delivery
708987006,Y752,Y75.2 Laparoscopic approach to abdominal cavity NEC
448188005,Y534,Y53.4 Approach to organ under fluoroscopic control
74193008,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
287841005,T234,T23.4 Removal of prosthetic material from previous repair of femoral hernia
168854009,Z421,Z42.1 Bladder NEC
12827003,H411,H41.1 Rectosigmoidectomy and peranal anastomosis
13398004,Y229,Y22.9 Unspecified drainage of organ NOC
609171001,Y533,Y53.3 Approach to organ under computed tomography scan control
171491002,A088,A08.8 Other specified other biopsy of lesion of tissue of brain
71408000,C151,C15.1 Correction of ectropion NEC
232761001,Z321,Z32.1 Mitral valve
397539000,C811,C81.1 Xenon photocoagulation of retina for detachment
57297009,K611,K61.1 Implantation of cardiac pacemaker system NEC
119981001,M132,M13.2 Percutaneous drainage of kidney
418889006,Y971,Y97.1 Radiology with pre and post contrast
34524006,C592,C59.2 Surgical iridectomy
119752008,Y262,Y26.2 Plastic repair of organ NOC
307658004,H152,H15.2 End colostomy
88872008,Q358,Q35.8 Other specified endoscopic bilateral occlusion of fallopian tubes
61779007,C042,C04.2 Revision of prosthetic replacement for eyeball
34815006,X041,X04.1 Autotransplantation of adrenal medulla to caudate nucleus of brain
233049006,K094,K09.4 Repair of persistent ostium primum
241476005,U216,U21.6 Ultrasound scan NEC
440236009,L756,L75.6 Percutaneous transluminal arterial and venous embolisation of arteriovenous malformation
76486003,Q272,Q27.2 Open bilateral clipping of fallopian tubes
445844000,U217,U21.7 Plain x-ray NEC
172286002,X659,X65.9 Unspecified radiotherapy delivery
232776009,K301,K30.1 Revision of plastic repair of mitral valve
428654007,V551,V55.1 One level of spine
442303003,E578,E57.8 Other specified other open operations on lung
241116007,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
77442000,Y037,Y03.7 Removal of prosthesis from organ NOC
85765000,E488,E48.8 Other specified therapeutic fibreoptic endoscopic operations on lower respiratory tract
119752008,Y263,Y26.3 Stapling of organ NOC
17011000087103,Y532,Y53.2 Approach to organ under ultrasonic control
119838003,S102,S10.2 Cryotherapy to lesion of skin of head or neck
35968005,S066,S06.6 Re-excision of skin margins of head or neck
48859006,G305,G30.5 Maintenance of gastric band
429608005,V049,V04.9 Unspecified reshaping of cranium
14551000087104,Z388,Z38.8 Specified terminal branch of aorta NEC
451008006,F181,F18.1 Enucleation of dental cyst of jaw
715728004,Y971,Y97.1 Radiology with pre and post contrast
238236007,T292,T29.2 Excision of urachus
359583006,Y512,Y51.2 Approach to organ through gastrostomy
235149006,G791,G79.1 Endoscopic extirpation of lesion of ileum
447979003,H232,H23.2 Endoscopic cauterisation of lesion of lower bowel using fibreoptic sigmoidoscope
232977008,K228,K22.8 Other specified other operations on wall of atrium
2315006,A385,A38.5 Extirpation of lesion of falx cerebri
418294002,U215,U21.5 Contrast fluoroscopy NEC
281627009,B239,B23.9 Unspecified operations on aberrant adrenal tissue
433235006,Y953,Y95.3 From 9 weeks to < 14 weeks gestational age
396226005,H251,H25.1 Diagnostic endoscopic examination of lower bowel and biopsy of lesion of lower bowel using fibreoptic sigmoidoscope
764677008,J123,J12.3 Selective internal radiotherapy with microspheres to lesion of liver
40997008,C532,C53.2 Excision of lesion of sclera NEC
68667005,K594,K59.4 Renewal of cardioverter defibrillator
531000087106,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
609192001,J576,J57.6 Pancreatic necrosectomy
783790006,C115,C11.5 Graft of skin to canthus
274338009,D061,D06.1 Biopsy of lesion of external ear
235152003,Y254,Y25.4 Removal of other suture from organ NOC
51989001,M498,M49.8 Other specified other operations on bladder
702684006,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
16436161000119108,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
28886004,K115,K11.5 Revision of repair of defect of interventricular septum
425814009,J731,J73.1 Laparoscopic ultrasound examination of pancreas and biopsy of lesion of pancreas
314598007,Z272,Z27.2 Stomach
774013003,Y135,Y13.5 Ultrasonic destruction of lesion of organ NOC
265380001,G611,G61.1 Bypass of jejunum by anastomosis of jejunum to jejunum
233096003,Z341,Z34.1 Ascending aorta
82158006,V058,V05.8 Other specified other operations on cranium
232159002,S203,S20.3 Random pattern distant flap of skin to head or neck
47765003,T094,T09.4 Chemical open pleurodesis
15282006,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
44378008,H091,H09.1 Left hemicolectomy and end to end anastomosis of colon to rectum
429380006,Y533,Y53.3 Approach to organ under computed tomography scan control
18044005,E491,E49.1 Diagnostic fibreoptic endoscopic examination of lower respiratory tract and biopsy of lesion of lower respiratory tract
235262002,G533,G53.3 Open removal of foreign body from duodenum
416100002,C662,C66.2 Cauterisation of ciliary body
426427009,G438,G43.8 Other specified fibreoptic endoscopic extirpation of lesion of upper gastrointestinal tract
736758005,O341,O34.1 Lobe of liver NEC
69051005,K041,K04.1 Repair of tetralogy of Fallot using valved right ventricular outflow conduit
27041000,Z279,Z27.9 Upper digestive tract NEC
278539009,S249,S24.9 Unspecified local flap of skin and muscle
232724005,K412,K41.2 Autograft replacement of two coronary arteries NEC
287219001,Y189,Y18.9 Unspecified release of organ NOC
450668002,Z473,Z47.3 Skin of cheek
173178001,E552,E55.2 Open excision of lesion of lung
59607002,Y291,Y29.1 Surgical removal of foreign body from organ NOC
17901000087101,Z909,Z90.9 Leg region NEC
234915008,A108,A10.8 Other specified other operations on tissue of brain
429639007,K751,K75.1 Percutaneous transluminal balloon angioplasty and insertion of 1-2 drug-eluting stents into coronary artery
442456000,Y535,Y53.5 Approach to organ under image intensifier
287696002,K742,K74.2 Renewal of dual chamber cardiac pacemaker system NEC
13120008,E238,E23.8 Other specified other open operations on pharynx
71102008,G336,G33.6 Attention to connection of stomach to jejunum
175140001,K595,K59.5 Removal of cardioverter defibrillator
116028008,Q241,Q24.1 Salpingoophorectomy NEC
4992004,K651,K65.1 Catheterisation of combination of right and left side of heart NEC
443332009,W329,W32.9 Unspecified other graft of bone
1581000087106,Y971,Y97.1 Radiology with pre and post contrast
303653007,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
310804003,G611,G61.1 Bypass of jejunum by anastomosis of jejunum to jejunum
73006002,V051,V05.1 Extirpation of lesion of cranium
174776001,J691,J69.1 Total excision of spleen and replantation of fragments of spleen
195801001,M304,M30.4 Nephroscopic ureteroscopy
175236000,L071,L07.1 Creation of shunt to right pulmonary artery from right subclavian artery using interposition tube prosthesis
231057000,Y032,Y03.2 Renewal of prosthesis in organ NOC
119975009,Y255,Y25.5 Other attention to suture of organ NOC
446823009,M655,M65.5 Endoscopic resection of prostate using vapotrode
287465001,Y537,Y53.7 Approach to organ under magnetic resonance imaging control
118833000,G509,G50.9 Unspecified open extirpation of lesion of duodenum
265402006,H206,H20.6 Fibreoptic endoscopic resection of lesion of colon NEC
52213001,M011,M01.1 Autotransplantation of kidney
173280002,F083,F08.3 Replantation of tooth
24365002,Y531,Y53.1 Approach to organ under radiological control
234680008,F208,F20.8 Other specified operations on gingiva
386611002,C741,C74.1 Curettage of lens
20702009,Y276,Y27.6 Prosthetic graft NOC
438614004,A029,A02.9 Unspecified excision of lesion of tissue of brain
270482007,V174,V17.4 Removal of fixation from mandible
4341004,E048,E04.8 Other specified operations on turbinate of nose
230935003,Z354,Z35.4 Middle cerebral artery
271564001,G248,G24.8 Other specified antireflux operations
42050001,E296,E29.6 Laryngectomy NEC
718286004,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
275206008,K273,K27.3 Prosthetic replacement of tricuspid valve
83735008,J401,J40.1 Endoscopic retrograde insertion of tubal prosthesis into both hepatic ducts
4911000087106,Y982,Y98.2 Radiology of two body areas
866200001,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
391897002,Q111,Q11.1 Vacuum aspiration of products of conception from uterus NEC
1137352004,U211,U21.1 Magnetic resonance imaging NEC
30195003,A063,A06.3 Excision of syncipital encephalocele
287698001,K616,K61.6 Implantation of dual chamber cardiac pacemaker system
16900000,A141,A14.1 Renewal of cerebroventricular shunt
88722002,K606,K60.6 Implantation of intravenous dual chamber cardiac pacemaker system
4501000087102,Z943,Z94.3 Left sided operation
428412000,X652,X65.2 Delivery of a fraction of intracavitary radiotherapy
26732005,Y503,Y50.3 Vaginal approach
1119345001,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
15221000087108,U212,U21.2 Computed tomography NEC
35249003,U211,U21.1 Magnetic resonance imaging NEC
1292009,Z421,Z42.1 Bladder NEC
52213001,M014,M01.4 Allotransplantation of kidney from cadaver heart beating
230911008,Y134,Y13.4 Radiofrequency controlled thermal destruction of lesion of organ NOC
443682009,W422,W42.2 Conversion to total prosthetic replacement of knee joint NEC
232490008,E063,E06.3 Removal of packing from cavity of nose
31198006,T124,T12.4 Insertion of tube drain into pleural cavity
88144003,Q081,Q08.1 Vaginal hysterocolpectomy and excision of periuterine tissue
174594009,J359,J35.9 Unspecified incision of sphincter of Oddi using duodenal approach
172213004,C122,C12.2 Cauterisation of lesion of eyelid
767341000,N063,N06.3 Orchidectomy NEC
429823002,Y941,Y94.1 Dopamine transporter scan
277554000,F135,F13.5 Restoration of part of tooth using filling NEC
387714009,E539,E53.9 Unspecified transplantation of lung
82027008,C604,C60.4 Iridoplasty NEC
307512007,G352,G35.2 Closure of ulcer of stomach NEC
233179002,K612,K61.2 Resiting of lead of cardiac pacemaker system NEC
771084004,Q411,Q41.1 Salpingography
399750009,B182,B18.2 Transcervical thymectomy
240282003,Y951,Y95.1 Over 20 weeks gestational age
442087005,K112,K11.2 Repair of defect of interventricular septum using pericardial patch
46936007,G288,G28.8 Other specified partial excision of stomach
79121003,G381,G38.1 Open biopsy of lesion of stomach
62990005,Y269,Y26.9 Unspecified other repair of organ NOC
443468000,V163,V16.3 Osteotomy of alveolar segment of mandible
438888005,Y971,Y97.1 Radiology with pre and post contrast
68671008,H413,H41.3 Peranal destruction of lesion of rectum
241675003,Y973,Y97.3 Radiology with post contrast
420108003,Y971,Y97.1 Radiology with pre and post contrast
445919009,C298,C29.8 Other specified other operations on lacrimal apparatus
241676002,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
40372003,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
18692006,G283,G28.3 Partial gastrectomy and anastomosis of stomach to jejunum NEC
447334006,Z012,Z01.2 Tissue of temporal lobe of brain
15257006,J023,J02.3 Resection of segment of liver
234742001,F178,F17.8 Other specified operations on teeth using dental crown or bridge
433024005,G334,G33.4 Open reduction of intussusception of gastroenterostomy
10882000,Q271,Q27.1 Open bilateral ligation of fallopian tubes
265705007,V153,V15.3 Closed reduction of fracture of mandible NEC
15257006,J025,J02.5 Marsupialisation of lesion of liver
274326000,Y532,Y53.2 Approach to organ under ultrasonic control
174458007,J082,J08.2 Endoscopic insertion of cannula into gall bladder using laparoscope
44498002,T094,T09.4 Chemical open pleurodesis
235244006,G448,G44.8 Other specified other therapeutic fibreoptic endoscopic operations on upper gastrointestinal tract
1144350004,F632,F63.2 Fitting of denture or obturator
28939002,H371,H37.1 Endoscopic mucosal resection of lesion of sigmoid colon using rigid sigmoidoscope
176949009,Z943,Z94.3 Left sided operation
431343007,U201,U20.1 Transthoracic echocardiography
236334001,N058,N05.8 Other specified bilateral excision of testes
69724002,C751,C75.1 Insertion of prosthetic replacement for lens NEC
8444004,J083,J08.3 Endoscopic microwave ablation of lesion of liver using laparoscope
287533002,E489,E48.9 Unspecified therapeutic fibreoptic endoscopic operations on lower respiratory tract
446510008,F182,F18.2 Marsupialisation of dental lesion of jaw
265484009,Y538,Y53.8 Other specified approach to organ under image control
241177007,Z302,Z30.2 Gall bladder
36811004,C374,C37.4 Repair of muscle of eye NEC
275166002,Q111,Q11.1 Vacuum aspiration of products of conception from uterus NEC
