snomed,opcs,opcs_term
1186912002,H336,H33.6 Anterior resection of rectum and exteriorisation of bowel
85815002,U178,U17.8 Other specified diagnostic imaging of digestive tract
84952009,H086,H08.6 Transverse colectomy and end to side anastomosis
396225009,H281,H28.1 Diagnostic endoscopic examination of sigmoid colon and biopsy of lesion of sigmoid colon using rigid sigmoidoscope
386196007,H122,H12.2 Excision of lesion of colon NEC
287559004,G781,G78.1 Open biopsy of lesion of ileum
384091000119108,Y971,Y97.1 Radiology with pre and post contrast
25196007,H332,H33.2 Proctectomy and anastomosis of colon to anus
709421007,H211,H21.1 Fibreoptic endoscopic dilation of colon
265407000,H269,H26.9 Unspecified endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope
83656000,G764,G76.4 Plication of ileum
359581008,G612,G61.2 Bypass of jejunum by anastomosis of jejunum to ileum
708627007,G698,G69.8 Other specified excision of ileum
307193005,H074,H07.4 Right hemicolectomy and ileostomy HFQ
235344008,H209,H20.9 Unspecified endoscopic extirpation of lesion of colon
235348006,H418,H41.8 Other specified other operations on rectum through anus
276190007,H074,H07.4 Right hemicolectomy and ileostomy HFQ
235149006,G642,G64.2 Endoscopic dilation of jejunum
78133002,H267,H26.7 Endoscopic resection of lesion of sigmoid colon using rigid sigmoidoscope NEC
32414000,H181,H18.1 Open colonoscopy
61328004,G442,G44.2 Fibreoptic endoscopic removal of foreign body from upper gastrointestinal tract
2234009,H191,H19.1 Open biopsy of lesion of colon
235302002,G798,G79.8 Other specified therapeutic endoscopic operations on ileum
307655001,H118,H11.8 Other specified other excision of colon
73509004,H299,H29.9 Unspecified subtotal excision of colon
76009000,G433,G43.3 Fibreoptic endoscopic cauterisation of lesion of upper gastrointestinal tract
235298005,G592,G59.2 Open destruction of lesion of jejunum
719901007,Z272,Z27.2 Stomach
18692006,G332,G33.2 Revision of anastomosis of stomach to jejunum NEC
235264001,G542,G54.2 Endoscopic dilation of duodenum
174158000,H181,H18.1 Open colonoscopy
446223002,Y754,Y75.4 Hand assisted minimal access approach to abdominal cavity
265407000,H262,H26.2 Endoscopic cauterisation of lesion of sigmoid colon using rigid sigmoidoscope
28851001,G055,G05.5 Bypass of oesophagus by interposition of microvascularly attached colon
449194009,H231,H23.1 Endoscopic snare resection of lesion of lower bowel using fibreoptic sigmoidoscope
235263007,Z274,Z27.4 Duodenum
716236004,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
287992003,H175,H17.5 Open relief of strangulation of colon
54747001,H072,H07.2 Right hemicolectomy and side to side anastomosis of ileum to transverse colon
107948003,H171,H17.1 Open reduction of intussusception of colon
315322008,H081,H08.1 Transverse colectomy and end to end anastomosis
28851001,G052,G05.2 Bypass of oesophagus by anastomosis of oesophagus to stomach
174596006,J351,J35.1 Sphincterotomy of bile duct and pancreatic duct using duodenal approach
74539002,H173,H17.3 Open reduction of volvulus of sigmoid colon
361153005,H157,H15.7 Percutaneous endoscopic sigmoid colostomy
25196007,H335,H33.5 Rectosigmoidectomy and closure of rectal stump and exteriorisation of bowel
608807008,P231,P23.1 Anterior and posterior colporrhaphy NEC
442797006,Z271,Z27.1 Oesophagus
235289007,G788,G78.8 Other specified other open operations on ileum
235303007,G641,G64.1 Endoscopic extirpation of lesion of jejunum
307555006,G783,G78.3 Removal of foreign body from ileum
361153005,H155,H15.5 Dilation of colostomy
307561009,G699,G69.9 Unspecified excision of ileum
75312003,H291,H29.1 Subtotal excision of colon and rectum and creation of colonic pouch and anastomosis of colon to anus
235386002,M378,M37.8 Other specified other repair of bladder
35753000,P133,P13.3 Female perineoplasty
174190005,H231,H23.1 Endoscopic snare resection of lesion of lower bowel using fibreoptic sigmoidoscope
46295004,H332,H33.2 Proctectomy and anastomosis of colon to anus
275162000,G283,G28.3 Partial gastrectomy and anastomosis of stomach to jejunum NEC
56283009,G681,G68.1 Allotransplantation of ileum
173853002,G502,G50.2 Open destruction of lesion of duodenum
414301000119107,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
60362005,Y255,Y25.5 Other attention to suture of organ NOC
609279008,H101,H10.1 Sigmoid colectomy and end to end anastomosis of ileum to rectum
87279008,H261,H26.1 Endoscopic snare resection of lesion of sigmoid colon using rigid sigmoidoscope
235591000,J368,J36.8 Other specified other operations on ampulla of Vater using duodenal approach
61600000,Y716,Y71.6 Second revisional operation NOC
72386000,G638,G63.8 Other specified other open operations on jejunum
33759004,Y253,Y25.3 Removal of retained suture from organ NOC
174059005,H042,H04.2 Panproctocolectomy and anastomosis of ileum to anus and creation of pouch HFQ
30402002,H354,H35.4 Fixation of rectum using fascia lata
301699000,H201,H20.1 Fibreoptic endoscopic snare resection of lesion of colon
76009000,G448,G44.8 Other specified other therapeutic fibreoptic endoscopic operations on upper gastrointestinal tract
41330009,H096,H09.6 Left hemicolectomy and end to side anastomosis
307562002,G333,G33.3 Conversion to anastomosis of stomach to jejunum NEC
89339008,H298,H29.8 Other specified subtotal excision of colon
32044008,H113,H11.3 Colectomy and anastomosis NEC
276190007,G734,G73.4 Resection of ileocolic anastomosis
299681007,H151,H15.1 Loop colostomy
307241002,H241,H24.1 Endoscopic dilation of lower bowel using fibreoptic sigmoidoscope
243775002,M191,M19.1 Construction of ileal conduit
241334003,Y949,Y94.9 Unspecified radiopharmaceutical imaging
235298005,G703,G70.3 Open destruction of lesion of ileum
235584003,J432,J43.2 Endoscopic retrograde cholangiopancreatography and biopsy of lesion of biliary or pancreatic system NEC
32325005,G784,G78.4 Closure of perforation of ileum
32044008,H072,H07.2 Right hemicolectomy and side to side anastomosis of ileum to transverse colon
235320006,H168,H16.8 Other specified incision of colon
54747001,H118,H11.8 Other specified other excision of colon
78299009,H412,H41.2 Peranal excision of lesion of rectum
13327002,H119,H11.9 Unspecified other excision of colon
241168000,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
236783000,G719,G71.9 Unspecified bypass of ileum
446228006,Y754,Y75.4 Hand assisted minimal access approach to abdominal cavity
290017007,H426,H42.6 Perineal repair of prolapse of rectum NEC
265420002,H352,H35.2 Posterior fixation of rectum using prosthetic material
307638000,H134,H13.4 Bypass of colon by anastomosis of transverse colon to rectum
8777004,H564,H56.4 Excision of anal fissure
60581003,G053,G05.3 Bypass of oesophagus by interposition of microvascularly attached jejunum
265411006,H411,H41.1 Rectosigmoidectomy and peranal anastomosis
8324006,H468,H46.8 Other specified other operations on rectum
235344008,H234,H23.4 Endoscopic destruction of lesion of lower bowel using fibreoptic sigmoidoscope NEC
420108003,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
44441009,H251,H25.1 Diagnostic endoscopic examination of lower bowel and biopsy of lesion of lower bowel using fibreoptic sigmoidoscope
112873000,Y073,Y07.3 Obliteration of sinus track from organ NOC
252684008,Y944,Y94.4 Diethylenetriamine pentacetic acid imaging
241333009,Y941,Y94.1 Dopamine transporter scan
107938000,G692,G69.2 Ileectomy and anastomosis of duodenum to ileum
425616008,G688,G68.8 Other specified transplantation of ileum
307559000,G822,G82.2 Intubation of ileum for decompression of intestine
90856004,G691,G69.1 Ileectomy and anastomosis of stomach to ileum
22094003,Y309,Y30.9 Unspecified incision of organ NOC
276190007,H115,H11.5 Colectomy and exteriorisation of bowel NEC
6759001,Y494,Y49.4 Transapical approach to heart
27397009,G534,G53.4 Open insertion of tubal prosthesis into duodenum
54357003,G693,G69.3 Ileectomy and anastomosis of ileum to ileum
54747001,H105,H10.5 Sigmoid colectomy and exteriorisation of bowel NEC
235346005,H403,H40.3 Trans-sphincteric destruction of lesion of rectum
73996007,H104,H10.4 Sigmoid colectomy and ileostomy HFQ
241674004,H237,H23.7 Endoscopic mucosal resection of lesion of lower bowel using fibreoptic sigmoidoscope
174059005,H048,H04.8 Other specified total excision of colon and rectum
45464004,Y062,Y06.2 Deroofing of cyst of organ NOC
28467003,G055,G05.5 Bypass of oesophagus by interposition of microvascularly attached colon
426738005,G716,G71.6 Duodenal switch
418294002,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
84952009,H114,H11.4 Colectomy and ileostomy NEC
7813002,G056,G05.6 Bypass of oesophagus by interposition of colon NEC
699570007,Y752,Y75.2 Laparoscopic approach to abdominal cavity NEC
36984000,Y079,Y07.9 Unspecified obliteration of cavity of organ NOC
37593003,G698,G69.8 Other specified excision of ileum
16442821000119108,Z287,Z28.7 Colon NEC
1054002,J358,J35.8 Other specified incision of sphincter of Oddi using duodenal approach
16523851000119103,H468,H46.8 Other specified other operations on rectum
174562004,J302,J30.2 Anastomosis of common bile duct to transposed jejunum
45220009,H333,H33.3 Anterior resection of rectum and anastomosis of colon to rectum using staples
418210005,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
235150006,H229,H22.9 Unspecified diagnostic endoscopic examination of colon
14690009,H135,H13.5 Bypass of colon by anastomosis of colon to rectum NEC
359567006,J561,J56.1 Pancreaticoduodenectomy and excision of surrounding tissue
287806006,H558,H55.8 Other specified other operations on perianal region
287559004,Y755,Y75.5 Laparoscopic ultrasonic approach to abdominal cavity
112875007,H415,H41.5 Peranal resection of rectum using staples
431470004,H143,H14.3 Closure of caecostomy
42624001,G533,G53.3 Open removal of foreign body from duodenum
40826009,G801,G80.1 Diagnostic endoscopic examination of ileum and biopsy of lesion of ileum
307561009,G748,G74.8 Other specified creation of artificial opening into ileum
29586003,H288,H28.8 Other specified diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope
609279008,H065,H06.5 Extended right hemicolectomy and end to side anastomosis
87677003,H336,H33.6 Anterior resection of rectum and exteriorisation of bowel
13246003,M343,M34.3 Cystectomy NEC
91516004,J574,J57.4 Excision of tail of pancreas and drainage of pancreatic duct
90856004,G693,G69.3 Ileectomy and anastomosis of ileum to ileum
235266004,G433,G43.3 Fibreoptic endoscopic cauterisation of lesion of upper gastrointestinal tract
59896001,Y403,Y40.3 Balloon dilation of organ NOC
708695008,Y539,Y53.9 Unspecified approach to organ under image control
9121000,H488,H48.8 Other specified excision of lesion of anus
710197007,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
431943003,Z276,Z27.6 Ileum
82900007,H293,H29.3 Subtotal excision of colon and creation of colonic pouch and anastomosis of colon to rectum
310804003,G581,G58.1 Total jejunectomy and anastomosis of stomach to ileum
288761008,Y512,Y51.2 Approach to organ through gastrostomy
2234009,H194,H19.4 Open removal of foreign body from colon
8777004,H412,H41.2 Peranal excision of lesion of rectum
265448002,J291,J29.1 Anastomosis of hepatic duct to transposed jejunum and insertion of tubal prosthesis HFQ
90527009,H334,H33.4 Anterior resection of rectum and anastomosis NEC
54747001,H069,H06.9 Unspecified extended excision of right hemicolon
311774002,H201,H20.1 Fibreoptic endoscopic snare resection of lesion of colon
8777004,H414,H41.4 Peranal mucosal proctectomy and endoanal anastomosis
307655001,H114,H11.4 Colectomy and ileostomy NEC
112873000,Z435,Z43.5 Seminal vesicle
116236007,H348,H34.8 Other specified open extirpation of lesion of rectum
711421003,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
341729004,H176,H17.6 Open relief of obstruction of colon NEC
1645004,J388,J38.8 Other specified endoscopic incision of sphincter of Oddi
107944001,H096,H09.6 Left hemicolectomy and end to side anastomosis
235254005,G498,G49.8 Other specified excision of duodenum
265404007,H234,H23.4 Endoscopic destruction of lesion of lower bowel using fibreoptic sigmoidoscope NEC
63003009,H194,H19.4 Open removal of foreign body from colon
287992003,H178,H17.8 Other specified intra-abdominal manipulation of colon
29065006,H168,H16.8 Other specified incision of colon
367365007,J303,J30.3 Anastomosis of common bile duct to jejunum NEC
173904001,G592,G59.2 Open destruction of lesion of jejunum
866199004,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
174190005,Z286,Z28.6 Sigmoid colon
431669007,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
116236007,H349,H34.9 Unspecified open extirpation of lesion of rectum
307668009,H418,H41.8 Other specified other operations on rectum through anus
312694003,G702,G70.2 Excision of lesion of ileum NEC
33759004,Y254,Y25.4 Removal of other suture from organ NOC
107944001,H085,H08.5 Transverse colectomy and exteriorisation of bowel NEC
15457008,H628,H62.8 Other specified other operations on bowel
173572008,G032,G03.2 Partial oesophagectomy and interposition of microvascularly attached jejunum
235171001,G585,G58.5 Partial jejunectomy and anastomosis of duodenum to colon
8777004,H563,H56.3 Incision of septum of anus
41939004,G642,G64.2 Endoscopic dilation of jejunum
307507006,G638,G63.8 Other specified other open operations on jejunum
174209005,Z291,Z29.1 Rectum
80028005,Y071,Y07.1 Ligation of organ NOC
448156002,H402,H40.2 Trans-sphincteric excision of lesion of rectum
32578005,H031,H03.1 Drainage of abscess of appendix
44061005,H258,H25.8 Other specified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope
446746001,G492,G49.2 Total excision of duodenum
235582004,J351,J35.1 Sphincterotomy of bile duct and pancreatic duct using duodenal approach
8903007,T296,T29.6 Plastic operations on umbilicus
24902006,P258,P25.8 Other specified other repair of vagina
858579005,H478,H47.8 Other specified excision of anus
608806004,Q082,Q08.2 Vaginal hysterectomy and excision of periuterine tissue NEC
44441009,H242,H24.2 Endoscopic coagulation of blood vessel of lower bowel using fibreoptic sigmoidoscope
787874000,H059,H05.9 Unspecified total excision of colon
235349003,Y132,Y13.2 Cryotherapy to lesion of organ NOC
69036001,J551,J55.1 Total pancreatectomy and excision of surrounding tissue
41500002,Z277,Z27.7 Small intestine
241337005,Y949,Y94.9 Unspecified radiopharmaceutical imaging
73761001,H188,H18.8 Other specified open endoscopic operations on colon
48630009,Y318,Y31.8 Other specified exploration of organ NOC
265459006,J562,J56.2 Pancreaticoduodenectomy and resection of antrum of stomach
359583006,G649,G64.9 Unspecified therapeutic endoscopic operations on jejunum
6025007,H029,H02.9 Unspecified other excision of appendix
440033009,Y752,Y75.2 Laparoscopic approach to abdominal cavity NEC
241334003,Y942,Y94.2 Octreotide imaging
307642002,H139,H13.9 Unspecified bypass of colon
425666002,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
168900006,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
235147008,G802,G80.2 Wireless capsule endoscopy
236783000,G711,G71.1 Bypass of ileum by anastomosis of jejunum to ileum
128401003,Y169,Y16.9 Unspecified connection of organ NOC
87594008,G768,G76.8 Other specified intra-abdominal manipulation of ileum
61328004,G439,G43.9 Unspecified fibreoptic endoscopic extirpation of lesion of upper gastrointestinal tract
18329001,H281,H28.1 Diagnostic endoscopic examination of sigmoid colon and biopsy of lesion of sigmoid colon using rigid sigmoidoscope
84952009,H094,H09.4 Left hemicolectomy and ileostomy HFQ
45274003,G531,G53.1 Open biopsy of lesion of duodenum
276190007,H049,H04.9 Unspecified total excision of colon and rectum
43196001,G782,G78.2 Strictureplasty of ileum
73761001,H181,H18.1 Open colonoscopy
386197003,H121,H12.1 Excision of diverticulum of colon
32044008,H101,H10.1 Sigmoid colectomy and end to end anastomosis of ileum to rectum
79764004,H412,H41.2 Peranal excision of lesion of rectum
276190007,H042,H04.2 Panproctocolectomy and anastomosis of ileum to anus and creation of pouch HFQ
174002005,G784,G78.4 Closure of perforation of ileum
